HOG	OG	Gene Tree Parent Clade	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
N10.HOG0012974	OG0010030	n0		FUN_026319-T1	FUN_024159-T1										
N10.HOG0012975	OG0010031	n0		FUN_026318-T1	FUN_024158-T1										
N10.HOG0012976	OG0010032	n0		FUN_026310-T1	FUN_024152-T1										
N10.HOG0012977	OG0010033	n0		FUN_026309-T1	FUN_024151-T1										
N10.HOG0012978	OG0010034	n0		FUN_026307-T2	FUN_024150-T1										
N10.HOG0012979	OG0010035	n0		FUN_026303-T3	FUN_024148-T1										
N10.HOG0012980	OG0010036	n0		FUN_026295-T1	FUN_024143-T1										
N10.HOG0012981	OG0010037	n0		FUN_026293-T1	FUN_024141-T1										
N10.HOG0012982	OG0010038	n0		FUN_026292-T1	FUN_024140-T1										
N10.HOG0012983	OG0010039	n0		FUN_026291-T1	FUN_024139-T1										
N10.HOG0012984	OG0010040	n0		FUN_026284-T1	FUN_024137-T2										
N10.HOG0012985	OG0010041	n0		FUN_026283-T1	FUN_024136-T1										
N10.HOG0012986	OG0010042	n0		FUN_026282-T1	FUN_024135-T1										
N10.HOG0012987	OG0010043	n0		FUN_026281-T1	FUN_024134-T1										
N10.HOG0012988	OG0010044	n0		FUN_026279-T1	FUN_024130-T1										
N10.HOG0012989	OG0010045	n0		FUN_026274-T1	FUN_024126-T1										
N10.HOG0012990	OG0010046	n0		FUN_026268-T1	FUN_024124-T2										
N10.HOG0012991	OG0010047	n0		FUN_026267-T2	FUN_024122-T1										
N10.HOG0012992	OG0010048	n0		FUN_026266-T1	FUN_024121-T1										
N10.HOG0012993	OG0010049	n0		FUN_026254-T2	FUN_024112-T3										
N10.HOG0012994	OG0010050	n0		FUN_026253-T3	FUN_024111-T1										
N10.HOG0012995	OG0010051	n0		FUN_016090-T1	FUN_015954-T1										
N10.HOG0012996	OG0010052	n4			FUN_025583-T1										
N10.HOG0012997	OG0010052	n7		FUN_017521-T1	FUN_025584-T1										
N10.HOG0012998	OG0010053	n0		FUN_010774-T1	FUN_009709-T1										
N10.HOG0012999	OG0010054	n0		FUN_010773-T1	FUN_009708-T1										
N10.HOG0013000	OG0010055	n0		FUN_010772-T1	FUN_009707-T1										
N10.HOG0013001	OG0010056	n0		FUN_010771-T1	FUN_009706-T1										
N10.HOG0013002	OG0010057	n0		FUN_010769-T1	FUN_009705-T1										
N10.HOG0013003	OG0010058	n0		FUN_010768-T1	FUN_009704-T1										
N10.HOG0013004	OG0010059	n0		FUN_006843-T1	FUN_005972-T1										
N10.HOG0013005	OG0010060	n0		FUN_006840-T1	FUN_005969-T2										
N10.HOG0013006	OG0010061	n0		FUN_006839-T1	FUN_005965-T1										
N10.HOG0013007	OG0010062	n0		FUN_006838-T1	FUN_005964-T1										
N10.HOG0013008	OG0010063	n0		FUN_006837-T1	FUN_005963-T1										
N10.HOG0013009	OG0010064	n0		FUN_006836-T1	FUN_005962-T1										
N10.HOG0013010	OG0010065	n0		FUN_006834-T1	FUN_005959-T1										
N10.HOG0013011	OG0010066	n0		FUN_014908-T1	FUN_013637-T1										
N10.HOG0013012	OG0010067	n0		FUN_014903-T1	FUN_013631-T1										
N10.HOG0013013	OG0010068	n0		FUN_014902-T1	FUN_013630-T1										
N10.HOG0013014	OG0010069	n0		FUN_014900-T1	FUN_013629-T1										
N10.HOG0013015	OG0010070	n0		FUN_002639-T1	FUN_002454-T1										
N10.HOG0013016	OG0010071	n0		FUN_002643-T1	FUN_002457-T1										
N10.HOG0013017	OG0010072	n0		FUN_002644-T1	FUN_002458-T1										
N10.HOG0013018	OG0010073	n0		FUN_002645-T1	FUN_002460-T1										
N10.HOG0013019	OG0010074	n0		FUN_002646-T1	FUN_002461-T1										
N10.HOG0013020	OG0010075	n0		FUN_002647-T1	FUN_002462-T1										
N10.HOG0013021	OG0010076	n0		FUN_002652-T1	FUN_002465-T1										
N10.HOG0013022	OG0010077	n0		FUN_002653-T1	FUN_002466-T1										
N10.HOG0013023	OG0010078	n0		FUN_002655-T1	FUN_002467-T1										
N10.HOG0013024	OG0010079	n0		FUN_002658-T1	FUN_002468-T1										
N10.HOG0013025	OG0010080	n0		FUN_002659-T1	FUN_002469-T1										
N10.HOG0013026	OG0010081	n0		FUN_002660-T1	FUN_002470-T1										
N10.HOG0013027	OG0010082	n0		FUN_002670-T1	FUN_002478-T1										
N10.HOG0013028	OG0010083	n0		FUN_010139-T1	FUN_009029-T1										
N10.HOG0013029	OG0010084	n0		FUN_001749-T1	FUN_001650-T1										
N10.HOG0013030	OG0010085	n0		FUN_001748-T1	FUN_001649-T1										
N10.HOG0013031	OG0010086	n0		FUN_001747-T1	FUN_001648-T1										
N10.HOG0013032	OG0010087	n0		FUN_001746-T1	FUN_001647-T1										
N10.HOG0013033	OG0010088	n0		FUN_001745-T1	FUN_001646-T1										
N10.HOG0013034	OG0010089	n0		FUN_001740-T1	FUN_001641-T1										
N10.HOG0013035	OG0010090	n0		FUN_001738-T1	FUN_001638-T1										
N10.HOG0013036	OG0010091	n0		FUN_001737-T1	FUN_001637-T1										
N10.HOG0013037	OG0010092	n0		FUN_001736-T3	FUN_001636-T1										
N10.HOG0013038	OG0010093	n0		FUN_001728-T1	FUN_001630-T1										
N10.HOG0013039	OG0010094	n0		FUN_018511-T1	FUN_017021-T1										
N10.HOG0013040	OG0010095	n0		FUN_018512-T1	FUN_017024-T1										
N10.HOG0013041	OG0010096	n0		FUN_018513-T1	FUN_017026-T1										
N10.HOG0013042	OG0010097	n0		FUN_018515-T1	FUN_017028-T1										
N10.HOG0013043	OG0010098	n0		FUN_018518-T1	FUN_017032-T1										
N10.HOG0013044	OG0010099	n0		FUN_018520-T1	FUN_017035-T1										
N10.HOG0013045	OG0010100	n0		FUN_018523-T1	FUN_017039-T1										
N10.HOG0013046	OG0010101	n0		FUN_018525-T1	FUN_017041-T1										
N10.HOG0013047	OG0010102	n0		FUN_018535-T1	FUN_017051-T1										
N10.HOG0013048	OG0010103	n0		FUN_003099-T1	FUN_002876-T2										
N10.HOG0013049	OG0010104	n0		FUN_014006-T1	FUN_012821-T1										
N10.HOG0013050	OG0010105	n0		FUN_014005-T1	FUN_012820-T1										
N10.HOG0013051	OG0010106	n0		FUN_014002-T1	FUN_012817-T1										
N10.HOG0013052	OG0010107	n0		FUN_014001-T1	FUN_012816-T1										
N10.HOG0013053	OG0010108	n0		FUN_014000-T1	FUN_012814-T1										
N10.HOG0013054	OG0010109	n0		FUN_013999-T1	FUN_012813-T1										
N10.HOG0013055	OG0010110	n0		FUN_013996-T1	FUN_012812-T1										
N10.HOG0013056	OG0010111	n0		FUN_013995-T1	FUN_012810-T1										
N10.HOG0013057	OG0010112	n0		FUN_013994-T1	FUN_012809-T1										
N10.HOG0013058	OG0010113	n0		FUN_013993-T1	FUN_012808-T1										
N10.HOG0013059	OG0010114	n0		FUN_013992-T1	FUN_012807-T1										
N10.HOG0013060	OG0010115	n0		FUN_013991-T1	FUN_012806-T1										
N10.HOG0013061	OG0010116	n0		FUN_013990-T1	FUN_012805-T1										
N10.HOG0013062	OG0010117	n0		FUN_013989-T1	FUN_012804-T1										
N10.HOG0013063	OG0010118	n0		FUN_013988-T1	FUN_012803-T1										
N10.HOG0013064	OG0010119	n0		FUN_013986-T1	FUN_012801-T1										
N10.HOG0013065	OG0010120	n0		FUN_013985-T1	FUN_012800-T1										
N10.HOG0013066	OG0010121	n0		FUN_013984-T1	FUN_012799-T1										
N10.HOG0013067	OG0010122	n0		FUN_013983-T1	FUN_012798-T1										
N10.HOG0013068	OG0010123	n0		FUN_013982-T1	FUN_012796-T1										
N10.HOG0013069	OG0010124	n0		FUN_013980-T1	FUN_012794-T1										
N10.HOG0013070	OG0010125	n0		FUN_013979-T1	FUN_012793-T1										
N10.HOG0013071	OG0010126	n0		FUN_013978-T1	FUN_012792-T1										
N10.HOG0013072	OG0010127	n0		FUN_013975-T1	FUN_012790-T1										
N10.HOG0013073	OG0010128	n0		FUN_013973-T1	FUN_012788-T1										
N10.HOG0013074	OG0010129	n0		FUN_013971-T1	FUN_012786-T1										
N10.HOG0013075	OG0010130	n0		FUN_013970-T1	FUN_012785-T1										
N10.HOG0013076	OG0010131	n0		FUN_013969-T1	FUN_012783-T1										
N10.HOG0013077	OG0010132	n0		FUN_013968-T1	FUN_012781-T1										
N10.HOG0013078	OG0010133	n0		FUN_013966-T1	FUN_012779-T1										
N10.HOG0013079	OG0010134	n0		FUN_013965-T1	FUN_012777-T1										
N10.HOG0013080	OG0010135	n0		FUN_013964-T1	FUN_012776-T1										
N10.HOG0013081	OG0010136	n0		FUN_013962-T1	FUN_012774-T1										
N10.HOG0013082	OG0010137	n0		FUN_004079-T1	FUN_003659-T1										
N10.HOG0013083	OG0010138	n0		FUN_004078-T1	FUN_003658-T1										
N10.HOG0013084	OG0010139	n0		FUN_004077-T1	FUN_003657-T1										
N10.HOG0013085	OG0010140	n0		FUN_004076-T1	FUN_003656-T1										
N10.HOG0013086	OG0010141	n0		FUN_004075-T1	FUN_003655-T1										
N10.HOG0013087	OG0010142	n0		FUN_004074-T1	FUN_003654-T1										
N10.HOG0013088	OG0010143	n0		FUN_004071-T1	FUN_003652-T1										
N10.HOG0013089	OG0010144	n0		FUN_004070-T1	FUN_003651-T1										
N10.HOG0013090	OG0010145	n0		FUN_004069-T1	FUN_003650-T2										
N10.HOG0013091	OG0010146	n0		FUN_004067-T1	FUN_003648-T1										
N10.HOG0013092	OG0010147	n0		FUN_004066-T2	FUN_003647-T3										
N10.HOG0013093	OG0010148	n0		FUN_004065-T1	FUN_003646-T1										
N10.HOG0013094	OG0010149	n0		FUN_004063-T1	FUN_003645-T1										
N10.HOG0013095	OG0010150	n0		FUN_004061-T1	FUN_003644-T1										
N10.HOG0013096	OG0010151	n0		FUN_004060-T1	FUN_003643-T1										
N10.HOG0013097	OG0010152	n0		FUN_004057-T1	FUN_003637-T1										
N10.HOG0013098	OG0010153	n0		FUN_004054-T1	FUN_003635-T1										
N10.HOG0013099	OG0010154	n0		FUN_004053-T1	FUN_003634-T1										
N10.HOG0013100	OG0010155	n0		FUN_004052-T1	FUN_003633-T1										
N10.HOG0013101	OG0010156	n0		FUN_010439-T1	FUN_009398-T1										
N10.HOG0013102	OG0010157	n0		FUN_010440-T3	FUN_009399-T1, FUN_26745-T1										
N10.HOG0013103	OG0010158	n0		FUN_010442-T1	FUN_009402-T1										
N10.HOG0013104	OG0010159	n0		FUN_010443-T1	FUN_009403-T1										
N10.HOG0013105	OG0010160	n0		FUN_010445-T1	FUN_009406-T1										
N10.HOG0013106	OG0010161	n0		FUN_010446-T1	FUN_009407-T1										
N10.HOG0013107	OG0010162	n0		FUN_010447-T1	FUN_009408-T1										
N10.HOG0013108	OG0010163	n0		FUN_010449-T1	FUN_009409-T2										
N10.HOG0013109	OG0010164	n0		FUN_010452-T1	FUN_009413-T1										
N10.HOG0013110	OG0010165	n0		FUN_010455-T1	FUN_009417-T1										
N10.HOG0013111	OG0010166	n0		FUN_010456-T1	FUN_009418-T1										
N10.HOG0013112	OG0010167	n0		FUN_010459-T1	FUN_009423-T1										
N10.HOG0013113	OG0010168	n0		FUN_010460-T1	FUN_009425-T1										
N10.HOG0013114	OG0010169	n0		FUN_010464-T1	FUN_009426-T1										
N10.HOG0013115	OG0010170	n0		FUN_014925-T1	FUN_013653-T1										
N10.HOG0013116	OG0010171	n0		FUN_014915-T1	FUN_013644-T1										
N10.HOG0013117	OG0010172	n0		FUN_014914-T1	FUN_013643-T1										
N10.HOG0013118	OG0010173	n0		FUN_014911-T1	FUN_013640-T1										
N10.HOG0013119	OG0010174	n0		FUN_028348-T1	FUN_024959-T1										
N10.HOG0013120	OG0010175	n0		FUN_028344-T1	FUN_024954-T1										
N10.HOG0013121	OG0010176	n0		FUN_008774-T1	FUN_007815-T1										
N10.HOG0013122	OG0010177	n0		FUN_008771-T5	FUN_007812-T1										
N10.HOG0013123	OG0010178	n0		FUN_008769-T1	FUN_007810-T1										
N10.HOG0013124	OG0010179	n0		FUN_023580-T1	FUN_021232-T1										
N10.HOG0013125	OG0010180	n0		FUN_023582-T1	FUN_021230-T1										
N10.HOG0013126	OG0010181	n0		FUN_023589-T1	FUN_021223-T1										
N10.HOG0013127	OG0010182	n0		FUN_023595-T1	FUN_021218-T1										
N10.HOG0013128	OG0010183	n0		FUN_023596-T1	FUN_021217-T1										
N10.HOG0013129	OG0010184	n0		FUN_023598-T1	FUN_021215-T1										
N10.HOG0013130	OG0010185	n0		FUN_023599-T1	FUN_021214-T1										
N10.HOG0013131	OG0010186	n0		FUN_023600-T1	FUN_021213-T1										
N10.HOG0013132	OG0010187	n0		FUN_023603-T1	FUN_021210-T1										
N10.HOG0013133	OG0010188	n0		FUN_023609-T1	FUN_021203-T1										
N10.HOG0013134	OG0010189	n0		FUN_023610-T1	FUN_021202-T1										
N10.HOG0013135	OG0010190	n0		FUN_023611-T1	FUN_021201-T1										
N10.HOG0013136	OG0010191	n0		FUN_023613-T1	FUN_021199-T1										
N10.HOG0013137	OG0010192	n0		FUN_023614-T1	FUN_021198-T1										
N10.HOG0013138	OG0010193	n0		FUN_023615-T1	FUN_021197-T1										
N10.HOG0013139	OG0010194	n0		FUN_023619-T1	FUN_021193-T1										
N10.HOG0013140	OG0010195	n0		FUN_023620-T1	FUN_021192-T1										
N10.HOG0013141	OG0010196	n0		FUN_023621-T1	FUN_021191-T1										
N10.HOG0013142	OG0010197	n0		FUN_023630-T1	FUN_021178-T1										
N10.HOG0013143	OG0010198	n0		FUN_023631-T1	FUN_021177-T1										
N10.HOG0013144	OG0010199	n0		FUN_023633-T1	FUN_021175-T1										
N10.HOG0013145	OG0010200	n0		FUN_023634-T1	FUN_021174-T1										
N10.HOG0013146	OG0010201	n0		FUN_023635-T1	FUN_021173-T1										
N10.HOG0013147	OG0010202	n0		FUN_023637-T1	FUN_021171-T2										
N10.HOG0013148	OG0010203	n0		FUN_023640-T1	FUN_021169-T1										
N10.HOG0013149	OG0010204	n0		FUN_023644-T1	FUN_27255-T1, FUN_021165-T2										
N10.HOG0013150	OG0010205	n0		FUN_023647-T1	FUN_021162-T1										
N10.HOG0013151	OG0010206	n0		FUN_023651-T1	FUN_021159-T1										
N10.HOG0013152	OG0010207	n0		FUN_023652-T1	FUN_021158-T1										
N10.HOG0013153	OG0010208	n0		FUN_023653-T1	FUN_021157-T1										
N10.HOG0013154	OG0010209	n0		FUN_026448-T2	FUN_024544-T1										
N10.HOG0013155	OG0010210	n0		FUN_025165-T2	FUN_023089-T1										
N10.HOG0013156	OG0010211	n0		FUN_009996-T1	FUN_008894-T1										
N10.HOG0013157	OG0010212	n0		FUN_009992-T1	FUN_008891-T1										
N10.HOG0013158	OG0010213	n0		FUN_009990-T1	FUN_008890-T1										
N10.HOG0013159	OG0010214	n0		FUN_007702-T1	FUN_006737-T1										
N10.HOG0013160	OG0010215	n0		FUN_007701-T1	FUN_006736-T1										
N10.HOG0013161	OG0010216	n0		FUN_007700-T1	FUN_006735-T1										
N10.HOG0013162	OG0010217	n0		FUN_007699-T1	FUN_006734-T1										
N10.HOG0013163	OG0010218	n0		FUN_007698-T1	FUN_006733-T1										
N10.HOG0013164	OG0010219	n0		FUN_007697-T1	FUN_006731-T1										
N10.HOG0013165	OG0010220	n0		FUN_007694-T1	FUN_006730-T1										
N10.HOG0013166	OG0010221	n0		FUN_007693-T1	FUN_006729-T1										
N10.HOG0013167	OG0010222	n0		FUN_007692-T1	FUN_006728-T1										
N10.HOG0013168	OG0010223	n0		FUN_007691-T1	FUN_006727-T1										
N10.HOG0013169	OG0010224	n0		FUN_007690-T1	FUN_006726-T1										
N10.HOG0013170	OG0010225	n0		FUN_007688-T1	FUN_006723-T1										
N10.HOG0013171	OG0010226	n0		FUN_016061-T1	FUN_015983-T1, FUN_015984-T1										
N10.HOG0013172	OG0010227	n0		FUN_016063-T1	FUN_015985-T1, FUN_015982-T1										
N10.HOG0013173	OG0010228	n0		FUN_016070-T1	FUN_015974-T1										
N10.HOG0013174	OG0010229	n0		FUN_016081-T1	FUN_015962-T1										
N10.HOG0013175	OG0010230	n0		FUN_003892-T1	FUN_003482-T1										
N10.HOG0013176	OG0010231	n0		FUN_003889-T1	FUN_003479-T1										
N10.HOG0013177	OG0010232	n0		FUN_016325-T1	FUN_015777-T1										
N10.HOG0013178	OG0010233	n0		FUN_016322-T1	FUN_015780-T1										
N10.HOG0013179	OG0010234	n0		FUN_016321-T1	FUN_015781-T1										
N10.HOG0013180	OG0010235	n0		FUN_016320-T1	FUN_015783-T1										
N10.HOG0013181	OG0010236	n0		FUN_016318-T1	FUN_015786-T1										
N10.HOG0013182	OG0010237	n0		FUN_016317-T1	FUN_015787-T1										
N10.HOG0013183	OG0010238	n0		FUN_016316-T1	FUN_015788-T1										
N10.HOG0013184	OG0010239	n0		FUN_016315-T2	FUN_015789-T1										
N10.HOG0013185	OG0010240	n0		FUN_016314-T1	FUN_015790-T1										
N10.HOG0013186	OG0010241	n0		FUN_016311-T1	FUN_015793-T2										
N10.HOG0013187	OG0010242	n0		FUN_018051-T1	FUN_016591-T1										
N10.HOG0013188	OG0010243	n0		FUN_015422-T1	FUN_014159-T1										
N10.HOG0013189	OG0010244	n0		FUN_015421-T1	FUN_014158-T1										
N10.HOG0013190	OG0010245	n0		FUN_30919-T1	FUN_26972-T1										
N10.HOG0013191	OG0010246	n0		FUN_015420-T1	FUN_014157-T1										
N10.HOG0013192	OG0010247	n0		FUN_015418-T1	FUN_014156-T1										
N10.HOG0013193	OG0010248	n0		FUN_015417-T1	FUN_014155-T1										
N10.HOG0013194	OG0010249	n0		FUN_015416-T1	FUN_014154-T1										
N10.HOG0013195	OG0010250	n0		FUN_015413-T1	FUN_014152-T1										
N10.HOG0013196	OG0010251	n0		FUN_015409-T1	FUN_014148-T1										
N10.HOG0013197	OG0010252	n0		FUN_015407-T1	FUN_014146-T1										
N10.HOG0013198	OG0010253	n0		FUN_015406-T1	FUN_014145-T1										
N10.HOG0013199	OG0010254	n0		FUN_015405-T1	FUN_014144-T1										
N10.HOG0013200	OG0010255	n0		FUN_015404-T1	FUN_014143-T1										
N10.HOG0013201	OG0010256	n0		FUN_015401-T1	FUN_014141-T1										
N10.HOG0013202	OG0010257	n0		FUN_015400-T1	FUN_014140-T1										
N10.HOG0013203	OG0010258	n0		FUN_015398-T1	FUN_014138-T1										
N10.HOG0013204	OG0010259	n0		FUN_015397-T1	FUN_014137-T1										
N10.HOG0013205	OG0010260	n0		FUN_015396-T1	FUN_014136-T1										
N10.HOG0013206	OG0010261	n0		FUN_015395-T1	FUN_014135-T1										
N10.HOG0013207	OG0010262	n0		FUN_009857-T1	FUN_008795-T1										
N10.HOG0013208	OG0010263	n0		FUN_009858-T1	FUN_008796-T1										
N10.HOG0013209	OG0010264	n0		FUN_003234-T2	FUN_002982-T1										
N10.HOG0013210	OG0010265	n0		FUN_003236-T1	FUN_002984-T1										
N10.HOG0013211	OG0010266	n0		FUN_003243-T1	FUN_002988-T1										
N10.HOG0013212	OG0010267	n0		FUN_003244-T1	FUN_002989-T1										
N10.HOG0013213	OG0010268	n0		FUN_001967-T1	FUN_001845-T1										
N10.HOG0013214	OG0010269	n0		FUN_001965-T1	FUN_001843-T1										
N10.HOG0013215	OG0010270	n0		FUN_001964-T1	FUN_001842-T1										
N10.HOG0013216	OG0010271	n0		FUN_001961-T1	FUN_001839-T1										
N10.HOG0013217	OG0010272	n0		FUN_001960-T1	FUN_001837-T1										
N10.HOG0013218	OG0010273	n0		FUN_001956-T1	FUN_001833-T1										
N10.HOG0013219	OG0010274	n0		FUN_001955-T1	FUN_001832-T1										
N10.HOG0013220	OG0010275	n0		FUN_001950-T1	FUN_001828-T1										
N10.HOG0013221	OG0010276	n0		FUN_001949-T1	FUN_001826-T1										
N10.HOG0013222	OG0010277	n0		FUN_001948-T1	FUN_001825-T1										
N10.HOG0013223	OG0010278	n0		FUN_001945-T1	FUN_001820-T1										
N10.HOG0013224	OG0010279	n0		FUN_001931-T1	FUN_001809-T1										
N10.HOG0013225	OG0010280	n0		FUN_001930-T1	FUN_001808-T1										
N10.HOG0013226	OG0010281	n0		FUN_001929-T3	FUN_001807-T1										
N10.HOG0013227	OG0010282	n0		FUN_001928-T1	FUN_26314-T1										
N10.HOG0013228	OG0010283	n0		FUN_001927-T1	FUN_001806-T1										
N10.HOG0013229	OG0010284	n0		FUN_001925-T1	FUN_001804-T1										
N10.HOG0013230	OG0010285	n0		FUN_001920-T1	FUN_001794-T1										
N10.HOG0013231	OG0010286	n0		FUN_001918-T1	FUN_001792-T1										
N10.HOG0013232	OG0010287	n0		FUN_001917-T2	FUN_001791-T1										
N10.HOG0013233	OG0010288	n0		FUN_001916-T1	FUN_001790-T1										
N10.HOG0013234	OG0010289	n0		FUN_001913-T1	FUN_001789-T1										
N10.HOG0013235	OG0010290	n0		FUN_001910-T1	FUN_001786-T1										
N10.HOG0013236	OG0010291	n0		FUN_001908-T1	FUN_001783-T1										
N10.HOG0013237	OG0010292	n0		FUN_001907-T1	FUN_001782-T1										
N10.HOG0013238	OG0010293	n0		FUN_001906-T2	FUN_001781-T1										
N10.HOG0013239	OG0010294	n0		FUN_001905-T2	FUN_001780-T2										
N10.HOG0013240	OG0010295	n0		FUN_001903-T1	FUN_001777-T1										
N10.HOG0013241	OG0010296	n0		FUN_001902-T1	FUN_001776-T1										
N10.HOG0013242	OG0010297	n0		FUN_001901-T1	FUN_001775-T1										
N10.HOG0013243	OG0010298	n0		FUN_001900-T1	FUN_001774-T1										
N10.HOG0013244	OG0010299	n0		FUN_001898-T1											
N10.HOG0013245	OG0010300	n0		FUN_001897-T1	FUN_001772-T1										
N10.HOG0013246	OG0010301	n0		FUN_001895-T1	FUN_001769-T1										
N10.HOG0013247	OG0010302	n0		FUN_001894-T1	FUN_001768-T1										
N10.HOG0013248	OG0010303	n0		FUN_001892-T1	FUN_001766-T1										
N10.HOG0013249	OG0010304	n0		FUN_014803-T1	FUN_013534-T1										
N10.HOG0013250	OG0010305	n0		FUN_014804-T1	FUN_013535-T1										
N10.HOG0013251	OG0010306	n0		FUN_014810-T2	FUN_013541-T1										
N10.HOG0013252	OG0010307	n0		FUN_014811-T1	FUN_013542-T1										
N10.HOG0013253	OG0010308	n0		FUN_014812-T1	FUN_013543-T1										
N10.HOG0013254	OG0010309	n0		FUN_014816-T1	FUN_013547-T1										
N10.HOG0013255	OG0010310	n0		FUN_014818-T1	FUN_013550-T1										
N10.HOG0013256	OG0010311	n0		FUN_014823-T1	FUN_013555-T1										
N10.HOG0013257	OG0010312	n0		FUN_014824-T1	FUN_013556-T1										
N10.HOG0013258	OG0010313	n0		FUN_014831-T1	FUN_013563-T1										
N10.HOG0013259	OG0010314	n0		FUN_003189-T1	FUN_002944-T1										
N10.HOG0013260	OG0010315	n0		FUN_003190-T1	FUN_002945-T1										
N10.HOG0013261	OG0010316	n0		FUN_003191-T1	FUN_002946-T1										
N10.HOG0013262	OG0010317	n0		FUN_014334-T1	FUN_013113-T1										
N10.HOG0013263	OG0010318	n0		FUN_014333-T1	FUN_013112-T1										
N10.HOG0013264	OG0010319	n0		FUN_014330-T1	FUN_013110-T1										
N10.HOG0013265	OG0010320	n0		FUN_014327-T1	FUN_013106-T1										
N10.HOG0013266	OG0010321	n0		FUN_014326-T1	FUN_013105-T1										
N10.HOG0013267	OG0010322	n0		FUN_014324-T1	FUN_013103-T1										
N10.HOG0013268	OG0010323	n0		FUN_014375-T1	FUN_013153-T1										
N10.HOG0013269	OG0010324	n0		FUN_014376-T1	FUN_013155-T1										
N10.HOG0013270	OG0010325	n0		FUN_014378-T1	FUN_013157-T1										
N10.HOG0013271	OG0010326	n0		FUN_014379-T1	FUN_013159-T1										
N10.HOG0013272	OG0010327	n0		FUN_014381-T1	FUN_013160-T1										
N10.HOG0013273	OG0010328	n0		FUN_014382-T1	FUN_013161-T1										
N10.HOG0013274	OG0010329	n0		FUN_014383-T1	FUN_013162-T1										
N10.HOG0013275	OG0010330	n0		FUN_014386-T1	FUN_013166-T1										
N10.HOG0013276	OG0010331	n0		FUN_014387-T1	FUN_013167-T1										
N10.HOG0013277	OG0010332	n0		FUN_014393-T1	FUN_013172-T1										
N10.HOG0013278	OG0010333	n0		FUN_011210-T1	FUN_010134-T1										
N10.HOG0013279	OG0010334	n0		FUN_011209-T1	FUN_010133-T1										
N10.HOG0013280	OG0010335	n0		FUN_011208-T1	FUN_010132-T1										
N10.HOG0013281	OG0010336	n0		FUN_011201-T2	FUN_010124-T1										
N10.HOG0013282	OG0010337	n0		FUN_011184-T1	FUN_010115-T1										
N10.HOG0013283	OG0010338	n0		FUN_011183-T1	FUN_010114-T1										
N10.HOG0013284	OG0010339	n0		FUN_011180-T1	FUN_010111-T1										
N10.HOG0013285	OG0010340	n0		FUN_025335-T1	FUN_023256-T1										
N10.HOG0013286	OG0010341	n0		FUN_025336-T1	FUN_023257-T1										
N10.HOG0013287	OG0010342	n0		FUN_025337-T1	FUN_023259-T1										
N10.HOG0013288	OG0010343	n0		FUN_025346-T1	FUN_023268-T1										
N10.HOG0013289	OG0010344	n0		FUN_025353-T1	FUN_023275-T1										
N10.HOG0013290	OG0010345	n0		FUN_025351-T1	FUN_023273-T1										
N10.HOG0013291	OG0010346	n0		FUN_025358-T1	FUN_023280-T1										
N10.HOG0013292	OG0010347	n0		FUN_025365-T1	FUN_023287-T1										
N10.HOG0013293	OG0010348	n0		FUN_025372-T1	FUN_023294-T1										
N10.HOG0013294	OG0010349	n0		FUN_025374-T1	FUN_023295-T1										
N10.HOG0013295	OG0010350	n0		FUN_025376-T1	FUN_023297-T1										
N10.HOG0013296	OG0010351	n0		FUN_025378-T1	FUN_023299-T2										
N10.HOG0013297	OG0010352	n0			FUN_023302-T1										
N10.HOG0013298	OG0010353	n0		FUN_025382-T1	FUN_023303-T1										
N10.HOG0013299	OG0010354	n0		FUN_025432-T1	FUN_023342-T1										
N10.HOG0013300	OG0010355	n0		FUN_025437-T1	FUN_023347-T1										
N10.HOG0013301	OG0010356	n0		FUN_025444-T1	FUN_023353-T1										
N10.HOG0013302	OG0010357	n0		FUN_025451-T1	FUN_023360-T1										
N10.HOG0013303	OG0010358	n0		FUN_025453-T1	FUN_023362-T1										
N10.HOG0013304	OG0010359	n0		FUN_025456-T1	FUN_023364-T1										
N10.HOG0013305	OG0010360	n0		FUN_025457-T1	FUN_023366-T1										
N10.HOG0013306	OG0010361	n0		FUN_025459-T1	FUN_023368-T1										
N10.HOG0013307	OG0010362	n0		FUN_025461-T1	FUN_023370-T1										
N10.HOG0013308	OG0010363	n0		FUN_025465-T1	FUN_023376-T1										
N10.HOG0013309	OG0010364	n0		FUN_025466-T1	FUN_023377-T1										
N10.HOG0013310	OG0010365	n0		FUN_025472-T1	FUN_023384-T1										
N10.HOG0013311	OG0010366	n0		FUN_025473-T1	FUN_023386-T1										
N10.HOG0013312	OG0010367	n0		FUN_025479-T1	FUN_023392-T1										
N10.HOG0013313	OG0010368	n0		FUN_025480-T1	FUN_023393-T1										
N10.HOG0013314	OG0010369	n0		FUN_025484-T1	FUN_023396-T1										
N10.HOG0013315	OG0010370	n0		FUN_025485-T1	FUN_023397-T2										
N10.HOG0013316	OG0010371	n0		FUN_025486-T1	FUN_023398-T1										
N10.HOG0013317	OG0010372	n0		FUN_025493-T1	FUN_023404-T1										
N10.HOG0013318	OG0010373	n0		FUN_025497-T1	FUN_023408-T1										
