HOG	OG	Gene Tree Parent Clade	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
N4.HOG0010190	OG0008864	n0									rna-XM_034433150.1				rna-XM_032217218.1
N4.HOG0010191	OG0008865	n0									rna-XM_034433145.1				rna-XM_032218939.1
N4.HOG0010192	OG0008866	n0									rna-XM_034433144.1				rna-XM_032218472.1
N4.HOG0010193	OG0008867	n0									rna-XM_034433143.1				rna-XM_032217341.1
N4.HOG0010194	OG0008868	n0									rna-XM_034433136.1				rna-XM_032218105.1
N4.HOG0010195	OG0008869	n0									rna-XM_034425422.1				rna-XM_032210526.1
N4.HOG0010196	OG0008870	n0									rna-XM_034408107.1				rna-XM_032224257.1
N4.HOG0010197	OG0008871	n0									rna-XM_034442153.1				rna-XM_032223554.1
N4.HOG0010198	OG0008872	n0									rna-XM_034442154.1				rna-XM_032224341.1
N4.HOG0010199	OG0008873	n0									rna-XM_034442160.1				rna-XM_032224342.1
N4.HOG0010200	OG0008874	n0									rna-XM_034442161.1				rna-XM_032224347.1
N4.HOG0010201	OG0008875	n0									rna-XM_034442166.1				rna-XM_032223810.1
N4.HOG0010202	OG0008876	n0									rna-XM_034442169.1				rna-XM_032224571.1
N4.HOG0010203	OG0008877	n0									rna-XM_034442172.1				rna-XM_032224174.1
N4.HOG0010204	OG0008878	n0									rna-XM_034442178.1				rna-XM_032223878.1
N4.HOG0010205	OG0008879	n0									rna-XM_034432948.1				rna-XM_032222888.1
N4.HOG0010206	OG0008880	n0									rna-XM_034432951.1				rna-XM_032223146.1
N4.HOG0010207	OG0008881	n0									rna-XM_034420953.1				rna-XM_032216756.1
N4.HOG0010208	OG0008882	n0									rna-XM_034420951.1				rna-XM_032216507.1
N4.HOG0010209	OG0008883	n0									rna-XM_034420950.1				rna-XM_032214884.1
N4.HOG0010210	OG0008884	n0									rna-XM_034420948.1				rna-XM_032216110.1
N4.HOG0010211	OG0008885	n0									rna-XM_034420939.1				rna-XM_032217168.1
N4.HOG0010212	OG0008886	n0									rna-XM_034420931.1				rna-XM_032216328.1
N4.HOG0010213	OG0008887	n0									rna-XM_034420930.1				rna-XM_032215055.1
N4.HOG0010214	OG0008888	n0									rna-XM_034420929.1				rna-XM_032216898.1
N4.HOG0010215	OG0008889	n0									rna-XM_034420928.1				rna-XM_032217180.1
N4.HOG0010216	OG0008890	n0									rna-XM_034421374.1				rna-XM_032216402.1
N4.HOG0010217	OG0008891	n0									rna-XM_034404756.1				rna-XM_032215624.1
N4.HOG0010218	OG0008892	n0									rna-XM_034421373.1				rna-XM_032215622.1
N4.HOG0010219	OG0008893	n0									rna-XM_034420914.1				rna-XM_032216115.1
N4.HOG0010220	OG0008894	n0									rna-XM_034420926.1				rna-XM_032216366.1
N4.HOG0010221	OG0008895	n0									rna-XM_034421344.1				rna-XM_032216691.1
N4.HOG0010222	OG0008896	n0									rna-XM_034420911.1				rna-XM_032216196.1
N4.HOG0010223	OG0008897	n0									rna-XM_034420909.1				rna-XM_032216117.1
N4.HOG0010224	OG0008898	n0									rna-XM_034420908.1				rna-XM_032214867.1
N4.HOG0010225	OG0008899	n0													rna-XM_032216359.1
N4.HOG0010226	OG0008900	n0									rna-XM_034420903.1				rna-XM_032216613.1
N4.HOG0010227	OG0008901	n0									rna-XM_034420901.1				rna-XM_032215698.1
N4.HOG0010228	OG0008902	n0									rna-XM_034420902.1				rna-XM_032215699.1
N4.HOG0010229	OG0008903	n0									rna-XM_034420897.1				rna-XM_032216515.1
N4.HOG0010230	OG0008904	n0									rna-XM_034416865.1				rna-XM_032225986.1
N4.HOG0010231	OG0008905	n0									rna-XM_034416864.1				rna-XM_032221838.1
N4.HOG0010232	OG0008906	n0									rna-XM_034416863.1				rna-XM_032212797.1
N4.HOG0010233	OG0008907	n0									rna-XM_034413000.1				rna-XM_032209291.1
N4.HOG0010234	OG0008908	n0									rna-XM_034412999.1				rna-XM_032210968.1
N4.HOG0010235	OG0008909	n0									rna-XM_034413012.1				rna-XM_032211894.1
N4.HOG0010236	OG0008910	n0									rna-XM_034413016.1				rna-XM_032210476.1
N4.HOG0010237	OG0008911	n0									rna-XM_034413018.1				rna-XM_032211228.1
N4.HOG0010238	OG0008912	n0									rna-XM_034413023.1				rna-XM_032211227.1
N4.HOG0010239	OG0008913	n0									rna-XM_034413051.1				rna-XM_032211232.1
N4.HOG0010240	OG0008914	n0									rna-XM_034413064.1				rna-XM_032239007.1
N4.HOG0010241	OG0008915	n0									rna-XM_034413065.1				rna-XM_032239008.1
N4.HOG0010242	OG0008916	n0									rna-XM_034413027.1				rna-XM_032210980.1
N4.HOG0010243	OG0008917	n0									rna-XM_034408720.1				rna-XM_032209586.1
N4.HOG0010244	OG0008918	n0									rna-XM_034408718.1				rna-XM_032210029.1
N4.HOG0010245	OG0008919	n0									rna-XM_034408708.1				rna-XM_032239009.1
N4.HOG0010246	OG0008920	n0									rna-XM_034408707.1				rna-XM_032211854.1
N4.HOG0010247	OG0008921	n0									rna-XM_034408704.1				rna-XM_032212087.1
N4.HOG0010248	OG0008922	n0									rna-XM_034408700.1				rna-XM_032208526.1
N4.HOG0010249	OG0008923	n0									rna-XM_034408701.1				rna-XM_032211760.1
N4.HOG0010250	OG0008924	n0									rna-XM_034436290.1				rna-XM_032211211.1
N4.HOG0010251	OG0008925	n0									rna-XM_034408699.1				rna-XM_032210836.1
N4.HOG0010252	OG0008926	n0									rna-XM_034408698.1				rna-XM_032210661.1
N4.HOG0010253	OG0008927	n0									rna-XM_034408697.1				rna-XM_032210662.1
N4.HOG0010254	OG0008928	n0									rna-XM_034408696.1, rna-XM_034436277.1				
N4.HOG0010255	OG0008929	n0									rna-XM_034408694.1				rna-XM_032209514.1
N4.HOG0010256	OG0008930	n0									rna-XM_034408693.1				rna-XM_032209511.1
N4.HOG0010257	OG0008931	n0									rna-XM_034408688.1				rna-XM_032209508.1
N4.HOG0010258	OG0008932	n0									rna-XM_034408689.1				rna-XM_032209510.1
N4.HOG0010259	OG0008933	n0									rna-XM_034408686.1				rna-XM_032211432.1
N4.HOG0010260	OG0008934	n0									rna-XM_034408687.1				rna-XM_032211430.1
N4.HOG0010261	OG0008935	n0									rna-XM_034408682.1				rna-XM_032209442.1
N4.HOG0010262	OG0008936	n0									rna-XM_034408683.1				rna-XM_032209450.1
N4.HOG0010263	OG0008937	n0									rna-XM_034408674.1				rna-XM_032209453.1
N4.HOG0010264	OG0008938	n0									rna-XM_034408673.1				rna-XM_032209448.1
N4.HOG0010265	OG0008939	n0									rna-XM_034408672.1				rna-XM_032209449.1
N4.HOG0010266	OG0008940	n0									rna-XM_034408667.1				rna-XM_032209430.1
N4.HOG0010267	OG0008941	n0									rna-XM_034408753.1				rna-XM_032209454.1
N4.HOG0010268	OG0008942	n0									rna-XM_034408662.1				rna-XM_032209443.1
N4.HOG0010269	OG0008943	n0									rna-XM_034416881.1				rna-XM_032221919.1
N4.HOG0010270	OG0008944	n0									rna-XM_034418612.1				rna-XM_032231439.1
N4.HOG0010271	OG0008945	n0									rna-XM_034416882.1				rna-XM_032227255.1
N4.HOG0010272	OG0008946	n0									rna-XM_034416883.1				rna-XM_032212822.1
N4.HOG0010273	OG0008947	n0									rna-XM_034416884.1				rna-XM_032210644.1
N4.HOG0010274	OG0008948	n0									rna-XM_034416895.1				rna-XM_032221979.1
N4.HOG0010275	OG0008949	n0									rna-XM_034416899.1				rna-XM_032230322.1
N4.HOG0010276	OG0008950	n0									rna-XM_034418627.1				rna-XM_032212845.1
N4.HOG0010277	OG0008951	n0									rna-XM_034416906.1				rna-XM_032222083.1
N4.HOG0010278	OG0008952	n0									rna-XM_034416912.1				rna-XM_032224301.1
N4.HOG0010279	OG0008953	n0									rna-XM_034416916.1				rna-XM_032224431.1
N4.HOG0010280	OG0008954	n0									rna-XM_034416914.1				rna-XM_032222147.1
N4.HOG0010281	OG0008955	n0									rna-XM_034416927.1				rna-XM_032232931.1
N4.HOG0010282	OG0008956	n0									rna-XM_034416928.1				rna-XM_032237405.1
N4.HOG0010283	OG0008957	n0									rna-XM_034416929.1				rna-XM_032224380.1
N4.HOG0010284	OG0008958	n0									rna-XM_034416934.1				rna-XM_032222264.1
N4.HOG0010285	OG0008959	n0									rna-XM_034416937.1				rna-XM_032222295.1
N4.HOG0010286	OG0008960	n0									rna-XM_034416938.1				rna-XM_032222322.1
N4.HOG0010287	OG0008961	n0									rna-XM_034416942.1				rna-XM_032222331.1
N4.HOG0010288	OG0008962	n0									rna-XM_034416948.1				rna-XM_032223439.1
N4.HOG0010289	OG0008963	n0									rna-XM_034416954.1				rna-XM_032232175.1
N4.HOG0010290	OG0008964	n0									rna-XM_034416949.1				rna-XM_032229700.1
N4.HOG0010291	OG0008965	n0									rna-XM_034416956.1				rna-XM_032230547.1
N4.HOG0010292	OG0008966	n0									rna-XM_034412649.1				rna-XM_032211509.1
N4.HOG0010293	OG0008967	n0									rna-XM_034412648.1				rna-XM_032208738.1
N4.HOG0010294	OG0008968	n0									rna-XM_034412642.1				rna-XM_032212401.1
N4.HOG0010295	OG0008969	n0									rna-XM_034412640.1				rna-XM_032210946.1
N4.HOG0010296	OG0008970	n0									rna-XM_034412637.1				rna-XM_032211307.1
N4.HOG0010297	OG0008971	n0									rna-XM_034412623.1				rna-XM_032211497.1
N4.HOG0010298	OG0008972	n0									rna-XM_034412622.1				rna-XM_032209654.1
N4.HOG0010299	OG0008973	n0									rna-XM_034412618.1				rna-XM_032209656.1
N4.HOG0010300	OG0008974	n0									rna-XM_034413043.1				rna-XM_032212122.1
N4.HOG0010301	OG0008975	n0									rna-XM_034412616.1				rna-XM_032210528.1
N4.HOG0010302	OG0008976	n0									rna-XM_034412610.1				rna-XM_032209498.1
N4.HOG0010303	OG0008977	n0									rna-XM_034412597.1				rna-XM_032209503.1
N4.HOG0010304	OG0008978	n0									rna-XM_034412589.1				rna-XM_032210004.1
N4.HOG0010305	OG0008979	n0									rna-XM_034412595.1				rna-XM_032211504.1
N4.HOG0010306	OG0008980	n0									rna-XM_034412594.1				rna-XM_032212070.1
N4.HOG0010307	OG0008981	n0									rna-XM_034412583.1				rna-XM_032212283.1
N4.HOG0010308	OG0008982	n0									rna-XM_034412325.1				rna-XM_032211484.1
N4.HOG0010309	OG0008983	n0									rna-XM_034413037.1				rna-XM_032210678.1
N4.HOG0010310	OG0008984	n0									rna-XM_034412335.1				rna-XM_032208858.1
N4.HOG0010311	OG0008985	n0									rna-XM_034412348.1				rna-XM_032210455.1
N4.HOG0010312	OG0008986	n0									rna-XM_034412349.1				rna-XM_032211376.1
N4.HOG0010313	OG0008987	n0									rna-XM_034412353.1				rna-XM_032211644.1
N4.HOG0010314	OG0008988	n0									rna-XM_034440931.1				rna-XM_032214331.1
N4.HOG0010315	OG0008989	n0									rna-XM_034440930.1				rna-XM_032213431.1
N4.HOG0010316	OG0008990	n0									rna-XM_034440927.1				rna-XM_032212602.1
N4.HOG0010317	OG0008991	n0									rna-XM_034440904.1				rna-XM_032213752.1
N4.HOG0010318	OG0008992	n0									rna-XM_034440921.1				rna-XM_032214220.1
N4.HOG0010319	OG0008993	n0									rna-XM_034440894.1				rna-XM_032214432.1
N4.HOG0010320	OG0008994	n0									rna-XM_034440890.1				rna-XM_032213782.1
N4.HOG0010321	OG0008995	n0									rna-XM_034440880.1				rna-XM_032214729.1
N4.HOG0010322	OG0008996	n0									rna-XM_034440878.1				rna-XM_032214727.1
N4.HOG0010323	OG0008997	n0									rna-XM_034440877.1				rna-XM_032213760.1
N4.HOG0010324	OG0008998	n0									rna-XM_034440750.1				rna-XM_032212626.1
N4.HOG0010325	OG0008999	n0									rna-XM_034440749.1				rna-XM_032213880.1
N4.HOG0010326	OG0009000	n0									rna-XM_034440875.1				rna-XM_032214015.1
N4.HOG0010327	OG0009001	n0									rna-XM_034440872.1				rna-XM_032214033.1
N4.HOG0010328	OG0009002	n0									rna-XM_034440870.1				rna-XM_032214763.1
N4.HOG0010329	OG0009003	n0									rna-XM_034440865.1				rna-XM_032214133.1
N4.HOG0010330	OG0009004	n0									rna-XM_034440863.1				rna-XM_032214083.1
N4.HOG0010331	OG0009005	n0									rna-XM_034440859.1				rna-XM_032213536.1
N4.HOG0010332	OG0009006	n0									rna-XM_034440858.1				rna-XM_032213006.1
N4.HOG0010333	OG0009007	n0									rna-XM_034440857.1				rna-XM_032213008.1
N4.HOG0010334	OG0009008	n0									rna-XM_034435920.1				rna-XM_032220174.1
N4.HOG0010335	OG0009009	n0									rna-XM_034435925.1				rna-XM_032219424.1
N4.HOG0010336	OG0009010	n0									rna-XM_034435937.1				rna-XM_032219419.1
N4.HOG0010337	OG0009011	n0									rna-XM_034435936.1				rna-XM_032219418.1
N4.HOG0010338	OG0009012	n0									rna-XM_034420865.1				rna-XM_032220685.1
N4.HOG0010339	OG0009013	n0									rna-XM_034420889.1				rna-XM_032220690.1
N4.HOG0010340	OG0009014	n0									rna-XM_034420915.1				rna-XM_032221953.1
N4.HOG0010341	OG0009015	n0									rna-XM_034420935.1				rna-XM_032221697.1
N4.HOG0010342	OG0009016	n0									rna-XM_034414293.1				rna-XM_032217570.1
N4.HOG0010343	OG0009017	n0									rna-XM_034414296.1				rna-XM_032217571.1
N4.HOG0010344	OG0009018	n0									rna-XM_034414297.1				rna-XM_032218252.1
N4.HOG0010345	OG0009019	n0									rna-XM_034414299.1				rna-XM_032218366.1
N4.HOG0010346	OG0009020	n0									rna-XM_034436887.1				rna-XM_032228852.1
N4.HOG0010347	OG0009021	n0									rna-XM_034436880.1				rna-XM_032229178.1
N4.HOG0010348	OG0009022	n0									rna-XM_034436883.1				rna-XM_032229179.1
N4.HOG0010349	OG0009023	n0									rna-XM_034436876.1				rna-XM_032228885.1
N4.HOG0010350	OG0009024	n0									rna-XM_034436802.1				rna-XM_032228752.1
N4.HOG0010351	OG0009025	n0									rna-XM_034436874.1				rna-XM_032229903.1
N4.HOG0010352	OG0009026	n0									rna-XM_034436810.1				rna-XM_032228750.1
N4.HOG0010353	OG0009027	n0									rna-XM_034436869.1				rna-XM_032230119.1
N4.HOG0010354	OG0009028	n0									rna-XM_034436868.1				rna-XM_032229824.1
N4.HOG0010355	OG0009029	n0									rna-XM_034436866.1				rna-XM_032230103.1
N4.HOG0010356	OG0009030	n0									rna-XM_034436863.1				rna-XM_032229913.1
N4.HOG0010357	OG0009031	n0									rna-XM_034436860.1				rna-XM_032229277.1
N4.HOG0010358	OG0009032	n0									rna-XM_034436862.1				rna-XM_032229430.1
N4.HOG0010359	OG0009033	n0									rna-XM_034436861.1				rna-XM_032230054.1
N4.HOG0010360	OG0009034	n0									rna-XM_034412215.1				rna-XM_032209311.1
N4.HOG0010361	OG0009035	n0									rna-XM_034412216.1				rna-XM_032209364.1
N4.HOG0010362	OG0009036	n0									rna-XM_034412218.1				rna-XM_032209363.1
N4.HOG0010363	OG0009037	n0									rna-XM_034412221.1				rna-XM_032212109.1
N4.HOG0010364	OG0009038	n0									rna-XM_034412223.1				rna-XM_032212110.1
N4.HOG0010365	OG0009039	n0									rna-XM_034412226.1				rna-XM_032212112.1
N4.HOG0010366	OG0009040	n0									rna-XM_034412224.1				rna-XM_032211857.1
N4.HOG0010367	OG0009041	n0									rna-XM_034412233.1				rna-XM_032208499.1
N4.HOG0010368	OG0009042	n0									rna-XM_034412235.1				rna-XM_032211475.1
N4.HOG0010369	OG0009043	n0									rna-XM_034413053.1				rna-XM_032211461.1
N4.HOG0010370	OG0009044	n0									rna-XM_034413054.1				rna-XM_032211450.1
N4.HOG0010371	OG0009045	n0									rna-XM_034404866.1				rna-XM_032210792.1
N4.HOG0010372	OG0009046	n0									rna-XM_034413055.1				rna-XM_032210927.1
N4.HOG0010373	OG0009047	n0									rna-XM_034412244.1				rna-XM_032211443.1
N4.HOG0010374	OG0009048	n0									rna-XM_034412245.1				rna-XM_032211269.1
N4.HOG0010375	OG0009049	n0									rna-XM_034413035.1				rna-XM_032211428.1
N4.HOG0010376	OG0009050	n0									rna-XM_034412249.1				rna-XM_032211414.1
N4.HOG0010377	OG0009051	n0									rna-XM_034412250.1				rna-XM_032211410.1
N4.HOG0010378	OG0009052	n0									rna-XM_034412252.1				rna-XM_032211402.1
N4.HOG0010379	OG0009053	n0									rna-XM_034412251.1				rna-XM_032211908.1
N4.HOG0010380	OG0009054	n0									rna-XM_034412253.1				rna-XM_032211391.1
N4.HOG0010381	OG0009055	n0									rna-XM_034412256.1				rna-XM_032212116.1
N4.HOG0010382	OG0009056	n0									rna-XM_034412257.1				rna-XM_032238955.1
N4.HOG0010383	OG0009057	n0									rna-XM_034412278.1				rna-XM_032210209.1
N4.HOG0010384	OG0009058	n0									rna-XM_034412279.1				rna-XM_032209651.1
N4.HOG0010385	OG0009059	n0									rna-XM_034429090.1				rna-XM_032236521.1
N4.HOG0010386	OG0009060	n0									rna-XM_034429052.1				rna-XM_032215584.1
N4.HOG0010387	OG0009061	n0									rna-XM_034429041.1				rna-XM_032218919.1
N4.HOG0010388	OG0009062	n0									rna-XM_034402339.1				rna-XM_032238207.1
N4.HOG0010389	OG0009063	n0									rna-XM_034402351.1				rna-XM_032235757.1
N4.HOG0010390	OG0009064	n0									rna-XM_034402350.1				rna-XM_032235754.1
N4.HOG0010391	OG0009065	n0									rna-XM_034403328.1				rna-XM_032221346.1
N4.HOG0010392	OG0009066	n0									rna-XM_034402748.1				rna-XM_032220894.1
N4.HOG0010393	OG0009067	n0									rna-XM_034403284.1				rna-XM_032221176.1
N4.HOG0010394	OG0009068	n0									rna-XM_034402919.1				rna-XM_032221175.1
N4.HOG0010395	OG0009069	n0									rna-XM_034402889.1				rna-XM_032221977.1
N4.HOG0010396	OG0009070	n0									rna-XM_034402888.1				rna-XM_032221174.1
N4.HOG0010397	OG0009071	n0									rna-XM_034403673.1				rna-XM_032222119.1
N4.HOG0010398	OG0009072	n0									rna-XM_034403613.1				rna-XM_032221048.1
N4.HOG0010399	OG0009073	n0									rna-XM_034402807.1				rna-XM_032221044.1
N4.HOG0010400	OG0009074	n0									rna-XM_034403698.1				rna-XM_032221258.1
N4.HOG0010401	OG0009075	n0									rna-XM_034403697.1				rna-XM_032221255.1
N4.HOG0010402	OG0009076	n0									rna-XM_034403049.1				rna-XM_032221173.1
N4.HOG0010403	OG0009077	n0									rna-XM_034402881.1				rna-XM_032221557.1
N4.HOG0010404	OG0009078	n0									rna-XM_034402877.1				rna-XM_032221680.1
N4.HOG0010405	OG0009079	n0									rna-XM_034402883.1				rna-XM_032222192.1
N4.HOG0010406	OG0009080	n0									rna-XM_034434349.1				rna-XM_032210558.1
N4.HOG0010407	OG0009081	n0									rna-XM_034434337.1				rna-XM_032238972.1
N4.HOG0010408	OG0009082	n0									rna-XM_034423518.1				rna-XM_032234769.1
N4.HOG0010409	OG0009083	n0									rna-XM_034429189.1				rna-XM_032211665.1
N4.HOG0010410	OG0009084	n0									rna-XM_034415698.1				rna-XM_032235933.1
N4.HOG0010411	OG0009085	n0									rna-XM_034415699.1				rna-XM_032236972.1
N4.HOG0010412	OG0009086	n0									rna-XM_034415700.1				rna-XM_032235204.1
N4.HOG0010413	OG0009087	n0									rna-XM_034415702.1				rna-XM_032235203.1
N4.HOG0010414	OG0009088	n0									rna-XM_034415708.1				rna-XM_032237618.1
N4.HOG0010415	OG0009089	n0									rna-XM_034439176.1				rna-XM_032224770.1
N4.HOG0010416	OG0009090	n0									rna-XM_034439192.1				rna-XM_032226047.1
N4.HOG0010417	OG0009091	n0									rna-XM_034440306.1				rna-XM_032225691.1
N4.HOG0010418	OG0009092	n0									rna-XM_034439213.1				rna-XM_032225916.1
N4.HOG0010419	OG0009093	n0									rna-XM_034439215.1				rna-XM_032225902.1
N4.HOG0010420	OG0009094	n0									rna-XM_034439228.1				rna-XM_032225913.1
N4.HOG0010421	OG0009095	n0									rna-XM_034439223.1				rna-XM_032225566.1
N4.HOG0010422	OG0009096	n0									rna-XM_034440307.1				rna-XM_032225928.1
N4.HOG0010423	OG0009097	n0									rna-XM_034440308.1				rna-XM_032225686.1
N4.HOG0010424	OG0009098	n0									rna-XM_034439235.1				rna-XM_032225685.1
N4.HOG0010425	OG0009099	n0									rna-XM_034439241.1				rna-XM_032224794.1
N4.HOG0010426	OG0009100	n0									rna-XM_034439246.1				rna-XM_032225336.1
N4.HOG0010427	OG0009101	n0									rna-XM_034439256.1				rna-XM_032225008.1
N4.HOG0010428	OG0009102	n0									rna-XM_034439253.1				rna-XM_032225012.1
N4.HOG0010429	OG0009103	n0									rna-XM_034439249.1				rna-XM_032224879.1
N4.HOG0010430	OG0009104	n0									rna-XM_034439257.1				rna-XM_032226002.1
N4.HOG0010431	OG0009105	n0									rna-XM_034439260.1				rna-XM_032225344.1
N4.HOG0010432	OG0009106	n0									rna-XM_034439261.1				rna-XM_032225783.1
N4.HOG0010433	OG0009107	n0									rna-XM_034439267.1				rna-XM_032225465.1
N4.HOG0010434	OG0009108	n0									rna-XM_034439263.1				rna-XM_032225464.1
N4.HOG0010435	OG0009109	n0									rna-XM_034439270.1				rna-XM_032225143.1
N4.HOG0010436	OG0009110	n0									rna-XM_034439272.1				rna-XM_032225724.1
N4.HOG0010437	OG0009111	n0									rna-XM_034439274.1				rna-XM_032225684.1
N4.HOG0010438	OG0009112	n0									rna-XM_034437227.1				rna-XM_032218912.1
N4.HOG0010439	OG0009113	n0									rna-XM_034437234.1				rna-XM_032218913.1
N4.HOG0010440	OG0009114	n0									rna-XM_034437219.1				rna-XM_032218270.1
N4.HOG0010441	OG0009115	n0									rna-XM_034437233.1				rna-XM_032217206.1
N4.HOG0010442	OG0009116	n0									rna-XM_034437221.1				rna-XM_032217711.1
N4.HOG0010443	OG0009117	n0									rna-XM_034437215.1				rna-XM_032218372.1
N4.HOG0010444	OG0009118	n0									rna-XM_034437208.1				rna-XM_032218945.1
N4.HOG0010445	OG0009119	n0									rna-XM_034439046.1				rna-XM_032225867.1
N4.HOG0010446	OG0009120	n0									rna-XM_034439041.1				rna-XM_032225472.1
N4.HOG0010447	OG0009121	n0									rna-XM_034439039.1				rna-XM_032225704.1
N4.HOG0010448	OG0009122	n0									rna-XM_034439035.1				rna-XM_032224979.1
N4.HOG0010449	OG0009123	n0									rna-XM_034429365.1				rna-XM_032223482.1
N4.HOG0010450	OG0009124	n0									rna-XM_034429370.1				rna-XM_032223160.1
N4.HOG0010451	OG0009125	n0									rna-XM_034432848.1				rna-XM_032224678.1
N4.HOG0010452	OG0009126	n0									rna-XM_034435358.1				rna-XM_032227012.1
N4.HOG0010453	OG0009127	n0									rna-XM_034435243.1				rna-XM_032226653.1
N4.HOG0010454	OG0009128	n0													rna-XM_032226494.1
N4.HOG0010455	OG0009129	n0									rna-XM_034435169.1				rna-XM_032226492.1
N4.HOG0010456	OG0009130	n0									rna-XM_034435085.1				rna-XM_032226917.1
N4.HOG0010457	OG0009131	n0									rna-XM_034434957.1				rna-XM_032226915.1
N4.HOG0010458	OG0009132	n0									rna-XM_034434970.1				rna-XM_032226601.1
N4.HOG0010459	OG0009133	n0									rna-XM_034434921.1				rna-XM_032226142.1
N4.HOG0010460	OG0009134	n0									rna-XM_034434902.1				rna-XM_032227043.1
N4.HOG0010461	OG0009135	n0									rna-XM_034434790.1				rna-XM_032226851.1
N4.HOG0010462	OG0009136	n0									rna-XM_034410896.1				rna-XM_032212944.1
N4.HOG0010463	OG0009137	n0									rna-XM_034410892.1				rna-XM_032212943.1
N4.HOG0010464	OG0009138	n0									id-LOC117661766				id-LOC116505611
N4.HOG0010465	OG0009139	n0									rna-XM_034410899.1				rna-XM_032214114.1
N4.HOG0010466	OG0009140	n0									rna-XM_034421286.1				rna-XM_032216215.1
N4.HOG0010467	OG0009141	n0									rna-XM_034421380.1				rna-XM_032215247.1
N4.HOG0010468	OG0009142	n0									rna-XM_034416214.1				rna-XM_032237781.1
N4.HOG0010469	OG0009143	n0									rna-XM_034416212.1				rna-XM_032237776.1
N4.HOG0010470	OG0009144	n0									rna-XM_034416220.1				rna-XM_032235064.1
N4.HOG0010471	OG0009145	n0									rna-XM_034416221.1				rna-XM_032238075.1
N4.HOG0010472	OG0009146	n0									rna-XM_034416222.1				rna-XM_032237898.1
N4.HOG0010473	OG0009147	n0									rna-XM_034416223.1				rna-XM_032234969.1
N4.HOG0010474	OG0009148	n0									rna-XM_034416227.1				rna-XM_032237412.1
N4.HOG0010475	OG0009149	n0									rna-XM_034416229.1				rna-XM_032238130.1
N4.HOG0010476	OG0009150	n0									rna-XM_034416230.1				rna-XM_032235558.1
N4.HOG0010477	OG0009151	n0									rna-XM_034416238.1				rna-XM_032238113.1
N4.HOG0010478	OG0009152	n0									rna-XM_034423869.1				rna-XM_032219262.1
N4.HOG0010479	OG0009153	n0									rna-XM_034423873.1				rna-XM_032219880.1
N4.HOG0010480	OG0009154	n0									rna-XM_034423874.1				rna-XM_032219794.1
N4.HOG0010481	OG0009155	n0									rna-XM_034423889.1				rna-XM_032220382.1
N4.HOG0010482	OG0009156	n0									rna-XM_034423893.1				rna-XM_032220001.1
N4.HOG0010483	OG0009157	n0									rna-XM_034423891.1				rna-XM_032219593.1
N4.HOG0010484	OG0009158	n0									rna-XM_034423895.1				rna-XM_032219468.1
N4.HOG0010485	OG0009159	n0									rna-XM_034423901.1				rna-XM_032219210.1
N4.HOG0010486	OG0009160	n0									rna-XM_034423907.1				rna-XM_032219576.1
N4.HOG0010487	OG0009161	n0									rna-XM_034423908.1				rna-XM_032220329.1
N4.HOG0010488	OG0009162	n0									rna-XM_034423913.1				rna-XM_032219302.1
N4.HOG0010489	OG0009163	n0									rna-XM_034423916.1				rna-XM_032219927.1
N4.HOG0010490	OG0009164	n0									rna-XM_034423919.1				rna-XM_032219523.1
N4.HOG0010491	OG0009165	n0									rna-XM_034423928.1				rna-XM_032219415.1
N4.HOG0010492	OG0009166	n0									rna-XM_034423931.1				rna-XM_032220344.1
N4.HOG0010493	OG0009167	n0									rna-XM_034423942.1				rna-XM_032220380.1
N4.HOG0010494	OG0009168	n0									rna-XM_034423766.1				rna-XM_032220195.1
N4.HOG0010495	OG0009169	n0									rna-XM_034423950.1				rna-XM_032220041.1
N4.HOG0010496	OG0009170	n0									rna-XM_034423956.1				rna-XM_032219549.1
N4.HOG0010497	OG0009171	n0									rna-XM_034423961.1				rna-XM_032219301.1
N4.HOG0010498	OG0009172	n0									rna-XM_034423773.1				rna-XM_032220285.1
N4.HOG0010499	OG0009173	n0									rna-XM_034423962.1				rna-XM_032220376.1
N4.HOG0010500	OG0009174	n0									rna-XM_034423963.1				rna-XM_032219329.1
N4.HOG0010501	OG0009175	n0									rna-XM_034423964.1				rna-XM_032219491.1
N4.HOG0010502	OG0009176	n0									rna-XM_034423965.1				rna-XM_032219921.1
N4.HOG0010503	OG0009177	n0									rna-XM_034423975.1				rna-XM_032219402.1
N4.HOG0010504	OG0009178	n0									rna-XM_034403711.1				rna-XM_032219204.1
N4.HOG0010505	OG0009179	n0									rna-XM_034403078.1				rna-XM_032220332.1
N4.HOG0010506	OG0009180	n0									rna-XM_034402470.1				rna-XM_032219961.1
N4.HOG0010507	OG0009181	n0									rna-XM_034402117.1				rna-XM_032220064.1
N4.HOG0010508	OG0009182	n0									rna-XM_034401696.1				rna-XM_032219531.1
N4.HOG0010509	OG0009183	n0									rna-XM_034442333.1				rna-XM_032219563.1
N4.HOG0010510	OG0009184	n0									rna-XM_034401307.1				rna-XM_032219564.1
N4.HOG0010511	OG0009185	n0									rna-XM_034442048.1				rna-XM_032219483.1
