HOG	OG	Gene Tree Parent Clade	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
N2.HOG0008388	OG0007125	n0	rna-XM_039334686.1									rna-XM_015810052.2			
N2.HOG0008389	OG0007126	n0	rna-XM_039334687.1									rna-XM_015809993.1			
N2.HOG0008390	OG0007127	n0	rna-XM_039334673.1									rna-XM_015810055.1			
N2.HOG0008391	OG0007128	n0	rna-XM_039334695.1									rna-XM_015810056.1			
N2.HOG0008392	OG0007129	n0	rna-XM_039334694.1									rna-XM_015810057.1			
N2.HOG0008393	OG0007130	n0	rna-XM_039334697.1									rna-XM_015809994.1			
N2.HOG0008394	OG0007131	n0	rna-XM_039334700.1									rna-XM_015810058.1			
N2.HOG0008395	OG0007132	n0	rna-XM_039334701.1									rna-XM_015809995.1			
N2.HOG0008396	OG0007133	n0	rna-XM_039334704.1									rna-XM_015809923.1			
N2.HOG0008397	OG0007134	n0	rna-XM_039334711.1									rna-XM_015809924.1			
N2.HOG0008398	OG0007135	n0	rna-XM_039334712.1									rna-XM_015809996.1			
N2.HOG0008399	OG0007136	n0	rna-XM_039334715.1									rna-XM_015809926.1			
N2.HOG0008400	OG0007137	n0	rna-XM_039334720.1									rna-XM_029282969.1			
N2.HOG0008401	OG0007138	n0	rna-XM_039334724.1									rna-XM_015810001.1			
N2.HOG0008402	OG0007139	n0	rna-XM_039334727.1									rna-XM_015810062.1			
N2.HOG0008403	OG0007140	n0	rna-XM_039334729.1									rna-XM_015810063.1			
N2.HOG0008404	OG0007141	n0	rna-XM_039334731.1									rna-XM_015810065.1			
N2.HOG0008405	OG0007142	n0	rna-XM_039334733.1									rna-XM_015810004.1			
N2.HOG0008406	OG0007143	n0	rna-XM_039334735.1									rna-XM_015809927.1			
N2.HOG0008407	OG0007144	n0	rna-XM_039334736.1									rna-XM_015810005.1			
N2.HOG0008408	OG0007145	n0	rna-XM_039334738.1									rna-XM_015810006.1			
N2.HOG0008409	OG0007146	n0	rna-XM_039334676.1									rna-XM_015810066.2			
N2.HOG0008410	OG0007147	n0	rna-XM_039334745.1									rna-XM_015810009.1			
N2.HOG0008411	OG0007148	n0	rna-XM_039334748.1									rna-XM_015809929.1			
N2.HOG0008412	OG0007149	n0	rna-XM_039334746.1									rna-XM_029282980.1			
N2.HOG0008413	OG0007150	n0	rna-XM_039334750.1									rna-XM_015810010.1			
N2.HOG0008414	OG0007151	n0	rna-XM_039334752.1									rna-XM_015810067.2			
N2.HOG0008415	OG0007152	n0	rna-XM_039334754.1									rna-XM_015809931.1			
N2.HOG0008416	OG0007153	n0	rna-XM_039334755.1									rna-XM_015810068.1			
N2.HOG0008417	OG0007154	n0	rna-XM_039334757.1									rna-XM_015810011.1			
N2.HOG0008418	OG0007155	n0	rna-XM_039334761.1									rna-XM_015810012.1			
N2.HOG0008419	OG0007156	n0	rna-XM_039334766.1									rna-XM_015809932.1			
N2.HOG0008420	OG0007157	n0	rna-XM_039334789.1									rna-XM_015810016.1			
N2.HOG0008421	OG0007158	n0	rna-XM_039334792.1									rna-XM_015809935.1			
N2.HOG0008422	OG0007159	n0	rna-XM_039351972.1									rna-XM_029283726.1			
N2.HOG0008423	OG0007160	n0	rna-XM_039351971.1									rna-XM_029283733.1			
N2.HOG0008424	OG0007161	n0	rna-XM_039351978.1									rna-XM_015817601.1			
N2.HOG0008425	OG0007162	n0	rna-XM_039347060.1									rna-XM_029283358.1			
N2.HOG0008426	OG0007163	n0	rna-XM_039318781.1									rna-XM_015813265.1			
N2.HOG0008427	OG0007164	n0	rna-XM_039357228.1									rna-XM_015825352.1			
N2.HOG0008428	OG0007165	n0	rna-XM_039357241.1									rna-XM_015825374.1			
N2.HOG0008429	OG0007166	n0	rna-XM_039357414.1, rna-XM_039344768.1									rna-XM_015823391.1			
N2.HOG0008430	OG0007167	n0	rna-XM_039357409.1									rna-XM_015823387.1			
N2.HOG0008431	OG0007168	n0	rna-XM_039357413.1									rna-XM_015831985.1			
N2.HOG0008432	OG0007169	n0	rna-XM_039364509.1									rna-XM_015823966.1			
N2.HOG0008433	OG0007170	n0	rna-XM_039364519.1									rna-XM_029285679.1			
N2.HOG0008434	OG0007171	n0	rna-XM_039320421.1									rna-XM_029285754.1			
N2.HOG0008435	OG0007172	n0	rna-XM_039320378.1									rna-XM_015827039.1			
N2.HOG0008436	OG0007173	n0	rna-XM_039320387.1									rna-XM_015824565.2			
N2.HOG0008437	OG0007174	n0	rna-XM_039320388.1									rna-XM_015824673.1			
N2.HOG0008438	OG0007175	n0	rna-XM_039320390.1									rna-XM_015824785.1			
N2.HOG0008439	OG0007176	n0	rna-XM_039320434.1									rna-XM_015827149.1			
N2.HOG0008440	OG0007177	n0	rna-XM_039320359.1									rna-XM_015824882.1			
N2.HOG0008441	OG0007178	n0	rna-XM_039320358.1									rna-XM_015825061.2			
N2.HOG0008442	OG0007179	n0	rna-XM_039320444.1									rna-XM_015825278.1			
N2.HOG0008443	OG0007180	n0	rna-XM_039320442.1									rna-XM_015823433.1			
N2.HOG0008444	OG0007181	n0	rna-XM_039320361.1									rna-XM_015825757.1			
N2.HOG0008445	OG0007182	n0	rna-XM_039320392.1									rna-XM_015825867.1			
N2.HOG0008446	OG0007183	n0	rna-XM_039320397.1									rna-XM_015825953.1			
N2.HOG0008447	OG0007184	n0	rna-XM_039320401.1									rna-XM_015826274.1			
N2.HOG0008448	OG0007185	n0	rna-XM_039320394.1									rna-XM_015827252.1			
N2.HOG0008449	OG0007186	n0	rna-XM_039320409.1									rna-XM_029285617.1			
N2.HOG0008450	OG0007187	n0	rna-XM_039320402.1									rna-XM_015826375.1			
N2.HOG0008451	OG0007188	n0	rna-XM_039320443.1									rna-XM_029285755.1			
N2.HOG0008452	OG0007189	n0	rna-XM_039332373.1									rna-XM_029283112.1			
N2.HOG0008453	OG0007190	n0	rna-XM_039332403.1									rna-XM_015810793.2			
N2.HOG0008454	OG0007191	n0	rna-XM_039332421.1									rna-XM_015810806.1			
N2.HOG0008455	OG0007192	n0	rna-XM_039332248.1									rna-XM_015810792.1			
N2.HOG0008456	OG0007193	n0	rna-XM_039332484.1									rna-XM_015810805.1			
N2.HOG0008457	OG0007194	n0	rna-XM_039332608.1									rna-XM_015810812.1			
N2.HOG0008458	OG0007195	n0	rna-XM_039332501.1									rna-XM_015810790.1			
N2.HOG0008459	OG0007196	n0	rna-XM_039332644.1									rna-XM_029283113.1			
N2.HOG0008460	OG0007197	n0	rna-XM_039332782.1									rna-XM_015810803.1			
N2.HOG0008461	OG0007198	n0	rna-XM_039332770.1									rna-XM_015810802.1			
N2.HOG0008462	OG0007199	n0	rna-XM_039332760.1									rna-XM_015810801.1			
N2.HOG0008463	OG0007200	n0	rna-XM_039332727.1									rna-XM_015810799.1			
N2.HOG0008464	OG0007201	n0	rna-XM_039332792.1									rna-XM_015810798.1			
N2.HOG0008465	OG0007202	n0	rna-XM_039332839.1									rna-XM_015810796.1			
N2.HOG0008466	OG0007203	n0	rna-XM_039332829.1									rna-XM_015810810.1			
N2.HOG0008467	OG0007204	n0	rna-XM_039332862.1									rna-XM_015810795.1			
N2.HOG0008468	OG0007205	n0	rna-XM_039332852.1									rna-XM_015816773.1			
N2.HOG0008469	OG0007206	n0	rna-XM_039361129.1									rna-XM_029285780.1			
N2.HOG0008470	OG0007207	n0	rna-XM_039361121.1									rna-XM_015828526.1			
N2.HOG0008471	OG0007208	n0	rna-XM_039361118.1									rna-XM_015828525.1			
N2.HOG0008472	OG0007209	n0	rna-XM_039361120.1									rna-XM_015828524.2			
N2.HOG0008473	OG0007210	n0	rna-XM_039368125.1									rna-XM_015816379.1			
N2.HOG0008474	OG0007211	n0	rna-XM_039368126.1									rna-XM_015816383.2			
N2.HOG0008475	OG0007212	n0	rna-XM_039348548.1									rna-XM_015824105.2			
N2.HOG0008476	OG0007213	n0	rna-XM_039348550.1									rna-XM_015817652.1			
N2.HOG0008477	OG0007214	n0	rna-XM_039348558.1									rna-XM_015817655.1			
N2.HOG0008478	OG0007215	n0	rna-XM_039348561.1									rna-XM_029284461.1			
N2.HOG0008479	OG0007216	n0	rna-XM_039348572.1									rna-XM_029286372.1			
N2.HOG0008480	OG0007217	n0	rna-XM_039348575.1									rna-XM_015824047.1			
N2.HOG0008481	OG0007218	n0	rna-XM_039342272.1									rna-XM_015816776.1			
N2.HOG0008482	OG0007219	n0	rna-XM_039342276.1									rna-XM_015818476.2			
N2.HOG0008483	OG0007220	n0	rna-XM_039342281.1									rna-XM_015821614.1			
N2.HOG0008484	OG0007221	n0	rna-XM_039342288.1									rna-XM_015821615.1			
N2.HOG0008485	OG0007222	n0	rna-XM_039345287.1									rna-XM_029284282.1			
N2.HOG0008486	OG0007223	n0	rna-XM_039345375.1									rna-XM_029284539.1			
N2.HOG0008487	OG0007224	n0	rna-XM_039345363.1												
N2.HOG0008488	OG0007225	n0	rna-XM_039345376.1									rna-XM_015819341.1			
N2.HOG0008489	OG0007226	n6	rna-XM_039358741.1, rna-XM_039369427.1									rna-XM_029282997.1			
N2.HOG0008490	OG0007227	n0	rna-XM_039344175.1									rna-XM_015819718.1			
N2.HOG0008491	OG0007228	n0	rna-XM_039344174.1									rna-XM_029284816.1			
N2.HOG0008492	OG0007229	n0	rna-XM_039344180.1									rna-XM_029284815.1			
N2.HOG0008493	OG0007230	n0	rna-XM_039344187.1									rna-XM_015819730.1			
N2.HOG0008494	OG0007231	n0	rna-XM_039344191.1									rna-XM_015819722.2			
N2.HOG0008495	OG0007232	n0	rna-XM_039344192.1									rna-XM_015819724.1			
N2.HOG0008496	OG0007233	n0	rna-XM_039344195.1									rna-XM_029285095.1			
N2.HOG0008497	OG0007234	n0	rna-XM_039344203.1									rna-XM_015821190.1			
N2.HOG0008498	OG0007235	n0	rna-XM_039344205.1									rna-XM_015821194.1			
N2.HOG0008499	OG0007236	n0	rna-XM_039344235.1									rna-XM_015821785.1			
N2.HOG0008500	OG0007237	n0	rna-XM_039344236.1									rna-XM_015821773.2			
N2.HOG0008501	OG0007238	n0	rna-XM_039344253.1									rna-XM_015821781.1			
N2.HOG0008502	OG0007239	n0	rna-XM_039344254.1									rna-XM_029285194.1			
N2.HOG0008503	OG0007240	n0	rna-XM_039344255.1									rna-XM_015821780.1			
N2.HOG0008504	OG0007241	n0	rna-XM_039344266.1									rna-XM_015821778.1			
N2.HOG0008505	OG0007242	n0	rna-XM_039344276.1									rna-XM_015821752.1			
N2.HOG0008506	OG0007243	n0	rna-XM_039344277.1									rna-XM_015821749.1			
N2.HOG0008507	OG0007244	n0	rna-XM_039344285.1									rna-XM_015821776.1			
N2.HOG0008508	OG0007245	n0	rna-XM_039344286.1									rna-XM_015821769.1			
N2.HOG0008509	OG0007246	n0	rna-XM_039344289.1									rna-XM_029285191.1			
N2.HOG0008510	OG0007247	n0	rna-XM_039344296.1									rna-XM_029284245.1			
N2.HOG0008511	OG0007248	n0	rna-XM_039344300.1									rna-XM_015816545.1			
N2.HOG0008512	OG0007249	n0	rna-XM_039332360.1									rna-XM_015828141.1			
N2.HOG0008513	OG0007250	n0	rna-XM_039332353.1									rna-XM_015827193.1			
N2.HOG0008514	OG0007251	n0	rna-XM_039332392.1									rna-XM_029285846.1			
N2.HOG0008515	OG0007252	n0	rna-XM_039332332.1									rna-XM_015824766.1			
N2.HOG0008516	OG0007253	n0	rna-XM_039332330.1									rna-XM_015824761.1			
N2.HOG0008517	OG0007254	n0	rna-XM_039332340.1									rna-XM_015824767.1			
N2.HOG0008518	OG0007255	n0	rna-XM_039332326.1									rna-XM_015823591.1			
N2.HOG0008519	OG0007256	n0	rna-XM_039332318.1									rna-XM_015823593.2			
N2.HOG0008520	OG0007257	n0	rna-XM_039332402.1									rna-XM_015826971.1			
N2.HOG0008521	OG0007258	n0	rna-XM_039332399.1									rna-XM_029285400.1			
N2.HOG0008522	OG0007259	n0	rna-XM_039332293.1									rna-XM_015822572.1			
N2.HOG0008523	OG0007260	n0	rna-XM_039332385.1									rna-XM_015822568.1			
N2.HOG0008524	OG0007261	n0	rna-XM_039343817.1									rna-XM_015816355.1			
N2.HOG0008525	OG0007262	n0	rna-XM_039343840.1									rna-XM_015816344.1			
N2.HOG0008526	OG0007263	n0	rna-XM_039343845.1									rna-XM_015816285.1			
N2.HOG0008527	OG0007264	n0	rna-XM_039343846.1									rna-XM_015820758.1			
N2.HOG0008528	OG0007265	n0	rna-XM_039343818.1												
N2.HOG0008529	OG0007266	n0	rna-XM_039350310.1									rna-XM_015827151.1			
N2.HOG0008530	OG0007267	n0	rna-XM_039350317.1									rna-XM_015827154.1			
N2.HOG0008531	OG0007268	n0	rna-XM_039350319.1									rna-XM_015820147.2			
N2.HOG0008532	OG0007269	n0	rna-XM_039350321.1									rna-XM_015820159.1			
N2.HOG0008533	OG0007270	n0	rna-XM_039350323.1									rna-XM_029285650.1			
N2.HOG0008534	OG0007271	n0	rna-XM_039350325.1									rna-XM_015823834.1			
N2.HOG0008535	OG0007272	n0	rna-XM_039350326.1									rna-XM_015823833.1			
N2.HOG0008536	OG0007273	n0	rna-XM_039350328.1									rna-XM_029285649.1			
N2.HOG0008537	OG0007274	n0	rna-XM_039350335.1									rna-XM_015823830.1			
N2.HOG0008538	OG0007275	n0	rna-XM_039350338.1									rna-XM_015818615.1			
N2.HOG0008539	OG0007276	n0	rna-XM_039350342.1									rna-XM_015818568.2			
N2.HOG0008540	OG0007277	n0	rna-XM_039328916.1									rna-XM_015819636.1			
N2.HOG0008541	OG0007278	n0	rna-XM_039328785.1									rna-XM_015819635.1			
N2.HOG0008542	OG0007279	n0	rna-XM_039328861.1									rna-XM_015813507.1			
N2.HOG0008543	OG0007280	n0	rna-XM_039328893.1									rna-XM_015813495.2			
N2.HOG0008544	OG0007281	n0	rna-XM_039328930.1									rna-XM_015813485.1			
N2.HOG0008545	OG0007282	n0	rna-XM_039328932.1									rna-XM_015813580.1			
N2.HOG0008546	OG0007283	n0	rna-XM_039328788.1									rna-XM_015813341.1			
N2.HOG0008547	OG0007284	n0	rna-XM_039328796.1									rna-XM_015813570.1			
N2.HOG0008548	OG0007285	n0	rna-XM_039328905.1									rna-XM_015813559.1			
N2.HOG0008549	OG0007286	n0	rna-XM_039328906.1									rna-XM_015813463.1			
N2.HOG0008550	OG0007287	n0	rna-XM_039328925.1									rna-XM_015813548.1			
N2.HOG0008551	OG0007288	n0	rna-XM_039328914.1									rna-XM_015813530.1			
N2.HOG0008552	OG0007289	n0	rna-XM_039328904.1									rna-XM_029283633.1			
N2.HOG0008553	OG0007290	n0	rna-XM_039328911.1									rna-XM_029283656.1			
N2.HOG0008554	OG0007291	n0	rna-XM_039328909.1									rna-XM_015813319.2			
N2.HOG0008555	OG0007292	n0	rna-XM_039328908.1									rna-XM_015813407.1			
N2.HOG0008556	OG0007293	n0	rna-XM_039328875.1									rna-XM_029283629.1			
N2.HOG0008557	OG0007294	n0	rna-XM_039328859.1									rna-XM_029283653.1			
N2.HOG0008558	OG0007295	n0	rna-XM_039328806.1									rna-XM_015813384.1			
N2.HOG0008559	OG0007296	n0	rna-XM_039328810.1									rna-XM_015813373.1			
N2.HOG0008560	OG0007297	n0	rna-XM_039328872.1									rna-XM_015831869.1			
N2.HOG0008561	OG0007298	n0	rna-XM_039328901.1									rna-XM_029284212.1			
N2.HOG0008562	OG0007299	n0	rna-XM_039328917.1									rna-XM_015816368.2			
N2.HOG0008563	OG0007300	n0	rna-XM_039328921.1									rna-XM_015816369.1			
N2.HOG0008564	OG0007301	n0	rna-XM_039328935.1									rna-XM_015827009.1			
N2.HOG0008565	OG0007302	n0	rna-XM_039328929.1									rna-XM_015830810.1			
N2.HOG0008566	OG0007303	n0	rna-XM_039328815.1									rna-XM_029285239.1			
N2.HOG0008567	OG0007304	n0	rna-XM_039328876.1									rna-XM_029285208.1			
N2.HOG0008568	OG0007305	n0	rna-XM_039328923.1									rna-XM_029285200.1			
N2.HOG0008569	OG0007306	n0	rna-XM_039328862.1									rna-XM_015821835.1			
N2.HOG0008570	OG0007307	n0	rna-XM_039328889.1									rna-XM_015822727.1			
N2.HOG0008571	OG0007308	n0	rna-XM_039328778.1									rna-XM_015822728.2			
N2.HOG0008572	OG0007309	n0	rna-XM_039328928.1									rna-XM_015828449.1			
N2.HOG0008573	OG0007310	n0	rna-XM_039328879.1									rna-XM_015822851.1			
N2.HOG0008574	OG0007311	n0	rna-XM_039329666.1									rna-XM_029286472.1			
N2.HOG0008575	OG0007312	n0	rna-XM_039329691.1									rna-XM_015827419.2			
N2.HOG0008576	OG0007313	n0	rna-XM_039329683.1									rna-XM_029286462.1			
N2.HOG0008577	OG0007314	n0	rna-XM_039329694.1									rna-XM_015827637.1			
N2.HOG0008578	OG0007315	n0	rna-XM_039329688.1									rna-XM_015827428.1			
N2.HOG0008579	OG0007316	n0	rna-XM_039329700.1									rna-XM_015827457.2			
N2.HOG0008580	OG0007317	n0	rna-XM_039343656.1									rna-XM_015811698.2			
N2.HOG0008581	OG0007318	n0	rna-XM_039343659.1									rna-XM_015811721.2			
N2.HOG0008582	OG0007319	n0	rna-XM_039343654.1									rna-XM_015811699.1			
N2.HOG0008583	OG0007320	n0	rna-XM_039343661.1									rna-XM_015811700.1			
N2.HOG0008584	OG0007321	n0	rna-XM_039343679.1									rna-XM_015811702.1			
N2.HOG0008585	OG0007322	n0	rna-XM_039343700.1									rna-XM_015811706.2			
N2.HOG0008586	OG0007323	n0	rna-XM_039343696.1									rna-XM_015811722.1			
N2.HOG0008587	OG0007324	n0	rna-XM_039343701.1									rna-XM_015811723.1			
N2.HOG0008588	OG0007325	n0	rna-XM_039343707.1									rna-XM_015811692.1			
N2.HOG0008589	OG0007326	n0	rna-XM_039343729.1									rna-XM_015811708.1			
N2.HOG0008590	OG0007327	n0	rna-XM_039343651.1									rna-XM_015811694.1			
N2.HOG0008591	OG0007328	n0	rna-XM_039343740.1									rna-XM_015811712.1			
N2.HOG0008592	OG0007329	n0	rna-XM_039343749.1									rna-XM_015812422.2			
N2.HOG0008593	OG0007330	n0	rna-XM_039343759.1									rna-XM_015812420.1			
N2.HOG0008594	OG0007331	n0	rna-XM_039352509.1									rna-XM_015831539.1			
N2.HOG0008595	OG0007332	n0	rna-XM_039352510.1									rna-XM_015831532.1			
N2.HOG0008596	OG0007333	n0	rna-XM_039352513.1									rna-XM_015831533.1			
N2.HOG0008597	OG0007334	n0	rna-XM_039352512.1									rna-XM_015831535.1			
N2.HOG0008598	OG0007335	n0	rna-XM_039352517.1									rna-XM_015831538.1			
N2.HOG0008599	OG0007336	n0	rna-XM_039352537.1									rna-XM_015831541.1			
N2.HOG0008600	OG0007337	n0	rna-XM_039352540.1									rna-XM_015814635.1			
N2.HOG0008601	OG0007338	n0	rna-XM_039352541.1									rna-XM_015824130.1			
N2.HOG0008602	OG0007339	n0	rna-XM_039320701.1									rna-XM_015814725.1			
N2.HOG0008603	OG0007340	n0	rna-XM_039320700.1									rna-XM_015814708.1			
N2.HOG0008604	OG0007341	n0	rna-XM_039320692.1									rna-XM_029283911.1			
N2.HOG0008605	OG0007342	n0	rna-XM_039320680.1									rna-XM_015814710.1			
N2.HOG0008606	OG0007343	n0	rna-XM_039320684.1									rna-XM_015814712.1			
N2.HOG0008607	OG0007344	n0	rna-XM_039320702.1, rna-XM_039356266.1									rna-XM_015814713.1			
N2.HOG0008608	OG0007345	n0	rna-XM_039364581.1									rna-XM_015823882.1			
N2.HOG0008609	OG0007346	n0	rna-XM_039364577.1									rna-XM_015823880.1			
N2.HOG0008610	OG0007347	n0	rna-XM_039335659.1									rna-XM_029286443.1			
N2.HOG0008611	OG0007348	n0	rna-XM_039335662.1									rna-XM_015827420.1			
N2.HOG0008612	OG0007349	n0	rna-XM_039335663.1									rna-XM_029286609.1			
N2.HOG0008613	OG0007350	n0	rna-XM_039335676.1									rna-XM_015828115.1			
N2.HOG0008614	OG0007351	n0	rna-XM_039335668.1									rna-XM_015831910.1			
N2.HOG0008615	OG0007352	n0	rna-XM_039335677.1									rna-XM_029287293.1			
N2.HOG0008616	OG0007353	n0	rna-XM_039335680.1									rna-XM_015831912.1			
N2.HOG0008617	OG0007354	n0	rna-XM_039335678.1									rna-XM_015831913.1			
N2.HOG0008618	OG0007355	n0	rna-XM_039335683.1									rna-XM_015830543.1			
N2.HOG0008619	OG0007356	n0	rna-XM_039335687.1									rna-XM_015824276.1			
N2.HOG0008620	OG0007357	n0	rna-XM_039335693.1									rna-XM_015812679.1			
N2.HOG0008621	OG0007358	n0	rna-XM_039335690.1									rna-XM_029283475.1			
N2.HOG0008622	OG0007359	n0	rna-XM_039335701.1									rna-XM_015812676.1			
N2.HOG0008623	OG0007360	n0	rna-XM_039319748.1									rna-XM_015818750.1			
N2.HOG0008624	OG0007361	n0	rna-XM_039319870.1									rna-XM_015818748.1			
N2.HOG0008625	OG0007362	n0	rna-XM_039319799.1									rna-XM_015818745.1			
N2.HOG0008626	OG0007363	n0	rna-XM_039319935.1									rna-XM_015825089.1			
N2.HOG0008627	OG0007364	n0	rna-XM_039320019.1									rna-XM_015825092.1			
N2.HOG0008628	OG0007365	n0	rna-XM_039320167.1									rna-XM_015825087.1			
N2.HOG0008629	OG0007366	n0	rna-XM_039320043.1									rna-XM_029283998.1			
N2.HOG0008630	OG0007367	n0	rna-XM_039355151.1									rna-XM_015819869.1			
N2.HOG0008631	OG0007368	n0	rna-XM_039355138.1									rna-XM_015819865.1			
N2.HOG0008632	OG0007369	n0	rna-XM_039355155.1									rna-XM_015819867.2			
N2.HOG0008633	OG0007370	n0	rna-XM_039355172.1									rna-XM_015827548.1			
N2.HOG0008634	OG0007371	n0	rna-XM_039355179.1									rna-XM_015827552.2			
N2.HOG0008635	OG0007372	n0	rna-XM_039342578.1									rna-XM_015815850.1			
N2.HOG0008636	OG0007373	n0	rna-XM_039342579.1									rna-XM_015815849.1			
N2.HOG0008637	OG0007374	n0	rna-XM_039342584.1									rna-XM_015829189.1			
N2.HOG0008638	OG0007375	n0	rna-XM_039342587.1									rna-XM_015825845.1			
N2.HOG0008639	OG0007376	n0	rna-XM_039342588.1									rna-XM_015824024.1			
N2.HOG0008640	OG0007377	n0	rna-XM_039342597.1									rna-XM_015824027.1			
N2.HOG0008641	OG0007378	n0	rna-XM_039342590.1									rna-XM_015824026.1			
N2.HOG0008642	OG0007379	n0	rna-XM_039342605.1									rna-XM_015820007.1			
N2.HOG0008643	OG0007380	n0	rna-XM_039342608.1									rna-XM_029284886.1			
N2.HOG0008644	OG0007381	n0	rna-XM_039342610.1									rna-XM_015820081.1			
N2.HOG0008645	OG0007382	n0	rna-XM_039342629.1									rna-XM_015820051.1			
N2.HOG0008646	OG0007383	n0	rna-XM_039342612.1									rna-XM_029284894.1			
N2.HOG0008647	OG0007384	n0	rna-XM_039342577.1									rna-XM_015820115.2			
N2.HOG0008648	OG0007385	n0	rna-XM_039342632.1									rna-XM_015819996.1			
N2.HOG0008649	OG0007386	n0	rna-XM_039342633.1									rna-XM_015820029.1			
N2.HOG0008650	OG0007387	n0	rna-XM_039342669.1									rna-XM_015819741.1			
N2.HOG0008651	OG0007388	n0	rna-XM_039342638.1									rna-XM_015819739.1			
N2.HOG0008652	OG0007389	n0	rna-XM_039342648.1									rna-XM_015819740.2			
N2.HOG0008653	OG0007390	n0	rna-XM_039342649.1									rna-XM_015819745.1			
N2.HOG0008654	OG0007391	n0	rna-XM_039342660.1									rna-XM_015825852.1			
N2.HOG0008655	OG0007392	n0	rna-XM_039342664.1									rna-XM_015825842.1			
N2.HOG0008656	OG0007393	n0	rna-XM_039342667.1									rna-XM_015825821.1			
N2.HOG0008657	OG0007394	n0	rna-XM_039348653.1									rna-XM_015817888.1			
N2.HOG0008658	OG0007395	n0	rna-XM_039348655.1									rna-XM_015817876.1			
N2.HOG0008659	OG0007396	n0	rna-XM_039348658.1									rna-XM_015817865.2			
N2.HOG0008660	OG0007397	n0	rna-XM_039348663.1									rna-XM_015817853.1			
N2.HOG0008661	OG0007398	n0	rna-XM_039348667.1									rna-XM_015817842.1			
N2.HOG0008662	OG0007399	n0	rna-XM_039348672.1									rna-XM_015821865.1			
N2.HOG0008663	OG0007400	n0	rna-XM_039348680.1									rna-XM_015821866.1			
N2.HOG0008664	OG0007401	n0	rna-XM_039348683.1									rna-XM_015821868.1			
N2.HOG0008665	OG0007402	n0	rna-XM_039348685.1									rna-XM_015821863.1			
N2.HOG0008666	OG0007403	n0	rna-XM_039348686.1									rna-XM_015821861.1			
N2.HOG0008667	OG0007404	n0	rna-XM_039348694.1									rna-XM_015821869.1			
N2.HOG0008668	OG0007405	n0	rna-XM_039348698.1									rna-XM_015831594.1			
N2.HOG0008669	OG0007406	n0	rna-XM_039335792.1									rna-XM_029283822.1			
N2.HOG0008670	OG0007407	n0	rna-XM_039335788.1, rna-XM_039342549.1												
N2.HOG0008671	OG0007408	n0	rna-XM_039335797.1									rna-XM_015829744.1			
N2.HOG0008672	OG0007409	n0	rna-XM_039360889.1									rna-XM_015819338.1			
N2.HOG0008673	OG0007410	n0	rna-XM_039360893.1									rna-XM_015816542.1			
N2.HOG0008674	OG0007411	n0	rna-XM_039360892.1									rna-XM_015816560.1			
N2.HOG0008675	OG0007412	n0	rna-XM_039360890.1									rna-XM_015816556.1			
N2.HOG0008676	OG0007413	n0	rna-XM_039343548.1									rna-XM_015818361.1			
N2.HOG0008677	OG0007414	n0	rna-XM_039343552.1									rna-XM_015818338.1			
N2.HOG0008678	OG0007415	n0	rna-XM_039343551.1									rna-XM_029284570.1			
N2.HOG0008679	OG0007416	n0	rna-XM_039343547.1									rna-XM_029284534.1			
N2.HOG0008680	OG0007417	n0	rna-XM_039363695.1									rna-XM_015816812.1			
N2.HOG0008681	OG0007418	n0	rna-XM_039363684.1									rna-XM_015818093.1			
N2.HOG0008682	OG0007419	n0	rna-XM_039363694.1									rna-XM_015818095.2			
N2.HOG0008683	OG0007420	n0	rna-XM_039363685.1									rna-XM_029284522.1			
N2.HOG0008684	OG0007421	n0	rna-XM_039363672.1									rna-XM_015820037.2			
N2.HOG0008685	OG0007422	n0	rna-XM_039363676.1									rna-XM_015820039.1			
N2.HOG0008686	OG0007423	n0	rna-XM_039363664.1									rna-XM_029284871.1			
N2.HOG0008687	OG0007424	n0	rna-XM_039364629.1									rna-XM_015823951.1			
N2.HOG0008688	OG0007425	n0	rna-XM_039364670.1									rna-XM_015823948.1			
N2.HOG0008689	OG0007426	n0	rna-XM_039364672.1									rna-XM_015823952.1			
N2.HOG0008690	OG0007427	n0	rna-XM_039364651.1									rna-XM_029285671.1			
N2.HOG0008691	OG0007428	n0	rna-XM_039364613.1									rna-XM_029284373.1			
N2.HOG0008692	OG0007429	n0	rna-XM_039364656.1									rna-XM_029284377.1			
N2.HOG0008693	OG0007430	n0	rna-XM_039364614.1									rna-XM_015817111.1			
N2.HOG0008694	OG0007431	n0	rna-XM_039364619.1									rna-XM_015817110.1			
N2.HOG0008695	OG0007432	n0	rna-XM_039364643.1									rna-XM_029284375.1			
N2.HOG0008696	OG0007433	n0	rna-XM_039356678.1									rna-XM_015818217.1			
N2.HOG0008697	OG0007434	n0	rna-XM_039356674.1									rna-XM_015818200.1			
N2.HOG0008698	OG0007435	n0	rna-XM_039356652.1									rna-XM_015818203.1			
N2.HOG0008699	OG0007436	n0	rna-XM_039356662.1									rna-XM_015818205.1			
N2.HOG0008700	OG0007437	n0	rna-XM_039356669.1									rna-XM_029284537.1			
N2.HOG0008701	OG0007438	n0	rna-XM_039356650.1									rna-XM_029284536.1			
