# BUSCO version is: 5.3.2 
# The lineage dataset is: tetrapoda_odb10 (Creation date: 2021-02-19, number of genomes: 38, number of BUSCOs: 5310)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
167400at32523	Complete	HiC_scaffold_2	160087908	160104229	-	634.5	379	https://www.orthodb.org/v10?query=167400at32523	Major facilitator superfamily domain containing 11
167417at32523	Complete	HiC_scaffold_7	55989519	55993005	-	532.1	392	https://www.orthodb.org/v10?query=167417at32523	CDKN2A-interacting protein
167418at32523	Complete	HiC_scaffold_1	360573796	360591624	+	541.3	342	https://www.orthodb.org/v10?query=167418at32523	Exonuclease 3'-5' domain containing 1
167437at32523	Complete	HiC_scaffold_12	12777465	12817833	+	580.7	443	https://www.orthodb.org/v10?query=167437at32523	protein POF1B
167447at32523	Missing
167459at32523	Complete	HiC_scaffold_6	132204914	132264029	-	506.3	416	https://www.orthodb.org/v10?query=167459at32523	deuterosome protein 1
167540at32523	Complete	HiC_scaffold_1	326542326	326553941	-	649.9	344	https://www.orthodb.org/v10?query=167540at32523	eukaryotic translation initiation factor 3 subunit M
167562at32523	Complete	HiC_scaffold_7	86433110	86434369	+	649.7	322	https://www.orthodb.org/v10?query=167562at32523	neuropeptide Y receptor type 1
167576at32523	Complete	HiC_scaffold_12	24362473	24364377	+	276.2	222	https://www.orthodb.org/v10?query=167576at32523	bone morphogenetic protein 15
167608at32523	Complete	HiC_scaffold_7	5717686	5742323	-	519.9	336	https://www.orthodb.org/v10?query=167608at32523	SMYD family member 5
167610at32523	Complete	HiC_scaffold_1	77013557	77018021	+	689.3	351	https://www.orthodb.org/v10?query=167610at32523	Solute carrier family 35 member B2
167629at32523	Complete	HiC_scaffold_10	14570721	14572937	+	752.2	347	https://www.orthodb.org/v10?query=167629at32523	FIC domain containing
167639at32523	Complete	HiC_scaffold_2	185602010	185662603	-	529.3	333	https://www.orthodb.org/v10?query=167639at32523	TOM1-like protein 1
167645at32523	Complete	HiC_scaffold_1	117415486	117416961	-	706.5	387	https://www.orthodb.org/v10?query=167645at32523	transmembrane protein 200A
167656at32523	Complete	HiC_scaffold_1	76735219	76755068	-	581.9	428	https://www.orthodb.org/v10?query=167656at32523	E3 ubiquitin-protein ligase RNF8
167660at32523	Complete	HiC_scaffold_3	174043962	174113035	-	777.1	455	https://www.orthodb.org/v10?query=167660at32523	DEF6, guanine nucleotide exchange factor
167664at32523	Complete	HiC_scaffold_6	28273202	28294772	+	684.1	517	https://www.orthodb.org/v10?query=167664at32523	cilia- and flagella-associated protein 99
167754at32523	Complete	HiC_scaffold_5	109278557	109282519	-	443.0	291	https://www.orthodb.org/v10?query=167754at32523	Transmembrane protein 129
167886at32523	Complete	HiC_scaffold_7	9619763	9630936	-	379.4	258	https://www.orthodb.org/v10?query=167886at32523	AUP1, lipid droplet regulating VLDL assembly factor
167904at32523	Complete	HiC_scaffold_14	5943625	5952269	-	600.2	376	https://www.orthodb.org/v10?query=167904at32523	cytochrome b-c1 complex subunit 2, mitochondrial
167960at32523	Complete	HiC_scaffold_2	170770699	170780877	-	565.4	420	https://www.orthodb.org/v10?query=167960at32523	AP-4 complex accessory subunit tepsin
168043at32523	Complete	HiC_scaffold_7	18533091	18547277	-	627.8	307	https://www.orthodb.org/v10?query=168043at32523	protein phosphatase 1K, mitochondrial
168114at32523	Complete	HiC_scaffold_4	62467522	62468856	+	791.6	370	https://www.orthodb.org/v10?query=168114at32523	Potassium voltage-gated channel subfamily J member 4
168128at32523	Complete	HiC_scaffold_1	115953804	115998930	+	603.4	381	https://www.orthodb.org/v10?query=168128at32523	Solute carrier family 18 member B1
168146at32523	Complete	HiC_scaffold_1	124783618	124865819	+	1733.2	1034	https://www.orthodb.org/v10?query=168146at32523	protein FAM184A isoform X1
168147at32523	Complete	HiC_scaffold_4	37719102	37728847	-	694.0	407	https://www.orthodb.org/v10?query=168147at32523	Solute carrier family 38 member 2
168150at32523	Complete	HiC_scaffold_11	18749331	18767182	-	734.4	447	https://www.orthodb.org/v10?query=168150at32523	prolyl 3-hydroxylase OGFOD1
168156at32523	Complete	HiC_scaffold_10	11586196	11609021	-	879.1	505	https://www.orthodb.org/v10?query=168156at32523	BICD family like cargo adaptor 1
168278at32523	Complete	HiC_scaffold_4	29929394	29953702	+	574.4	320	https://www.orthodb.org/v10?query=168278at32523	NADH dehydrogenase 
168302at32523	Complete	HiC_scaffold_3	183986800	183988014	+	382.1	298	https://www.orthodb.org/v10?query=168302at32523	4-hydroxyphenylpyruvate dioxygenase-like protein
168322at32523	Complete	HiC_scaffold_1	99822460	99868175	-	731.2	435	https://www.orthodb.org/v10?query=168322at32523	solute carrier family 22 member 3
168412at32523	Complete	HiC_scaffold_1	390250345	390278304	-	664.8	410	https://www.orthodb.org/v10?query=168412at32523	tandem C2 domains nuclear protein
168413at32523	Complete	HiC_scaffold_7	66977427	66996467	+	589.0	368	https://www.orthodb.org/v10?query=168413at32523	Zinc finger CCHC-type containing 4
168420at32523	Complete	HiC_scaffold_2	236379891	236400524	+	694.9	429	https://www.orthodb.org/v10?query=168420at32523	thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 2
168421at32523	Complete	HiC_scaffold_3	169098562	169149097	-	701.9	415	https://www.orthodb.org/v10?query=168421at32523	Major facilitator superfamily domain containing 4A
168438at32523	Complete	HiC_scaffold_7	69348376	69354199	-	813.6	386	https://www.orthodb.org/v10?query=168438at32523	Cholinergic receptor nicotinic alpha 9 subunit
168446at32523	Complete	HiC_scaffold_2	169390276	169416288	+	696.9	472	https://www.orthodb.org/v10?query=168446at32523	Solute carrier family 26 member 11
168450at32523	Complete	HiC_scaffold_2	263871916	263897605	+	594.2	462	https://www.orthodb.org/v10?query=168450at32523	PC4 and SFRS1-interacting protein
168457at32523	Complete	HiC_scaffold_5	67753319	67774944	-	1048.2	655	https://www.orthodb.org/v10?query=168457at32523	YTH domain containing 1 
168477at32523	Complete	HiC_scaffold_4	155453416	155584842	+	629.9	331	https://www.orthodb.org/v10?query=168477at32523	F-box/WD repeat-containing protein 4
168522at32523	Complete	HiC_scaffold_4	130699092	130700174	+	670.8	320	https://www.orthodb.org/v10?query=168522at32523	P2Y purinoceptor 1
168608at32523	Complete	HiC_scaffold_13	3403949	3412529	-	430.7	257	https://www.orthodb.org/v10?query=168608at32523	Nei like DNA glycosylase 1
168634at32523	Missing
168809at32523	Complete	HiC_scaffold_1	413781357	413802919	+	626.1	309	https://www.orthodb.org/v10?query=168809at32523	protein salvador homolog 1
168840at32523	Complete	HiC_scaffold_7	29877555	29886689	+	683.0	311	https://www.orthodb.org/v10?query=168840at32523	Sphingomyelin synthase 2
168903at32523	Complete	HiC_scaffold_3	31480313	31496024	+	574.0	321	https://www.orthodb.org/v10?query=168903at32523	magnesium transporter MRS2 homolog, mitochondrial
168932at32523	Complete	HiC_scaffold_1	428248214	428261072	-	711.1	401	https://www.orthodb.org/v10?query=168932at32523	armadillo repeat-containing protein 6
168953at32523	Complete	HiC_scaffold_4	195026024	195034351	-	582.3	435	https://www.orthodb.org/v10?query=168953at32523	peroxisomal leader peptide-processing protease
169032at32523	Complete	HiC_scaffold_13	22122892	22155047	-	403.1	290	https://www.orthodb.org/v10?query=169032at32523	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase
169330at32523	Complete	HiC_scaffold_3	192639836	192652818	-	507.9	312	https://www.orthodb.org/v10?query=169330at32523	tetratricopeptide repeat protein 4
169346at32523	Complete	HiC_scaffold_7	10756360	10769483	+	407.3	250	https://www.orthodb.org/v10?query=169346at32523	G-rich sequence factor 1
169366at32523	Complete	HiC_scaffold_1	7866739	8005819	-	562.1	306	https://www.orthodb.org/v10?query=169366at32523	Vacuole membrane protein 1
169435at32523	Complete	HiC_scaffold_10	22509089	22518541	-	543.4	278	https://www.orthodb.org/v10?query=169435at32523	cyclin-dependent kinase 9
169495at32523	Complete	HiC_scaffold_1	78896659	78903815	-	512.9	286	https://www.orthodb.org/v10?query=169495at32523	RNA polymerase I subunit C
169507at32523	Complete	HiC_scaffold_4	146225435	146227746	-	423.0	278	https://www.orthodb.org/v10?query=169507at32523	WD repeat domain 53
169526at32523	Complete	HiC_scaffold_2	232792493	232808896	-	447.5	311	https://www.orthodb.org/v10?query=169526at32523	protein FAM131B
169647at32523	Complete	HiC_scaffold_1	283952451	284051468	-	692.4	375	https://www.orthodb.org/v10?query=169647at32523	disrupted in renal carcinoma protein 2
169719at32523	Complete	HiC_scaffold_6	68779765	68827086	+	497.7	292	https://www.orthodb.org/v10?query=169719at32523	ornithine carbamoyltransferase, mitochondrial
169850at32523	Complete	HiC_scaffold_10	2256623	2274311	+	494.0	317	https://www.orthodb.org/v10?query=169850at32523	Acyl-CoA dehydrogenase short chain
169930at32523	Complete	HiC_scaffold_10	24913221	24926824	+	772.7	491	https://www.orthodb.org/v10?query=169930at32523	Inositol polyphosphate-5-phosphatase E
170019at32523	Complete	HiC_scaffold_1	380528067	380537098	-	583.8	316	https://www.orthodb.org/v10?query=170019at32523	AlkB homolog 1, histone H2A dioxygenase
170076at32523	Complete	HiC_scaffold_3	48430737	48450641	+	523.0	366	https://www.orthodb.org/v10?query=170076at32523	methyltransferase-like protein 4
170079at32523	Complete	HiC_scaffold_4	77054968	77103447	-	642.9	368	https://www.orthodb.org/v10?query=170079at32523	WASH complex subunit 1
170080at32523	Complete	HiC_scaffold_6	37714072	37747932	+	735.1	369	https://www.orthodb.org/v10?query=170080at32523	tumor necrosis factor receptor superfamily member EDAR
170095at32523	Complete	HiC_scaffold_4	204228946	204234428	+	586.8	462	https://www.orthodb.org/v10?query=170095at32523	Nuclear receptor coactivator 4
170201at32523	Complete	HiC_scaffold_6	96832001	96833101	+	513.1	289	https://www.orthodb.org/v10?query=170201at32523	Gap junction protein
170246at32523	Complete	HiC_scaffold_1	49450728	49468812	+	607.0	305	https://www.orthodb.org/v10?query=170246at32523	tubulin--tyrosine ligase
170296at32523	Complete	HiC_scaffold_1	247235107	247242391	-	468.7	275	https://www.orthodb.org/v10?query=170296at32523	cell division cycle-associated protein 7
170322at32523	Complete	HiC_scaffold_5	89126062	89149790	-	683.0	357	https://www.orthodb.org/v10?query=170322at32523	inhibin beta A chain
170380at32523	Complete	HiC_scaffold_9	1057435	1074787	+	516.0	322	https://www.orthodb.org/v10?query=170380at32523	tRNA dimethylallyltransferase, mitochondrial
170550at32523	Complete	HiC_scaffold_1	190249484	190268548	-	545.8	344	https://www.orthodb.org/v10?query=170550at32523	carboxypeptidase B2
170646at32523	Complete	HiC_scaffold_4	73090675	73122455	-	424.0	293	https://www.orthodb.org/v10?query=170646at32523	protein LCHN
170680at32523	Complete	HiC_scaffold_2	249323891	249331816	+	527.8	272	https://www.orthodb.org/v10?query=170680at32523	Fructose-bisphosphate aldolase
170748at32523	Duplicated	HiC_scaffold_10	11508737	11513651	-	469.6	258	https://www.orthodb.org/v10?query=170748at32523	leupaxin
170748at32523	Duplicated	HiC_scaffold_1	298739026	298764688	-	519.5	302	https://www.orthodb.org/v10?query=170748at32523	leupaxin
170856at32523	Complete	HiC_scaffold_13	7603643	7609974	+	631.5	368	https://www.orthodb.org/v10?query=170856at32523	Solute carrier family 24 member 5
170858at32523	Complete	HiC_scaffold_3	83785440	83795763	-	820.3	433	https://www.orthodb.org/v10?query=170858at32523	potassium voltage-gated channel subfamily V member 1
171060at32523	Complete	HiC_scaffold_2	45589128	45607606	+	472.6	307	https://www.orthodb.org/v10?query=171060at32523	Coiled-coil domain containing 51
171087at32523	Complete	HiC_scaffold_10	17133489	17134736	-	404.7	293	https://www.orthodb.org/v10?query=171087at32523	torsin-4A
171096at32523	Complete	HiC_scaffold_11	25019224	25031270	+	539.2	356	https://www.orthodb.org/v10?query=171096at32523	N-lysine methyltransferase SETD6
171134at32523	Complete	HiC_scaffold_4	167264421	167349047	-	652.2	456	https://www.orthodb.org/v10?query=171134at32523	shootin-1
171155at32523	Complete	HiC_scaffold_4	36605622	36627470	+	473.1	273	https://www.orthodb.org/v10?query=171155at32523	cell division cycle 123 
171298at32523	Complete	HiC_scaffold_1	400409244	400414514	+	741.1	374	https://www.orthodb.org/v10?query=171298at32523	eukaryotic translation initiation factor 5
171311at32523	Complete	HiC_scaffold_1	407688229	407736867	-	526.2	371	https://www.orthodb.org/v10?query=171311at32523	Solute carrier family 38 member 6
171335at32523	Complete	HiC_scaffold_10	15253022	15260201	-	603.8	423	https://www.orthodb.org/v10?query=171335at32523	serine/threonine-protein kinase Chk2
171347at32523	Complete	HiC_scaffold_2	194900096	194913734	+	760.2	486	https://www.orthodb.org/v10?query=171347at32523	POU domain, class 6, transcription factor 1 isoform X1
171348at32523	Complete	HiC_scaffold_6	28334606	28372927	-	905.3	962	https://www.orthodb.org/v10?query=171348at32523	WASH complex subunit FAM21C isoform X1
171423at32523	Complete	HiC_scaffold_3	142782126	142809907	-	467.1	293	https://www.orthodb.org/v10?query=171423at32523	adenosine deaminase
171475at32523	Complete	HiC_scaffold_1	109642534	109653539	-	580.6	304	https://www.orthodb.org/v10?query=171475at32523	Peroxisomal biogenesis factor 3
171521at32523	Complete	HiC_scaffold_9	863980	883387	+	514.7	321	https://www.orthodb.org/v10?query=171521at32523	Organic solute carrier partner 1
171587at32523	Complete	HiC_scaffold_3	172669240	172679164	-	675.3	347	https://www.orthodb.org/v10?query=171587at32523	bystin
171612at32523	Complete	HiC_scaffold_1	26745972	26758220	+	642.8	386	https://www.orthodb.org/v10?query=171612at32523	probable 28S rRNA (cytosine-C(5))-methyltransferase
171639at32523	Complete	HiC_scaffold_14	278348	280992	+	670.5	407	https://www.orthodb.org/v10?query=171639at32523	GLIS family zinc finger 2
171646at32523	Complete	HiC_scaffold_4	172411212	172418275	+	545.2	280	https://www.orthodb.org/v10?query=171646at32523	mitotic checkpoint protein BUB3
171656at32523	Complete	HiC_scaffold_8	16418989	16432181	-	870.3	422	https://www.orthodb.org/v10?query=171656at32523	myb/SANT-like DNA-binding domain-containing protein 2
172011at32523	Complete	HiC_scaffold_8	27828606	27837990	+	405.4	266	https://www.orthodb.org/v10?query=172011at32523	layilin isoform X1
172050at32523	Complete	HiC_scaffold_8	1400487	1403497	+	473.8	318	https://www.orthodb.org/v10?query=172050at32523	bone morphogenetic protein 10
172145at32523	Complete	HiC_scaffold_6	98616139	98658119	+	1040.7	617	https://www.orthodb.org/v10?query=172145at32523	POU domain, class 2, transcription factor 1 isoform X1
172222at32523	Complete	HiC_scaffold_2	341660218	341689278	-	698.1	311	https://www.orthodb.org/v10?query=172222at32523	sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase
172234at32523	Missing
172287at32523	Complete	HiC_scaffold_2	193343178	193344239	+	533.9	303	https://www.orthodb.org/v10?query=172287at32523	G-protein coupled receptor 182
172434at32523	Complete	HiC_scaffold_2	156646725	156716706	-	474.9	229	https://www.orthodb.org/v10?query=172434at32523	Mitogen-activated protein kinase kinase 4
172569at32523	Complete	HiC_scaffold_10	9412387	9421241	+	599.0	328	https://www.orthodb.org/v10?query=172569at32523	WD repeat and SOCS box-containing protein 2
172613at32523	Complete	HiC_scaffold_4	36827363	36841942	+	659.3	372	https://www.orthodb.org/v10?query=172613at32523	interleukin-1 receptor-associated kinase 4
172636at32523	Complete	HiC_scaffold_3	156770054	156806733	+	760.5	395	https://www.orthodb.org/v10?query=172636at32523	DENN domain-containing protein 2D
172637at32523	Complete	HiC_scaffold_4	30248267	30324214	-	446.5	437	https://www.orthodb.org/v10?query=172637at32523	F-box/LRR-repeat protein 13
172732at32523	Missing
172821at32523	Complete	HiC_scaffold_1	245285542	245351073	+	548.8	291	https://www.orthodb.org/v10?query=172821at32523	Lunapark, ER junction formation factor
172839at32523	Complete	HiC_scaffold_1	152220240	152235765	+	680.2	383	https://www.orthodb.org/v10?query=172839at32523	Solute carrier family 17 member 5
172934at32523	Complete	HiC_scaffold_13	6232469	6276789	+	474.2	280	https://www.orthodb.org/v10?query=172934at32523	guanine nucleotide-binding protein subunit beta-5
172939at32523	Complete	HiC_scaffold_1	18530351	18543706	+	534.6	274	https://www.orthodb.org/v10?query=172939at32523	replication factor C subunit 2
173014at32523	Complete	HiC_scaffold_10	3238563	3256252	+	569.5	320	https://www.orthodb.org/v10?query=173014at32523	beta-ureidopropionase
173021at32523	Complete	HiC_scaffold_15	1577930	1592696	-	579.7	301	https://www.orthodb.org/v10?query=173021at32523	RNA-binding protein MEX3A
173082at32523	Complete	HiC_scaffold_1	105258097	105266498	-	627.4	367	https://www.orthodb.org/v10?query=173082at32523	Acidic residue methyltransferase 1
173099at32523	Complete	HiC_scaffold_7	49564883	49578751	-	761.7	388	https://www.orthodb.org/v10?query=173099at32523	N6-adenosine-methyltransferase subunit METTL14
173105at32523	Complete	HiC_scaffold_11	2925345	2933292	+	560.0	385	https://www.orthodb.org/v10?query=173105at32523	TLD domain-containing protein 1
173139at32523	Complete	HiC_scaffold_12	22952479	22956218	-	470.8	269	https://www.orthodb.org/v10?query=173139at32523	Four and a half LIM domains 1
173181at32523	Complete	HiC_scaffold_5	43036880	43049387	-	383.9	282	https://www.orthodb.org/v10?query=173181at32523	glucose-6-phosphatase 3
173270at32523	Complete	HiC_scaffold_4	22654214	22663795	+	648.4	393	https://www.orthodb.org/v10?query=173270at32523	Dol-P-Glc
173329at32523	Complete	HiC_scaffold_2	47821380	47833704	+	588.4	474	https://www.orthodb.org/v10?query=173329at32523	DALR anticodon-binding domain-containing protein 3
173550at32523	Complete	HiC_scaffold_10	19141278	19155450	-	655.8	330	https://www.orthodb.org/v10?query=173550at32523	TBC1 domain family member 13
173575at32523	Complete	HiC_scaffold_1	84369821	84461692	+	397.0	242	https://www.orthodb.org/v10?query=173575at32523	histone-lysine N-methyltransferase SMYD3
173582at32523	Complete	HiC_scaffold_4	63017533	63037852	-	577.1	331	https://www.orthodb.org/v10?query=173582at32523	Glycine C-acetyltransferase
173591at32523	Complete	HiC_scaffold_1	264596920	264625703	+	583.8	379	https://www.orthodb.org/v10?query=173591at32523	Origin recognition complex subunit 4
173598at32523	Complete	HiC_scaffold_2	324969277	324970623	+	618.7	295	https://www.orthodb.org/v10?query=173598at32523	5-hydroxytryptamine receptor 1A
173655at32523	Complete	HiC_scaffold_4	94781133	94795995	-	515.6	308	https://www.orthodb.org/v10?query=173655at32523	Mesoderm specific transcript
173656at32523	Complete	HiC_scaffold_4	70260355	70277675	+	499.1	284	https://www.orthodb.org/v10?query=173656at32523	nucleoporin Nup37
173705at32523	Missing
173747at32523	Complete	HiC_scaffold_11	7454902	7469268	+	755.1	351	https://www.orthodb.org/v10?query=173747at32523	dnaJ homolog subfamily A member 2
173797at32523	Complete	HiC_scaffold_5	156070708	156146642	+	485.6	317	https://www.orthodb.org/v10?query=173797at32523	isoprenoid synthase domain-containing protein
173815at32523	Complete	HiC_scaffold_7	51623210	51694883	+	648.7	350	https://www.orthodb.org/v10?query=173815at32523	calcium uptake protein 3, mitochondrial
173832at32523	Complete	HiC_scaffold_5	167371869	167374523	+	543.4	398	https://www.orthodb.org/v10?query=173832at32523	SKI/DACH domain-containing protein 1
173903at32523	Complete	HiC_scaffold_10	17221951	17226229	-	453.2	197	https://www.orthodb.org/v10?query=173903at32523	serine/threonine-protein phosphatase 6 catalytic subunit
173918at32523	Complete	HiC_scaffold_4	202625897	202637653	+	622.8	280	https://www.orthodb.org/v10?query=173918at32523	hypoxia-inducible factor 1-alpha inhibitor
174022at32523	Complete	HiC_scaffold_6	109589107	109594894	+	527.6	319	https://www.orthodb.org/v10?query=174022at32523	Basic leucine zipper nuclear factor 1
174027at32523	Complete	HiC_scaffold_3	244911391	244921273	+	377.4	251	https://www.orthodb.org/v10?query=174027at32523	torsin-3A
174211at32523	Complete	HiC_scaffold_1	106165955	106175981	+	500.7	311	https://www.orthodb.org/v10?query=174211at32523	nucleoporin Nup43
174347at32523	Complete	HiC_scaffold_10	20168498	20174653	+	497.8	284	https://www.orthodb.org/v10?query=174347at32523	delta-aminolevulinic acid dehydratase
174365at32523	Complete	HiC_scaffold_16	703863	706924	-	349.2	238	https://www.orthodb.org/v10?query=174365at32523	DNA fragmentation factor subunit beta
174403at32523	Complete	HiC_scaffold_4	81655144	81669033	+	593.8	297	https://www.orthodb.org/v10?query=174403at32523	serine-threonine kinase receptor-associated protein
174474at32523	Complete	HiC_scaffold_1	151420605	151435730	+	542.2	287	https://www.orthodb.org/v10?query=174474at32523	cell cycle control protein 50A
174518at32523	Complete	HiC_scaffold_4	90986287	91005285	+	485.0	300	https://www.orthodb.org/v10?query=174518at32523	splicing factor 45
174588at32523	Complete	HiC_scaffold_1	74082041	74130736	+	663.5	366	https://www.orthodb.org/v10?query=174588at32523	potassium channel subfamily K member 5
174589at32523	Complete	HiC_scaffold_14	14605227	14629601	-	646.2	404	https://www.orthodb.org/v10?query=174589at32523	meiosis-specific with OB domain-containing protein
174611at32523	Complete	HiC_scaffold_2	167692156	167735485	+	871.5	460	https://www.orthodb.org/v10?query=174611at32523	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial
174621at32523	Complete	HiC_scaffold_4	72454483	72463885	+	752.1	446	https://www.orthodb.org/v10?query=174621at32523	AarF domain containing kinase 2
174624at32523	Complete	HiC_scaffold_1	396337269	396349372	+	870.0	568	https://www.orthodb.org/v10?query=174624at32523	cyclin-K
174649at32523	Complete	HiC_scaffold_3	220942334	221037357	+	518.9	234	https://www.orthodb.org/v10?query=174649at32523	calponin-3
174675at32523	Complete	HiC_scaffold_2	54472925	54487720	-	668.0	328	https://www.orthodb.org/v10?query=174675at32523	26S proteasome non-ATPase regulatory subunit 6
174771at32523	Complete	HiC_scaffold_13	14286555	14332435	+	557.8	330	https://www.orthodb.org/v10?query=174771at32523	Leucine rich repeat containing 28
174781at32523	Complete	HiC_scaffold_5	64775399	64815547	-	647.2	362	https://www.orthodb.org/v10?query=174781at32523	STE20-related kinase adapter protein alpha isoform X1
174853at32523	Complete	HiC_scaffold_1	196888145	196897015	+	362.1	322	https://www.orthodb.org/v10?query=174853at32523	THAP domain-containing protein 5
174890at32523	Complete	HiC_scaffold_1	303087760	303099586	+	577.9	311	https://www.orthodb.org/v10?query=174890at32523	26S proteasome non-ATPase regulatory subunit 13
174944at32523	Complete	HiC_scaffold_2	44130594	44139401	+	544.5	282	https://www.orthodb.org/v10?query=174944at32523	receptor of activated protein C kinase 1
174949at32523	Complete	HiC_scaffold_1	113631992	113679154	-	496.3	264	https://www.orthodb.org/v10?query=174949at32523	peroxisomal biogenesis factor 7
174959at32523	Complete	HiC_scaffold_3	204349434	204368412	+	569.4	294	https://www.orthodb.org/v10?query=174959at32523	geranylgeranyl transferase type-2 subunit beta
175073at32523	Complete	HiC_scaffold_10	13171326	13186535	+	539.9	329	https://www.orthodb.org/v10?query=175073at32523	RILP-like protein 1
175113at32523	Complete	HiC_scaffold_2	245469780	245495528	+	728.4	413	https://www.orthodb.org/v10?query=175113at32523	Fukutin
175128at32523	Complete	HiC_scaffold_2	137394689	137451715	+	452.3	375	https://www.orthodb.org/v10?query=175128at32523	lymphocyte cytosolic protein 2
175337at32523	Complete	HiC_scaffold_1	420574729	420585551	-	507.9	268	https://www.orthodb.org/v10?query=175337at32523	solute carrier family 35 member E1
175395at32523	Complete	HiC_scaffold_3	154453601	154475550	+	751.2	424	https://www.orthodb.org/v10?query=175395at32523	Glutathione synthetase
175462at32523	Complete	HiC_scaffold_4	62341483	62357859	+	473.9	265	https://www.orthodb.org/v10?query=175462at32523	DNA meiotic recombinase 1
175476at32523	Complete	HiC_scaffold_1	127591220	127601986	+	652.1	306	https://www.orthodb.org/v10?query=175476at32523	heparan sulfate glucosamine 3-O-sulfotransferase 5
175503at32523	Missing
175561at32523	Complete	HiC_scaffold_4	193652838	193662473	-	411.8	299	https://www.orthodb.org/v10?query=175561at32523	inositol polyphosphate multikinase
175562at32523	Complete	HiC_scaffold_7	15529691	15542077	-	499.5	327	https://www.orthodb.org/v10?query=175562at32523	Abraxas 1, BRCA1 A complex subunit
175597at32523	Complete	HiC_scaffold_15	4330750	4341789	+	577.8	312	https://www.orthodb.org/v10?query=175597at32523	protein PRRC1
175609at32523	Complete	HiC_scaffold_2	194156698	194170580	-	862.2	416	https://www.orthodb.org/v10?query=175609at32523	KAT8 regulatory NSL complex subunit 2 isoform X1
175626at32523	Complete	HiC_scaffold_10	3416559	3451040	-	778.7	534	https://www.orthodb.org/v10?query=175626at32523	Mediator of RNA polymerase II transcription subunit 15
175663at32523	Complete	HiC_scaffold_2	143957680	143970975	-	587.4	294	https://www.orthodb.org/v10?query=175663at32523	Methionine adenosyltransferase 2 subunit beta
175768at32523	Complete	HiC_scaffold_2	48609248	48625426	-	526.2	296	https://www.orthodb.org/v10?query=175768at32523	Pyruvate dehydrogenase E1 beta subunit
175843at32523	Complete	HiC_scaffold_3	183820933	183843791	+	482.1	330	https://www.orthodb.org/v10?query=175843at32523	uncharacterized protein C1orf228 homolog
175870at32523	Complete	HiC_scaffold_8	26037771	26051969	-	759.2	383	https://www.orthodb.org/v10?query=175870at32523	tubulin-specific chaperone cofactor E-like protein
175883at32523	Complete	HiC_scaffold_4	204485618	204490220	+	536.0	342	https://www.orthodb.org/v10?query=175883at32523	Leucine rich repeat, Ig-like and transmembrane domains 2
175897at32523	Complete	HiC_scaffold_1	421602212	421638788	-	649.6	397	https://www.orthodb.org/v10?query=175897at32523	ran-binding protein 3 isoform X1
176061at32523	Complete	HiC_scaffold_1	346751525	346820092	-	549.3	283	https://www.orthodb.org/v10?query=176061at32523	homeobox protein aristaless-like 4
176101at32523	Complete	HiC_scaffold_10	6247695	6253756	+	626.3	316	https://www.orthodb.org/v10?query=176101at32523	tRNA pseudouridine synthase
176110at32523	Complete	HiC_scaffold_10	6355494	6369964	+	586.3	377	https://www.orthodb.org/v10?query=176110at32523	nucleolar complex protein 4 homolog
176224at32523	Fragmented	HiC_scaffold_4	98070721	98082106	+	534.4	456	https://www.orthodb.org/v10?query=176224at32523	GRIP and coiled-coil domain-containing protein 1
176378at32523	Complete	HiC_scaffold_14	10297359	10321251	+	378.1	336	https://www.orthodb.org/v10?query=176378at32523	coiled-coil domain-containing protein 78
176403at32523	Complete	HiC_scaffold_1	306730213	306790635	+	520.1	410	https://www.orthodb.org/v10?query=176403at32523	leucine-rich repeat-containing protein 56
176408at32523	Complete	HiC_scaffold_14	18388589	18395579	+	317.8	398	https://www.orthodb.org/v10?query=176408at32523	interleukin-21 receptor
176412at32523	Complete	HiC_scaffold_5	2552434	2601654	+	630.2	398	https://www.orthodb.org/v10?query=176412at32523	7SK snRNA methylphosphate capping enzyme
176420at32523	Missing
176586at32523	Complete	HiC_scaffold_5	147552080	147554442	-	719.9	427	https://www.orthodb.org/v10?query=176586at32523	biotinidase
176589at32523	Complete	HiC_scaffold_5	47915079	47941976	-	623.3	432	https://www.orthodb.org/v10?query=176589at32523	CDK5 regulatory subunit-associated protein 3
176592at32523	Complete	HiC_scaffold_2	168980333	168998353	+	592.0	502	https://www.orthodb.org/v10?query=176592at32523	chromobox protein homolog 2
176713at32523	Complete	HiC_scaffold_2	178696358	178710451	-	366.5	295	https://www.orthodb.org/v10?query=176713at32523	beta-2-glycoprotein 1
176734at32523	Complete	HiC_scaffold_1	198117687	198146800	+	486.9	273	https://www.orthodb.org/v10?query=176734at32523	NADH dehydrogenase 
176765at32523	Complete	HiC_scaffold_1	4157252	4178319	-	505.5	298	https://www.orthodb.org/v10?query=176765at32523	Cystinosin, lysosomal cystine transporter
176864at32523	Complete	HiC_scaffold_7	83834380	83843803	-	639.7	358	https://www.orthodb.org/v10?query=176864at32523	Fibrinogen gamma chain
176970at32523	Missing
