accession,idtype,id
Q8BZJ7,Gene_Name,Dcun1d2
Q8IU60,Gene_Name,DCP2
Q6PCJ1,Gene_Name,dctn1
Q3ZCF0,Gene_Name,DCTN2
Q9UJW0,Gene_Name,DCTN4
Q8CBY8,Gene_Name,Dctn4
Q9BTE1,Gene_Name,DCTN5
P32321,Gene_Name,DCTD
P35458,Gene_Name,DCTN1
O00399,Gene_Name,DCTN6
Q9UMR2,Gene_Name,DDX19B
Q5ZK14,Gene_Name,DDA1
P56965,Gene_Name,DDAH1
O94760,Gene_Name,DDAH1
O08557,Gene_Name,Ddah1
O43602,Gene_Name,DCX
O88809,Gene_Name,Dcx
Q805F9,Gene_Name,DDB1
Q5TDH0,Gene_Name,DDI2
Q16832,Gene_Name,DDR2
Q9BUQ8,Gene_Name,DDX23
O00571,Gene_Name,DDX3X
Q62167,Gene_Name,Ddx3x
P24346,Gene_Name,an3
Q9UJV9,Gene_Name,DDX41
Q501J6,Gene_Name,Ddx17
Q90WU3,Gene_Name,DDX1
Q91VN6,Gene_Name,Ddx41
Q5F485,Gene_Name,DDX42
Q569Z5,Gene_Name,Ddx46
Q9H0S4,Gene_Name,DDX47
Q9Y6V7,Gene_Name,DDX49
Q61656,Gene_Name,Ddx5
Q5ZLN8,Gene_Name,DDX55
P26196,Gene_Name,DDX6
O88450,Gene_Name,Deaf1
O75618,Gene_Name,DEDD
Q16698,Gene_Name,DECR1
Q6ZN54,Gene_Name,DEF8
Q4V8I4,Gene_Name,Def8
Q6AXS3,Gene_Name,Dek
Q5F3C1,Gene_Name,DEGS1
Q8TCE6,Gene_Name,DENND10
A4D1U4,Gene_Name,DENND11
Q3UHG7,Gene_Name,Dennd11
Q9ULE3,Gene_Name,DENND2A
Q6IQ26,Gene_Name,DENND5A
Q6ZUT9,Gene_Name,DENND5B
Q8IWF6,Gene_Name,DENND6A
Q5ZJ39,Gene_Name,DENR
Q9Y315,Gene_Name,DERA
O75140,Gene_Name,DEPDC5
P61460,Gene_Name,Depdc5
Q9BUN8,Gene_Name,DERL1
Q5R9W3,Gene_Name,DERL1
Q8BNI4,Gene_Name,Derl2
Q5RC74,Gene_Name,DERL2
Q9QZZ6,Gene_Name,Dpt
P02542,Gene_Name,DES
Q6ICB0,Gene_Name,DESI1
Q5ZIV7,Gene_Name,DESI2
Q5PQ09,Gene_Name,desi2
Q7L5Y6,Gene_Name,DET1
Q14129,Gene_Name,DGCR6
Q8WYQ5,Gene_Name,DGCR8
Q9EQM6,Gene_Name,Dgcr8
Q16760,Gene_Name,DGKD
Q86XP1,Gene_Name,DGKH
D3YXJ0,Gene_Name,Dgkh
D3YWQ0,Gene_Name,Dgki
F1MAB7,Gene_Name,Dgki
Q9Y6T7,Gene_Name,DGKB
Q9Y4D2,Gene_Name,DAGLA
P00368,Gene_Name,GLUD1
P00367,Gene_Name,GLUD1
Q3T0Z7,Gene_Name,QDPR
P0DMQ6,Gene_Name,SORD
Q5ZI74,Gene_Name,DHX30
Q9H6R0,Gene_Name,DHX33
Q9H5Z1,Gene_Name,DHX35
O43143,Gene_Name,DHX15
Q5RAZ4,Gene_Name,DHX15
O17438,Gene_Name,PRP1
Q71R50,Gene_Name,DHRS11
O75911,Gene_Name,DHRS3
Q9H2U1,Gene_Name,DHX36
Q14562,Gene_Name,DHX8
Q08211,Gene_Name,DHX9
Q5R874,Gene_Name,DHX9
Q6EWQ6,Gene_Name,DHPS
Q6AY53,Gene_Name,Dhps
Q25BN1,Gene_Name,DICER1
Q9UBX3,Gene_Name,SLC25A10
O89035,Gene_Name,Slc25a10
Q5R634,Gene_Name,DIPK1A
Q8NDZ4,Gene_Name,DIPK2A
B1H2T2,Gene_Name,dipk2a
Q2KHT8,Gene_Name,DIMT1
Q9P265,Gene_Name,DIP2B
Q9Y2E4,Gene_Name,DIP2C
O95057,Gene_Name,DIRAS1
Q96HU8,Gene_Name,DIRAS2
Q95KD9,Gene_Name,DIRAS2
Q5PR73,Gene_Name,Diras2
Q96SL1,Gene_Name,SLC49A4
Q5RAJ6,Gene_Name,DNAJB11
Q8TBM8,Gene_Name,DNAJB14
B9U3F2,Gene_Name,DISP3
Q9NVH1,Gene_Name,DNAJC11
Q5RC70,Gene_Name,DNAJC11
O75165,Gene_Name,DNAJC13
Q9UBU2,Gene_Name,DKK2
Q58E03,Gene_Name,dnajc25
Q5HZT9,Gene_Name,dnajc25
Q6IMM1,Gene_Name,DNAJC27
Q9NZQ0,Gene_Name,DNAJC27
Q5ZJH9,Gene_Name,DKC1
P49819,Gene_Name,DLD
P09622,Gene_Name,DLD
Q63622,Gene_Name,Dlg2
Q92796,Gene_Name,DLG3
P70175,Gene_Name,Dlg3
Q62936,Gene_Name,Dlg3
Q62108,Gene_Name,Dlg4
Q5PYH5,Gene_Name,dlg1l
Q811D0,Gene_Name,Dlg1
Q15700,Gene_Name,DLG2
Q8BJ42,Gene_Name,Dlgap2
Q60HG3,Gene_Name,DLD
Q811C4,Gene_Name,DLD
O14490,Gene_Name,DLGAP1
O00548,Gene_Name,DLL1
Q9NP97,Gene_Name,DYNLRB1
P62628,Gene_Name,Dynlrb1
Q32P85,Gene_Name,DYNLRB2
P70396,Gene_Name,Dlx5
Q9NPF5,Gene_Name,DMAP1
P56177,Gene_Name,DLX1
Q64317,Gene_Name,Dlx1
F1NEA7,Gene_Name,DMBX1
Q14565,Gene_Name,DMC1
Q61880,Gene_Name,Dmc1
P11533,Gene_Name,DMD
Q9NQL9,Gene_Name,DMRT3
Q9Y222,Gene_Name,DMTF1
Q2KID4,Gene_Name,DNAL1
Q9JMC3,Gene_Name,Dnaja4
Q2KIT4,Gene_Name,DNAJB4
Q5BIP8,Gene_Name,DNAJB5
Q9DCM4,Gene_Name,Dnal4
A4F4L4,Gene_Name,DNAL4
P63036,Gene_Name,Dnaja1
Q2HJ94,Gene_Name,DNAJA2
Q5F3Z5,Gene_Name,DNAJB6
O75190,Gene_Name,DNAJB6
Q7TQ20,Gene_Name,Dnajc2
Q5ZI13,Gene_Name,DNAJC3
Q9H3Z4,Gene_Name,DNAJC5
Q99615,Gene_Name,DNAJC7
Q9QYI3,Gene_Name,Dnajc7
Q642C0,Gene_Name,Dnajc8
Q2KIA5,Gene_Name,DNM1L
O00429,Gene_Name,DNM1L
Q4W5Z4,Gene_Name,DNMT3A
Q1LZ53,Gene_Name,Dnmt3a
Q92072,Gene_Name,DNMT1
Q96BY6,Gene_Name,DOCK10
P70610,Gene_Name,Doc2b
Q14185,Gene_Name,DOCK1
Q92608,Gene_Name,DOCK2
Q8IZD9,Gene_Name,DOCK3
Q8N1I0,Gene_Name,DOCK4
P59764,Gene_Name,Dock4
Q9H7D0,Gene_Name,DOCK5
Q96N67,Gene_Name,DOCK7
Q9BZ29,Gene_Name,DOCK9
Q8BIK4,Gene_Name,Dock9
Q8TEW6,Gene_Name,DOK4
Q9P104,Gene_Name,DOK5
Q2MHE5,Gene_Name,Dok6
Q5JWR5,Gene_Name,DOP1A
B0KWE9,Gene_Name,DOLPP1
Q86YN1,Gene_Name,DOLPP1
B2KI79,Gene_Name,DOLPP1
Q9UKG1,Gene_Name,APPL1
Q8NEU8,Gene_Name,APPL2
Q9QX66,Gene_Name,Dpf1
Q92784,Gene_Name,DPF3
P58269,Gene_Name,Dpf3
Q8K0W9,Gene_Name,Dph3
Q5ZHX9,Gene_Name,DPH1
A5GFZ5,Gene_Name,DPM1
Q07864,Gene_Name,POLE
Q5ZKQ6,Gene_Name,POLE2
Q5R4W3,Gene_Name,POLE3
P06746,Gene_Name,POLB
Q27958,Gene_Name,POLB
Q8N608,Gene_Name,DPP10
Q6V1X1,Gene_Name,DPP8
Q86TI2,Gene_Name,DPP9
Q14195,Gene_Name,DPYSL3
Q62188,Gene_Name,Dpysl3
Q62952,Gene_Name,Dpysl3
O14531,Gene_Name,DPYSL4
O35098,Gene_Name,Dpysl4
Q9BPU6,Gene_Name,DPYSL5
Q14117,Gene_Name,DPYS
Q8TB45,Gene_Name,DEPTOR
Q99LT0,Gene_Name,Dpy30
Q5T2R2,Gene_Name,PDSS1
Q33DR2,Gene_Name,Pdss1
Q12882,Gene_Name,DPYD
Q14194,Gene_Name,CRMP1
P97427,Gene_Name,Crmp1
Q90635,Gene_Name,DPYSL2
P42289,Gene_Name,drd1
O95995,Gene_Name,GAS8
Q499U4,Gene_Name,Gas8
Q9Y295,Gene_Name,DRG1
P55039,Gene_Name,DRG2
Q8BYH0,Gene_Name,Drgx
Q13474,Gene_Name,DRP2
F1NY98,Gene_Name,DSCAM
E1C8P7,Gene_Name,DSCAML1
Q8TD84,Gene_Name,DSCAML1
P0C2H4,Gene_Name,DSE
Q8BLI4,Gene_Name,Dse
Q8TEA8,Gene_Name,DTD1
Q9Y2E6,Gene_Name,DTX4
Q9Y4J8,Gene_Name,DTNA
Q9D2N4,Gene_Name,Dtna
O60941,Gene_Name,DTNB
Q86Y01,Gene_Name,DTX1
Q9BV47,Gene_Name,DUSP26
Q5R6H6,Gene_Name,DUSP26
P0C598,Gene_Name,DUSP29
Q9ES45,Gene_Name,Duox2
Q0IID7,Gene_Name,DUSP10
Q9Y6W6,Gene_Name,DUSP10
Q6P1R4,Gene_Name,DUS1L
Q8C2P3,Gene_Name,Dus1l
P28562,Gene_Name,DUSP1
Q64623,Gene_Name,Dusp1
Q9NRW4,Gene_Name,DUSP22
Q13115,Gene_Name,DUSP4
Q62767,Gene_Name,Dusp4
Q2KJ36,Gene_Name,DUSP6
Q16828,Gene_Name,DUSP6
Q6XUX0,Gene_Name,DSTYK
Q91Z46,Gene_Name,Dusp7
Q63340,Gene_Name,Dusp7
Q60838,Gene_Name,Dvl2
B1WAP7,Gene_Name,dvl3
Q8VDW0,Gene_Name,Ddx39a
Q5U216,Gene_Name,Ddx39a
Q3T147,Gene_Name,DDX39B
Q8IVF4,Gene_Name,DNAH10
Q6ZR08,Gene_Name,DNAH12
Q923J6,Gene_Name,Dnah12
Q9UFH2,Gene_Name,DNAH17
Q9P225,Gene_Name,DNAH2
Q8TD57,Gene_Name,DNAH3
Q8TE73,Gene_Name,DNAH5
Q9C0G6,Gene_Name,DNAH6
Q8WXX0,Gene_Name,DNAH7
Q96JB1,Gene_Name,DNAH8
Q91XQ0,Gene_Name,Dnah8
Q9NYC9,Gene_Name,DNAH9
Q14204,Gene_Name,DYNC1H1
Q9JHU4,Gene_Name,Dync1h1
Q45VK7,Gene_Name,Dync2h1
Q5ZLW3,Gene_Name,DYM
Q05193,Gene_Name,DNM1
P39054,Gene_Name,Dnm2
P63170,Gene_Name,Dynll1
Q78P75,Gene_Name,Dynll2
Q13627,Gene_Name,DYRK1A
P63172,Gene_Name,DYNLT1
Q5ZIU3,Gene_Name,DYRK2
Q92630,Gene_Name,DYRK2
Q5U4C9,Gene_Name,Dyrk2
Q03001,Gene_Name,DST
Q9Y2J2,Gene_Name,EPB41L3
Q9WV92,Gene_Name,Epb41l3
Q9HCS5,Gene_Name,EPB41L4A
Q5ZIX3,Gene_Name,MEAF6
Q9HAF1,Gene_Name,MEAF6
Q68ER9,Gene_Name,meaf6
O57321,Gene_Name,SLC1A3
P43003,Gene_Name,SLC1A3
P56564,Gene_Name,Slc1a3
P24942,Gene_Name,Slc1a3
P31596,Gene_Name,Slc1a2
P31597,Gene_Name,SLC1A1
O00341,Gene_Name,SLC1A7
Q8HXX4,Gene_Name,HADHB
Q5VYK3,Gene_Name,ECPAS
Q9H8V3,Gene_Name,ECT2
Q9UNE0,Gene_Name,EDAR
Q5ZLS2,Gene_Name,EDC3
Q6P2E9,Gene_Name,EDC4
Q92611,Gene_Name,EDEM1
Q9BV94,Gene_Name,EDEM2
Q9BZQ6,Gene_Name,EDEM3
Q2HXL6,Gene_Name,Edem3
Q5ZMC0,Gene_Name,EDF1
O43854,Gene_Name,EDIL3
Q90328,Gene_Name,EDNRB
Q5ZKH3,Gene_Name,EED
P68105,Gene_Name,EEF1A1
P62630,Gene_Name,Eef1a1
Q71V39,Gene_Name,EEF1A2
P35463,Gene_Name,EDNRB
Q3B7T1,Gene_Name,EDRF1
Q6GQV7,Gene_Name,Edrf1
Q5R9R1,Gene_Name,EDRF1
P13549,Gene_Name,eef1as
Q90835,Gene_Name,EEF1A
Q9YGQ1,Gene_Name,EEF1B
P24534,Gene_Name,EEF1B2
P30151,Gene_Name,eef1b
Q9D8N0,Gene_Name,Eef1g
P29694,Gene_Name,EEF1G
Q68FR6,Gene_Name,Eef1g
A0SXL6,Gene_Name,EEF2
Q90705,Gene_Name,EEF2
Q8K0D5,Gene_Name,Gfm1
Q07803,Gene_Name,Gfm1
Q5ZKT6,Gene_Name,EEF1AKMT1
P52802,Gene_Name,EFNA2
P52804,Gene_Name,EFNA5
P52803,Gene_Name,EFNA5
O73612,Gene_Name,EFNB1
O13097,Gene_Name,efnb1
P52799,Gene_Name,EFNB2
Q14156,Gene_Name,EFR3A
Q641A2,Gene_Name,efr3a
Q9Y2G0,Gene_Name,EFR3B
Q6ZQ18,Gene_Name,Efr3b
P59722,Gene_Name,Egln1
Q91UZ4,Gene_Name,Egln3
Q06889,Gene_Name,EGR3
P43300,Gene_Name,Egr3
Q5RBP4,Gene_Name,EHD1
Q4V8H8,Gene_Name,Ehd2
Q9NZN3,Gene_Name,EHD3
Q8R491,Gene_Name,Ehd3
Q9H223,Gene_Name,EHD4
Q9EQP2,Gene_Name,Ehd4
O70273,Gene_Name,Ehf
Q5DW34,Gene_Name,Ehmt1
Q96KQ7,Gene_Name,EHMT2
Q9Z148,Gene_Name,Ehmt2
O14681,Gene_Name,EI24
Q4R4V8,Gene_Name,EIF2B1
Q5RAR0,Gene_Name,EIF2B1
Q64270,Gene_Name,Eif2b1
Q5E9B4,Gene_Name,EIF2B2
P49770,Gene_Name,EIF2B2
Q99LD9,Gene_Name,Eif2b2
P61220,Gene_Name,EIF1B
P48024,Gene_Name,Eif1
Q5ZKC1,Gene_Name,EIF2A
Q6PCR7,Gene_Name,eif3a
Q14152,Gene_Name,EIF3A
Q1JU68,Gene_Name,Eif3a
Q99613,Gene_Name,EIF3C
Q3T122,Gene_Name,EIF3D
P55884,Gene_Name,EIF3B
Q8JZQ9,Gene_Name,Eif3b
Q4G061,Gene_Name,Eif3b
Q569Z1,Gene_Name,eif3b
Q4R5B8,Gene_Name,EIF3F
A5A6I3,Gene_Name,EIF3F
Q3ZC12,Gene_Name,EIF3G
Q641X8,Gene_Name,Eif3e
Q91WK2,Gene_Name,Eif3h
Q5ZLE6,Gene_Name,EIF3H
A0JPM9,Gene_Name,Eif3j
Q3ZCK1,Gene_Name,EIF3L
Q9Y262,Gene_Name,EIF3L
Q9DBZ5,Gene_Name,Eif3k
Q5ZJ64,Gene_Name,EIF3M
B5FZ19,Gene_Name,EIF3I
Q6DUZ9,Gene_Name,eipr1
Q9HBU6,Gene_Name,ETNK1
Q9D4V0,Gene_Name,Etnk1
Q91903,Gene_Name,elavl2
Q14576,Gene_Name,ELAVL3
O09032,Gene_Name,Elavl4
A4QNI8,Gene_Name,elavl4
A8MWY0,Gene_Name,ELAPOR2
Q15717,Gene_Name,ELAVL1
Q15723,Gene_Name,ELF2
Q58DT0,Gene_Name,ELF5
P41970,Gene_Name,ELK3
P41971,Gene_Name,Elk3
P62870,Gene_Name,Elob
Q8BHL5,Gene_Name,Elmo2
Q8N336,Gene_Name,ELMOD1
Q92556,Gene_Name,ELMO1
P83941,Gene_Name,Eloc
P60003,Gene_Name,Elof1
Q5ZHS1,Gene_Name,ELP3
Q2KJD9,Gene_Name,ELOVL5
Q920L7,Gene_Name,Elovl5
Q32NI8,Gene_Name,elovl5
Q5M8U1,Gene_Name,elovl5
Q5ZJR8,Gene_Name,ELOVL6
Q5ZJ00,Gene_Name,MPP1
O00423,Gene_Name,EML1
O95834,Gene_Name,EML2
Q9HC35,Gene_Name,EML4
Q05BV3,Gene_Name,EML5
Q5ZL00,Gene_Name,EMC1
Q6ZMW3,Gene_Name,EML6
Q8N4V1,Gene_Name,MMGT1
Q9CQW0,Gene_Name,Emc6
Q9EP72,Gene_Name,Emc7
Q32KL5,Gene_Name,EMC8
Q15006,Gene_Name,EMC2
Q5R882,Gene_Name,EMC2
Q5R7C1,Gene_Name,EMC3
Q9CZX9,Gene_Name,Emc4
Q5RC35,Gene_Name,EMC4
Q32LC4,Gene_Name,MMGT1
O35709,Gene_Name,Enc1
Q6GLB9,Gene_Name,emx1
Q04743,Gene_Name,EMX2
Q04744,Gene_Name,Emx2
Q03111,Gene_Name,MLLT1
Q3ZC09,Gene_Name,ENO3
P21550,Gene_Name,Eno3
P15429,Gene_Name,Eno3
Q2KIA9,Gene_Name,ENOSF1
Q7L5Y1,Gene_Name,ENOSF1
Q5RAT4,Gene_Name,ENOSF1
O57391,Gene_Name,ENO2
Q9UHY7,Gene_Name,ENOPH1
Q8TC92,Gene_Name,ENOX1
Q8BHR2,Gene_Name,Enox1
Q95M18,Gene_Name,HSP90B1
P08110,Gene_Name,HSP90B1
Q66HD0,Gene_Name,Hsp90b1
Q5ZIF8,Gene_Name,ENSA
B5XE27,Gene_Name,ensa
Q7ZXH9,Gene_Name,ensa
Q9Y227,Gene_Name,ENTPD4
B5FZ63,Gene_Name,ENY2
Q6DEY7,Gene_Name,epabp
Q9UBC2,Gene_Name,EPS15L1
Q09472,Gene_Name,EP300
Q91736,Gene_Name,ephb1-b
Q6Q7P4,Gene_Name,EPB41
P11171,Gene_Name,EPB41
P48193,Gene_Name,Epb41
Q9H2F5,Gene_Name,EPC1
Q52LR7,Gene_Name,EPC2
P29318,Gene_Name,EPHA3
Q07496,Gene_Name,EPHA4
P54755,Gene_Name,EPHA5
Q9UF33,Gene_Name,EPHA6
O42422,Gene_Name,EPHA7
Q15375,Gene_Name,EPHA7
P09759,Gene_Name,Ephb1
P54763,Gene_Name,Ephb2
Q07498,Gene_Name,EPHB3
P54760,Gene_Name,EPHB4
Q07497,Gene_Name,EPHB5
Q8IUS5,Gene_Name,EPHX4
O95208,Gene_Name,EPN2
A7Z035,Gene_Name,CLINT1
Q15303,Gene_Name,ERBB4
Q61527,Gene_Name,Erbb4
O15083,Gene_Name,ERC2
A6QLJ0,Gene_Name,ERCC2
Q60452,Gene_Name,ERCC2
Q1RMT1,Gene_Name,ERCC3
Q5BIM8,Gene_Name,ERCC8
Q5XHA2,Gene_Name,kdelr1
Q5ZKX9,Gene_Name,KDELR2
O43731,Gene_Name,KDELR3
Q8R1L4,Gene_Name,Kdelr3
Q5U2Q7,Gene_Name,Etf1
P15170,Gene_Name,GSPT1
Q8R050,Gene_Name,Gspt1
Q5R589,Gene_Name,ERG28
O43414,Gene_Name,ERI3
O75477,Gene_Name,ERLIN1
Q5RCJ9,Gene_Name,ERLIN1
Q5R7C5,Gene_Name,ERLIN2
Q6NVS2,Gene_Name,ergic3
Q90837,Gene_Name,ERG
P84089,Gene_Name,Erh
Q969X5,Gene_Name,ERGIC1
Q4R5C3,Gene_Name,ERGIC2
Q803I2,Gene_Name,ergic3
Q6DKC0,Gene_Name,erlin2-b
Q86YB8,Gene_Name,ERO1B
Q8R2E9,Gene_Name,Ero1b
O75460,Gene_Name,ERN1
Q9BS26,Gene_Name,ERP44
Q9D1Q6,Gene_Name,Erp44
O95718,Gene_Name,ESRRB
P62510,Gene_Name,Esrrg
P06212,Gene_Name,ESR1
O93511,Gene_Name,ESR2
Q6NXG1,Gene_Name,ESRP1
P10768,Gene_Name,ESD
B2RYD2,Gene_Name,Esrp1
Q5ZLR4,Gene_Name,ESRP2
Q3TZZ7,Gene_Name,Esyt2
Q9GJT2,Gene_Name,ESD
P13804,Gene_Name,ETFA
Q8HXY0,Gene_Name,ETFA
Q91V16,Gene_Name,Etfrf1
B5FXA0,Gene_Name,etfrf1
Q5RFK0,Gene_Name,ETFB
Q2KIG0,Gene_Name,ETFDH
Q16134,Gene_Name,ETFDH
P55931,Gene_Name,ETFDH
Q2KIC2,Gene_Name,ETV1
P50549,Gene_Name,ETV1
P41161,Gene_Name,ETV5
Q9CXC9,Gene_Name,Etv5
P41212,Gene_Name,ETV6
P13474,Gene_Name,ETS1
P15062,Gene_Name,ETS1
P10157,Gene_Name,ETS2
Q96CN4,Gene_Name,EVI5L
O60447,Gene_Name,EVI5
Q9UI08,Gene_Name,EVL
Q5R896,Gene_Name,EVL
Q01844,Gene_Name,EWSR1
Q9Y2D4,Gene_Name,EXOC6B
A6H5Z3,Gene_Name,Exoc6b
Q96KP1,Gene_Name,EXOC2
Q62825,Gene_Name,Exoc3
Q96A65,Gene_Name,EXOC4
O00471,Gene_Name,EXOC5
P97878,Gene_Name,Exoc5
Q8TAG9,Gene_Name,EXOC6
Q9UPT5,Gene_Name,EXOC7
O35250,Gene_Name,Exoc7
O54922,Gene_Name,Exoc7
Q5ZJ43,Gene_Name,EXOC8
Q9NV70,Gene_Name,EXOC1
Q9DAA6,Gene_Name,Exosc1
Q2KID0,Gene_Name,EXOSC2
Q15024,Gene_Name,EXOSC7
Q3SWZ4,Gene_Name,EXOSC9
Q06265,Gene_Name,EXOSC9
Q9JHI7,Gene_Name,Exosc9
Q4QR75,Gene_Name,Exosc9
A5D7I4,Gene_Name,EXT1
Q16394,Gene_Name,EXT1
A9X1C8,Gene_Name,EXT1
Q93063,Gene_Name,EXT2
Q9ES89,Gene_Name,Extl2
O43909,Gene_Name,EXTL3
Q99502,Gene_Name,EYA1
Q99504,Gene_Name,EYA3
O95677,Gene_Name,EYA4
Q92800,Gene_Name,EZH1
Q5RDS6,Gene_Name,EZH1
Q61188,Gene_Name,Ezh2
Q28D84,Gene_Name,ezh2
Q9H098,Gene_Name,FAM107B
Q5ZLF0,Gene_Name,ST13
P15311,Gene_Name,EZR
Q78T81,Gene_Name,Fam102a
Q5T8I3,Gene_Name,FAM102B
Q91YN1,Gene_Name,Fam118a
Q4R836,Gene_Name,FAM118B
A6H7H1,Gene_Name,FAM120A
Q86XD5,Gene_Name,FAM131B
Q49AJ0,Gene_Name,FAM135B
Q9DAI6,Gene_Name,Fam135b
Q641I1,Gene_Name,fam135b
Q5R5R3,Gene_Name,FAM110B
A1KXE4,Gene_Name,FAM168B
D4AEP3,Gene_Name,Fam168b
P00636,Gene_Name,FBP1
P00637,Gene_Name,FBP1
Q9Z1N1,Gene_Name,Fbp2
Q8IW50,Gene_Name,FAM219A
Q9D772,Gene_Name,Fam219a
Q28J76,Gene_Name,fam199x
Q6GP60,Gene_Name,fam199x-a
Q5ZK44,Gene_Name,FAM172A
O60825,Gene_Name,PFKFB2
Q16875,Gene_Name,PFKFB3
Q5R9C1,Gene_Name,PFKFB3
Q16877,Gene_Name,PFKFB4
Q4QXT9,Gene_Name,F10
Q658Y4,Gene_Name,FAM91A1
Q3UVG3,Gene_Name,Fam91a1
Q1L659,Gene_Name,F10
Q9WV03,Gene_Name,Fam50a
Q5HYJ3,Gene_Name,FAM76B
Q80XP8,Gene_Name,Fam76b
Q5JUQ0,Gene_Name,FAM78A
Q8C552,Gene_Name,Fam78a
Q8BQN5,Gene_Name,Fam78b
Q5ZJ65,Gene_Name,FAM76A
Q96GI7,Gene_Name,FAM89A
Q09139,Gene_Name,FABP7
P10790,Gene_Name,FABP3
O75844,Gene_Name,ZMPSTE24
Q922J9,Gene_Name,Far1
Q0IIF6,Gene_Name,FAIM
Q00944,Gene_Name,PTK2
Q14289,Gene_Name,PTK2B
Q9UNN5,Gene_Name,FAF1
P54731,Gene_Name,Faf1
Q96CS3,Gene_Name,FAF2
Q810F4,Gene_Name,Fam3c
Q91VU0,Gene_Name,Fam3c
F1P065,Gene_Name,FARP1
Q8TDW7,Gene_Name,FAT3
Q5TGI0,Gene_Name,FAXC
Q5EA62,Gene_Name,FBLN5
P98133,Gene_Name,FBN1
P35555,Gene_Name,FBN1
P35556,Gene_Name,FBN2
Q61555,Gene_Name,Fbn2
Q9Y297,Gene_Name,BTRC
Q9UKB1,Gene_Name,FBXW11
Q7TQF2,Gene_Name,Fbxo10
Q86XK2,Gene_Name,FBXO11
Q7TPD1,Gene_Name,Fbxo11
Q8K3B1,Gene_Name,Fbxo45
Q8TCJ0,Gene_Name,FBXO25
Q4R372,Gene_Name,FBXO25
Q9NVF7,Gene_Name,FBXO28
Q3TQF0,Gene_Name,Fbxo31
Q5T0N5,Gene_Name,FNBP1L
Q2HWF0,Gene_Name,Fnbp1l
Q6GUF4,Gene_Name,fnbp1l
Q1A730,Gene_Name,FBXO32
Q7Z6M2,Gene_Name,FBXO33
Q6PIJ6,Gene_Name,FBXO38
A6H7H7,Gene_Name,FBXO3
Q9UK99,Gene_Name,FBXO3
D4ABP9,Gene_Name,Fbxo3
Q6NS60,Gene_Name,Fbxo41
Q6P3S6,Gene_Name,FBXO42
Q5RDA9,Gene_Name,FBXO42
Q5E9G6,Gene_Name,FBXO8
Q9NRD0,Gene_Name,FBXO8
Q9UK97,Gene_Name,FBXO9
Q9UKT7,Gene_Name,FBXL3
Q8C4V4,Gene_Name,Fbxl3
Q9UKA2,Gene_Name,FBXL4
Q5BJ29,Gene_Name,Fbxl7
Q9UKT8,Gene_Name,FBXW2
F1MNN4,Gene_Name,FBXW7
Q969H0,Gene_Name,FBXW7
Q5RFQ0,Gene_Name,FCF1
Q0JRZ9,Gene_Name,FCHO2
D3ZYR1,Gene_Name,Fcho2
O94868,Gene_Name,FCHSD2
Q32KR6,Gene_Name,FDFT1
Q5ZM55,Gene_Name,FEM1B
Q96JP0,Gene_Name,FEM1C
Q5ZLN4,Gene_Name,FEN1
P16591,Gene_Name,FER
Q96AC1,Gene_Name,FERMT2
Q99689,Gene_Name,FEZ1
P97577,Gene_Name,Fez1
P61150,Gene_Name,Fgf12
Q9ERW3,Gene_Name,Fgf13
Q8R5L7,Gene_Name,Fgf14
Q9ESL8,Gene_Name,Fgf16
O76093,Gene_Name,FGF18
P19596,Gene_Name,FGF1
Q28G88,Gene_Name,fezf2
P48800,Gene_Name,FGF2
Q9ESL9,Gene_Name,Fgf20
P48801,Gene_Name,FGF3
P36386,Gene_Name,fgf3
P48804,Gene_Name,FGF4
P21804,Gene_Name,FGFR1
P18461,Gene_Name,FGFR2
P18460,Gene_Name,FGFR3
Q90722,Gene_Name,FGF8
P31371,Gene_Name,FGF9
Q90330,Gene_Name,FGFR4
Q5R561,Gene_Name,FGFR1OP2
Q7T2H2,Gene_Name,FGFRL1
A0JNG7,Gene_Name,FHIP2A
Q5W0V3,Gene_Name,FHIP2A
Q2V2M9,Gene_Name,FHOD3
O89106,Gene_Name,Fhit
Q9JIX3,Gene_Name,Fhit
Q14192,Gene_Name,FHL2
Q9JI19,Gene_Name,Fibp
Q92562,Gene_Name,FIG4
Q9BVA6,Gene_Name,FICD
Q5HY92,Gene_Name,FIGN
Q9CQ92,Gene_Name,Fis1
Q5RAA7,Gene_Name,FIP1L1
Q5U317,Gene_Name,Fip1l1
P59024,Gene_Name,Fkbp14
Q5R941,Gene_Name,FKBP14
P18203,Gene_Name,FKBP1A
P68106,Gene_Name,FKBP1B
Q32PA9,Gene_Name,FKBP2
Q2KJC8,Gene_Name,FKBP9
O95302,Gene_Name,FKBP9
Q13451,Gene_Name,FKBP5
Q9ER69,Gene_Name,Wtap
Q76JQ2,Gene_Name,Flcn
Q01543,Gene_Name,FLI1
Q13045,Gene_Name,FLII
Q7Z7B0,Gene_Name,FILIP1
P21333,Gene_Name,FLNA
Q8BTM8,Gene_Name,Flna
O75369,Gene_Name,FLNB
Q14315,Gene_Name,FLNC
Q9Z1E1,Gene_Name,Flot1
Q14254,Gene_Name,FLOT2
Q9Z2S9,Gene_Name,Flot2
Q8BG21,Gene_Name,Cacfd1
Q9NZU1,Gene_Name,FLRT1
Q6RKD8,Gene_Name,Flrt1
O43155,Gene_Name,FLRT2
