file,model,model-long,codon model,description,tree-length,Lnl,np,kappa,siteClassModel,p0,w,p,q,proportion_0,omega_0,proportion_1,omega_1,proportion_2,omega_2
OG0010397,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.31583,-1782.795477,15,2.28312,NearlyNeutral,,,,,0.76893,0.11816,0.23107,1.00000,,
OG0010397,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.34828,-1781.821423,17,2.38864,PositiveSelection,,,,,0.84707,0.15460,0.0,1.00000,0.15293,1.59647
OG0011966,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.57062,-3456.619947,15,2.83939,NearlyNeutral,,,,,0.68817,0.00000,0.31183,1.00000,,
OG0011966,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.61693,-3452.887325,17,3.04036,PositiveSelection,,,,,0.69679,0.01005,0.28628,1.00000,0.01692,7.18580
OG0009918,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.49365,-1990.709469,15,2.86387,NearlyNeutral,,,,,0.81186,0.04909,0.18814,1.00000,,
OG0009918,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.5014,-1989.709705,17,2.91707,PositiveSelection,,,,,0.92281,0.10509,0.0,1.00000,0.07719,2.07901
OG0014162,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.64814,-11650.525175,15,3.52628,NearlyNeutral,,,,,0.89845,0.07558,0.10155,1.00000,,
OG0014162,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.64861,-11650.421092,17,3.53592,PositiveSelection,,,,,0.91513,0.08239,0.0,1.00000,0.08487,1.13211
OG0009600,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.50967,-1466.767628,15,2.84609,NearlyNeutral,,,,,0.75749,0.00000,0.24251,1.00000,,
OG0009600,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.52912,-1462.756015,17,2.96048,PositiveSelection,,,,,0.89831,0.07281,0.0,1.00000,0.10169,3.16667
OG0010954,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.42805,-1220.819782,15,1.68605,NearlyNeutral,,,,,0.96771,0.01984,0.03229,1.00000,,
OG0010954,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.42805,-1220.819782,17,1.68605,PositiveSelection,,,,,0.96771,0.01984,0.01231,1.00000,0.01997,1.00000
OG0007801,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.60801,-2873.206693,15,3.91045,NearlyNeutral,,,,,0.79427,0.00663,0.20573,1.00000,,
OG0007801,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.60801,-2873.206693,17,3.91044,PositiveSelection,,,,,0.79426,0.00663,0.06071,1.00000,0.14503,1.00000
OG0014035,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.43816,-2879.143761,15,2.33842,NearlyNeutral,,,,,0.66141,0.03891,0.33859,1.00000,,
OG0014035,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,40.33378,-2856.612155,17,2.68961,PositiveSelection,,,,,0.62558,0.03172,0.35099,1.00000,0.02343,998.99352
OG0012531,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.53166,-6322.534862,15,1.65831,NearlyNeutral,,,,,0.86676,0.00000,0.13324,1.00000,,
OG0012531,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.62654,-6269.872657,17,2.06473,PositiveSelection,,,,,0.87248,0.00161,0.09447,1.00000,0.03304,8.76643
OG0010171,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.87106,-1603.340721,15,2.9525,NearlyNeutral,,,,,0.75241,0.03025,0.24759,1.00000,,
OG0010171,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.87105,-1603.340721,17,2.9525,PositiveSelection,,,,,0.75241,0.03025,0.13257,1.00000,0.11503,1.00000
OG0006658,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.48371,-2884.333745,15,4.19936,NearlyNeutral,,,,,0.98063,0.06958,0.01937,1.00000,,
OG0006658,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.48404,-2882.111584,17,4.25535,PositiveSelection,,,,,0.99741,0.08067,0.0,1.00000,0.00259,6.16999
OG0006324,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.34965,-6457.824504,15,3.31088,NearlyNeutral,,,,,0.84088,0.00000,0.15912,1.00000,,
OG0006324,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.35176,-6457.343766,17,3.3741,PositiveSelection,,,,,0.90664,0.03182,0.0,1.00000,0.09336,1.51216
OG0009692,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.53714,-6310.115368,15,4.41574,NearlyNeutral,,,,,0.86756,0.04835,0.13244,1.00000,,
OG0009692,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.53714,-6310.115368,17,4.41573,PositiveSelection,,,,,0.86756,0.04835,0.03048,1.00000,0.10196,1.00000
OG0008155,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.28172,-4037.305233,15,3.55602,NearlyNeutral,,,,,0.89901,0.01460,0.10099,1.00000,,
OG0008155,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.28172,-4037.305233,17,3.556,PositiveSelection,,,,,0.89901,0.01460,0.06383,1.00000,0.03716,1.00000
OG0012662,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.47068,-2383.22115,15,2.15058,NearlyNeutral,,,,,0.75051,0.00992,0.24949,1.00000,,
OG0012662,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.48265,-2380.056872,17,2.26623,PositiveSelection,,,,,0.92974,0.12036,0.0,1.00000,0.07026,2.93137
OG0005840,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.63754,-1592.043872,15,3.79138,NearlyNeutral,,,,,0.94121,0.30043,0.05879,1.00000,,
OG0005840,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.63844,-1591.965993,17,3.79678,PositiveSelection,,,,,0.98843,0.32209,0.0,1.00000,0.01157,2.42244
OG0009820,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.55731,-2953.968413,15,4.19616,NearlyNeutral,,,,,0.74113,0.01013,0.25887,1.00000,,
OG0009820,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.55824,-2953.782129,17,4.22494,PositiveSelection,,,,,0.81943,0.05127,0.0,1.00000,0.18057,1.29500
OG0014300,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.22949,-1468.099486,15,5.49553,NearlyNeutral,,,,,0.94427,0.00038,0.05573,1.00000,,
OG0014300,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.22949,-1468.099486,17,5.49551,PositiveSelection,,,,,0.94427,0.00038,0.04464,1.00000,0.01109,1.00000
OG0012252,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.27529,-6607.019472,15,2.02491,NearlyNeutral,,,,,0.62635,0.04365,0.37365,1.00000,,
OG0012252,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,11.30988,-6447.573174,17,3.11388,PositiveSelection,,,,,0.49901,0.01637,0.43474,1.00000,0.06624,158.86024
OG0005860,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.46451,-1261.611859,15,3.79883,NearlyNeutral,,,,,0.97835,0.02819,0.02165,1.00000,,
OG0005860,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.46451,-1261.611859,17,3.79883,PositiveSelection,,,,,0.97835,0.02819,0.00969,1.00000,0.01196,1.00000
OG0006222,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.76957,-4046.033939,15,2.97366,NearlyNeutral,,,,,0.51724,0.06546,0.48276,1.00000,,
OG0006222,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.77539,-4045.731403,17,3.0016,PositiveSelection,,,,,0.68528,0.17365,0.0,1.00000,0.31472,1.33511
OG0005368,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,2.44328,-4806.974566,15,3.04272,NearlyNeutral,,,,,0.75543,0.12228,0.24457,1.00000,,
OG0005368,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,2.44328,-4806.974566,17,3.04272,PositiveSelection,,,,,0.75543,0.12228,0.11874,1.00000,0.12584,1.00000
OG0006208,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.94615,-4374.042937,15,6.13722,NearlyNeutral,,,,,0.90669,0.00791,0.09331,1.00000,,
OG0006208,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.94615,-4374.042937,17,6.13721,PositiveSelection,,,,,0.90669,0.00791,0.05456,1.00000,0.03875,1.00000
OG0009071,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.37176,-4355.694582,15,2.75466,NearlyNeutral,,,,,0.83072,0.00000,0.16928,1.00000,,
OG0009071,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.37657,-4354.904015,17,2.83225,PositiveSelection,,,,,0.90396,0.03204,0.0,1.00000,0.09604,1.72699
OG0010375,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.90013,-3597.826368,15,3.95521,NearlyNeutral,,,,,0.91014,0.03143,0.08986,1.00000,,
OG0010375,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.90013,-3597.826368,17,3.95521,PositiveSelection,,,,,0.91014,0.03143,0.03988,1.00000,0.04998,1.00000
OG0005461,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.72584,-10052.209428,15,2.28611,NearlyNeutral,,,,,0.77179,0.02496,0.22821,1.00000,,
OG0005461,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.79027,-10027.203631,17,2.51733,PositiveSelection,,,,,0.78167,0.03923,0.20284,1.00000,0.01549,8.62495
OG0007522,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.48607,-3273.808071,15,2.61675,NearlyNeutral,,,,,0.83946,0.06205,0.16054,1.00000,,
OG0007522,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.48607,-3273.808071,17,2.61675,PositiveSelection,,,,,0.83946,0.06205,0.05326,1.00000,0.10728,1.00000
OG0008354,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.53115,-972.754791,15,2.14262,NearlyNeutral,,,,,0.92246,0.00000,0.07754,1.00000,,
OG0008354,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.53865,-972.009203,17,2.24539,PositiveSelection,,,,,0.93614,0.00000,0.0,1.00000,0.06386,1.71252
OG0013498,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.53779,-7582.730594,15,3.51233,NearlyNeutral,,,,,0.66443,0.04794,0.33557,1.00000,,
OG0013498,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.62377,-7562.704271,17,3.76303,PositiveSelection,,,,,0.6907,0.08817,0.29764,1.00000,0.01166,16.83308
OG0011902,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.60717,-3809.151639,15,3.40796,NearlyNeutral,,,,,0.71486,0.01079,0.28514,1.00000,,
OG0011902,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.60717,-3809.151639,17,3.40796,PositiveSelection,,,,,0.71486,0.01079,0.10265,1.00000,0.18249,1.00000
OG0012047,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.06452,-1031.531738,15,3.47196,NearlyNeutral,,,,,0.86993,0.09507,0.13007,1.00000,,
OG0012047,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.08579,-1031.354983,17,3.52052,PositiveSelection,,,,,0.88078,0.10164,0.1119,1.00000,0.00733,4.16202
OG0009455,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.1577,-1148.60095,15,9.62674,NearlyNeutral,,,,,0.91994,0.00000,0.08006,1.00000,,
OG0009455,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.15795,-1148.594878,17,9.64433,PositiveSelection,,,,,0.92625,0.00000,0.0,1.00000,0.07375,1.11566
OG0013914,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.34476,-2655.721271,15,3.08744,NearlyNeutral,,,,,0.94079,0.01906,0.05921,1.00000,,
OG0013914,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.34476,-2655.721272,17,3.08744,PositiveSelection,,,,,0.94079,0.01906,0.05921,1.00000,0.0,36.37080
OG0006166,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.76469,-4602.599126,15,2.49778,NearlyNeutral,,,,,0.83948,0.01700,0.16052,1.00000,,
OG0006166,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.78509,-4597.957504,17,2.63308,PositiveSelection,,,,,0.8482,0.02303,0.13856,1.00000,0.01324,4.43841
OG0008990,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.35555,-2609.810782,15,3.31465,NearlyNeutral,,,,,0.9784,0.05877,0.0216,1.00000,,
OG0008990,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.35555,-2609.810782,17,3.31464,PositiveSelection,,,,,0.9784,0.05877,0.00962,1.00000,0.01198,1.00000
OG0006952,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.86369,-5309.111239,15,2.68809,NearlyNeutral,,,,,0.47694,0.12334,0.52306,1.00000,,
OG0006952,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,2.01758,-5293.561305,17,2.96162,PositiveSelection,,,,,0.4325,0.13185,0.51851,1.00000,0.04899,5.34856
OG0011281,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.55518,-1651.593492,15,4.77295,NearlyNeutral,,,,,0.98375,0.03632,0.01625,1.00000,,
OG0011281,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.55555,-1651.592801,17,4.77413,PositiveSelection,,,,,0.98457,0.03654,0.0,1.00000,0.01543,1.05448
OG0008176,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.39862,-3910.925621,15,2.87233,NearlyNeutral,,,,,0.96677,0.04051,0.03323,1.00000,,
OG0008176,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.39862,-3910.925621,17,2.87233,PositiveSelection,,,,,0.96677,0.04050,0.02393,1.00000,0.0093,1.00000
OG0007053,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.5779,-3081.629229,15,2.79052,NearlyNeutral,,,,,0.81611,0.01278,0.18389,1.00000,,
OG0007053,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.58319,-3079.534345,17,2.88971,PositiveSelection,,,,,0.90931,0.05878,0.0,1.00000,0.09069,1.90325
OG0011098,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.49001,-2713.2961,15,3.03709,NearlyNeutral,,,,,0.95959,0.04991,0.04041,1.00000,,
OG0011098,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.49001,-2713.2961,17,3.03709,PositiveSelection,,,,,0.95959,0.04992,0.01307,1.00000,0.02733,1.00000
OG0008893,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.46972,-5821.218302,15,2.56607,NearlyNeutral,,,,,0.66912,0.11539,0.33088,1.00000,,
OG0008893,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.47333,-5821.134097,17,2.58296,PositiveSelection,,,,,0.69425,0.12689,0.0,1.00000,0.30575,1.07697
OG0009172,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.73224,-2566.018862,15,2.07824,NearlyNeutral,,,,,0.7932,0.08721,0.2068,1.00000,,
OG0009172,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.7357,-2565.917579,17,2.08286,PositiveSelection,,,,,0.85319,0.11418,2e-05,1.00000,0.14679,1.26739
OG0008158,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.54236,-3415.88697,15,4.87589,NearlyNeutral,,,,,0.91977,0.06680,0.08023,1.00000,,
OG0008158,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.54236,-3415.88697,17,4.87589,PositiveSelection,,,,,0.91977,0.06680,6e-05,1.00000,0.08017,1.00000
OG0012264,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.34292,-2127.335494,15,3.52112,NearlyNeutral,,,,,0.99999,0.00995,1e-05,1.00000,,
OG0012264,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.34291,-2127.334706,17,3.52108,PositiveSelection,,,,,1.0,0.00996,0.0,1.00000,0.0,1.00000
OG0013754,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.66459,-8031.736635,15,2.64939,NearlyNeutral,,,,,0.92887,0.02788,0.07113,1.00000,,
OG0013754,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.66899,-8030.106386,17,2.69999,PositiveSelection,,,,,0.94183,0.03382,0.04574,1.00000,0.01243,2.42344
OG0010300,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.54669,-10003.117877,15,3.82309,NearlyNeutral,,,,,0.83654,0.13417,0.16346,1.00000,,
OG0010300,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.56295,-9994.633678,17,3.94406,PositiveSelection,,,,,0.92736,0.19149,0.05247,1.00000,0.02017,4.22545
OG0007399,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.46981,-4150.371272,15,2.43007,NearlyNeutral,,,,,0.79878,0.12095,0.20122,1.00000,,
OG0007399,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.46981,-4150.371272,17,2.43007,PositiveSelection,,,,,0.79878,0.12095,0.10779,1.00000,0.09344,1.00000
OG0010955,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,2.39495,-3758.33836,15,3.06323,NearlyNeutral,,,,,0.47275,0.11068,0.52725,1.00000,,
OG0010955,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,2.47735,-3757.116442,17,3.1774,PositiveSelection,,,,,0.54124,0.16700,0.37197,1.00000,0.0868,2.32746
OG0011499,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.39264,-2519.015134,15,2.53048,NearlyNeutral,,,,,0.87832,0.00000,0.12168,1.00000,,
OG0011499,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.39264,-2519.015134,17,2.53048,PositiveSelection,,,,,0.87832,0.00000,0.03963,1.00000,0.08205,1.00000
OG0013002,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.54495,-2586.000519,15,2.9465,NearlyNeutral,,,,,0.8599,0.02748,0.1401,1.00000,,
OG0013002,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.54495,-2586.000519,17,2.9465,PositiveSelection,,,,,0.8599,0.02748,0.05824,1.00000,0.08186,1.00000
OG0005832,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.8723,-5712.015807,15,1.38385,NearlyNeutral,,,,,0.81257,0.00000,0.18743,1.00000,,
OG0005832,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.0376,-5628.811443,17,1.90141,PositiveSelection,,,,,0.88798,0.04909,0.02361,1.00000,0.08841,6.14929
OG0011674,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.80386,-4471.73506,15,2.15819,NearlyNeutral,,,,,0.89402,0.04534,0.10598,1.00000,,
OG0011674,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.80386,-4471.73506,17,2.15819,PositiveSelection,,,,,0.89403,0.04534,0.05442,1.00000,0.05156,1.00000
OG0009062,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.59748,-1883.939828,15,1.95215,NearlyNeutral,,,,,0.72792,0.09471,0.27208,1.00000,,
OG0009062,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,3.39076,-1844.41643,17,2.92535,PositiveSelection,,,,,0.97685,0.38994,0.0,1.00000,0.02315,212.32580
OG0012634,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.78819,-1571.383047,15,3.07483,NearlyNeutral,,,,,0.62151,0.09756,0.37849,1.00000,,
OG0012634,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.78819,-1571.383047,17,3.07483,PositiveSelection,,,,,0.62151,0.09756,0.2113,1.00000,0.16718,1.00000
OG0010779,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.35733,-2469.997643,15,4.50109,NearlyNeutral,,,,,0.99999,0.09854,1e-05,1.00000,,
OG0010779,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.35733,-2469.997102,17,4.50105,PositiveSelection,,,,,1.0,0.09854,0.0,1.00000,0.0,1.00000
OG0007751,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.23243,-2506.880219,15,4.56498,NearlyNeutral,,,,,0.92022,0.00000,0.07978,1.00000,,
OG0007751,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.23238,-2505.833694,17,4.56974,PositiveSelection,,,,,0.94547,0.00000,0.0,1.00000,0.05453,1.82645
OG0007205,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.56424,-3276.064902,15,2.80182,NearlyNeutral,,,,,0.77841,0.03806,0.22159,1.00000,,
OG0007205,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.56954,-3274.875444,17,2.85527,PositiveSelection,,,,,0.85758,0.08450,0.09952,1.00000,0.0429,2.43149
OG0005498,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.66718,-4470.607381,15,2.34382,NearlyNeutral,,,,,0.73911,0.03937,0.26089,1.00000,,
OG0005498,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.67993,-4469.218191,17,2.45376,PositiveSelection,,,,,0.86256,0.10220,0.0,1.00000,0.13744,1.72082
OG0005590,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.46187,-2112.680069,15,2.21772,NearlyNeutral,,,,,0.961,0.02270,0.039,1.00000,,
OG0005590,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.46187,-2112.680069,17,2.21773,PositiveSelection,,,,,0.961,0.02270,0.01707,1.00000,0.02193,1.00000
OG0008823,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.77064,-3441.546249,15,2.04359,NearlyNeutral,,,,,0.75823,0.00000,0.24177,1.00000,,
OG0008823,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.82304,-3433.536413,17,2.22256,PositiveSelection,,,,,0.88727,0.06543,0.0,1.00000,0.11273,2.90091
OG0006915,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.43072,-1306.77119,15,5.05205,NearlyNeutral,,,,,0.72799,0.00850,0.27201,1.00000,,
OG0006915,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.45468,-1304.916489,17,5.21626,PositiveSelection,,,,,0.86061,0.10957,0.11541,1.00000,0.02398,6.03063
OG0009973,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.96896,-2527.82986,15,3.2436,NearlyNeutral,,,,,0.66615,0.01828,0.33385,1.00000,,
OG0009973,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.07988,-2522.041021,17,3.57542,PositiveSelection,,,,,0.69519,0.04336,0.25172,1.00000,0.05308,4.61410
OG0005563,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.00993,-4792.724475,15,4.2014,NearlyNeutral,,,,,0.85188,0.06260,0.14812,1.00000,,
OG0005563,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.00993,-4792.724475,17,4.20139,PositiveSelection,,,,,0.85188,0.06260,0.06165,1.00000,0.08647,1.00000
OG0010138,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.39732,-1337.874172,15,2.44658,NearlyNeutral,,,,,0.94992,0.09349,0.05008,1.00000,,
OG0010138,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.39732,-1337.874172,17,2.44658,PositiveSelection,,,,,0.94992,0.09349,0.01301,1.00000,0.03707,1.00000
OG0012161,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.50422,-5192.447484,15,2.73193,NearlyNeutral,,,,,0.77356,0.04928,0.22644,1.00000,,
OG0012161,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.505,-5192.245491,17,2.76299,PositiveSelection,,,,,0.83771,0.08120,0.0,1.00000,0.16229,1.26261
OG0006962,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.69146,-2670.189569,15,2.58591,NearlyNeutral,,,,,0.91124,0.04041,0.08876,1.00000,,
OG0006962,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.69146,-2670.189569,17,2.58591,PositiveSelection,,,,,0.91124,0.04041,0.02771,1.00000,0.06104,1.00000
OG0009430,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.3947,-623.222351,15,4.25107,NearlyNeutral,,,,,0.99999,0.07573,1e-05,1.00000,,
OG0009430,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.3947,-623.22223,17,4.25107,PositiveSelection,,,,,1.0,0.07573,0.0,1.00000,0.0,1.00000
OG0008373,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.5602,-8274.643603,15,3.61521,NearlyNeutral,,,,,0.84965,0.13108,0.15035,1.00000,,
OG0008373,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.5602,-8274.643603,17,3.61521,PositiveSelection,,,,,0.84965,0.13108,0.06394,1.00000,0.08641,1.00000
OG0005943,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.80384,-2825.4292,15,3.54949,NearlyNeutral,,,,,0.87582,0.05495,0.12418,1.00000,,
OG0005943,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.80383,-2825.4292,17,3.54949,PositiveSelection,,,,,0.87582,0.05495,0.05795,1.00000,0.06622,1.00000
OG0007787,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.69219,-878.129758,15,3.66713,NearlyNeutral,,,,,0.99999,0.22978,1e-05,1.00000,,
OG0007787,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.69219,-878.129679,17,3.66711,PositiveSelection,,,,,1.0,0.22978,0.0,1.00000,0.0,1.00000
OG0014084,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.66756,-7178.160437,15,2.90309,NearlyNeutral,,,,,0.73232,0.09974,0.26768,1.00000,,
OG0014084,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.69237,-7171.446415,17,3.02836,PositiveSelection,,,,,0.74271,0.11534,0.25281,1.00000,0.00448,12.16533
OG0009773,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.46855,-2706.925713,15,4.27855,NearlyNeutral,,,,,0.93092,0.10900,0.06908,1.00000,,
OG0009773,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.46855,-2706.925713,17,4.27855,PositiveSelection,,,,,0.93092,0.10900,0.00351,1.00000,0.06557,1.00000
OG0007681,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.57308,-1790.002385,15,2.77021,NearlyNeutral,,,,,0.54932,0.06749,0.45068,1.00000,,
