Orthogroup	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
OG0034575				FUN_022245-T1									
OG0034576				FUN_022262-T1									
OG0034577				FUN_022265-T1									
OG0034578				FUN_022269-T1									
OG0034579				FUN_022270-T1									
OG0034580				FUN_022278-T1									
OG0034581				FUN_022286-T1									
OG0034582				FUN_022289-T1									
OG0034583				FUN_022291-T1									
OG0034584				FUN_022292-T1									
OG0034585				FUN_022309-T1									
OG0034586				FUN_28245-T1									
OG0034587				FUN_022335-T1									
OG0034588				FUN_022342-T1									
OG0034589				FUN_022359-T1									
OG0034590				FUN_022362-T1									
OG0034591				FUN_022369-T1									
OG0034592				FUN_022374-T1									
OG0034593				FUN_022377-T1									
OG0034594				FUN_022378-T1									
OG0034595				FUN_022382-T1									
OG0034596				FUN_022392-T1									
OG0034597				FUN_022405-T1									
OG0034598				FUN_022412-T1									
OG0034599				FUN_022425-T1									
OG0034600				FUN_022426-T1									
OG0034601				FUN_022430-T1									
OG0034602				FUN_022437-T1									
OG0034603				FUN_022450-T1									
OG0034604				FUN_022456-T1									
OG0034605				FUN_022475-T1									
OG0034606				FUN_022476-T1									
OG0034607				FUN_022492-T1									
OG0034608				FUN_022501-T1									
OG0034609				FUN_026982-T1									
OG0034610				FUN_027203-T1									
OG0034611				FUN_027112-T1									
OG0034612				FUN_027000-T1									
OG0034613				FUN_026147-T1									
OG0034614				FUN_026149-T1									
OG0034615				FUN_025929-T1									
OG0034616				FUN_026404-T1									
OG0034617				FUN_026002-T1									
OG0034618				FUN_026057-T1									
OG0034619				FUN_025797-T1									
OG0034620				FUN_28386-T1									
OG0034621				FUN_027206-T1									
OG0034622				FUN_026262-T1									
OG0034623				FUN_026792-T1									
OG0034624				FUN_027188-T1									
OG0034625				FUN_027189-T1									
OG0034626				FUN_018835-T1									
OG0034627				FUN_018851-T1									
OG0034628				FUN_018853-T1									
OG0034629				FUN_018854-T1									
OG0034630				FUN_018855-T1									
OG0034631				FUN_018856-T1									
OG0034632				FUN_28143-T1									
OG0034633				FUN_018881-T1									
OG0034634				FUN_28144-T1									
OG0034635				FUN_28145-T1									
OG0034636				FUN_018908-T1									
OG0034637				FUN_28146-T1									
OG0034638				FUN_018913-T1									
OG0034639				FUN_018923-T1									
OG0034640				FUN_018926-T1									
OG0034641				FUN_018932-T1									
OG0034642				FUN_018938-T1									
OG0034643				FUN_018940-T1									
OG0034644				FUN_018941-T1									
OG0034645				FUN_018942-T1									
OG0034646				FUN_018943-T1									
OG0034647				FUN_28147-T1									
OG0034648				FUN_018961-T1									
OG0034649				FUN_018962-T1									
OG0034650				FUN_018963-T1									
OG0034651				FUN_018964-T1									
OG0034652				FUN_018974-T1									
OG0034653				FUN_018975-T1									
OG0034654				FUN_018982-T1									
OG0034655				FUN_018989-T1									
OG0034656				FUN_019019-T1									
OG0034657				FUN_019020-T1									
OG0034658				FUN_019023-T1									
OG0034659				FUN_019042-T1									
OG0034660				FUN_019051-T1									
OG0034661				FUN_019059-T1									
OG0034662				FUN_019063-T1									
OG0034663				FUN_28150-T1									
OG0034664				FUN_019088-T1									
OG0034665				FUN_019102-T1									
OG0034666				FUN_019104-T1									
OG0034667				FUN_019113-T1									
OG0034668				FUN_019115-T1									
OG0034669				FUN_019123-T1									
OG0034670				FUN_019126-T1									
OG0034671				FUN_28153-T1									
OG0034672				FUN_019148-T1									
OG0034673				FUN_019170-T1									
OG0034674				FUN_019171-T1									
OG0034675				FUN_019174-T1									
OG0034676				FUN_019193-T1									
OG0034677				FUN_019208-T1									
OG0034678				FUN_28156-T1									
OG0034679				FUN_019242-T1									
OG0034680				FUN_019252-T1									
OG0034681				FUN_019258-T1									
OG0034682				FUN_019269-T1									
OG0034683				FUN_019279-T1									
OG0034684				FUN_019281-T1									
OG0034685				FUN_019292-T1									
OG0034686				FUN_019293-T1									
OG0034687				FUN_019303-T1									
OG0034688				FUN_019315-T1									
OG0034689				FUN_019316-T1									
OG0034690				FUN_019322-T1									
OG0034691				FUN_019327-T1									
OG0034692				FUN_019331-T1									
OG0034693				FUN_019335-T1									
OG0034694				FUN_019344-T1									
OG0034695				FUN_019348-T1									
OG0034696				FUN_026971-T1									
OG0034697					FUN_011219-T1								
OG0034698					FUN_011100-T1								
OG0034699					FUN_011065-T1								
OG0034700					FUN_011940-T1								
OG0034701					FUN_012008-T1								
OG0034702					FUN_011944-T1								
OG0034703					FUN_012342-T1								
OG0034704					FUN_011970-T1								
OG0034705					FUN_002588-T1								
OG0034706					FUN_002570-T1								
OG0034707					FUN_002541-T1								
OG0034708					FUN_002537-T1								
OG0034709					FUN_002528-T1								
OG0034710					FUN_002464-T1								
OG0034711					FUN_002444-T1								
OG0034712					FUN_002382-T1								
OG0034713					FUN_002334-T1								
OG0034714					FUN_002310-T1								
OG0034715					FUN_002292-T1								
OG0034716					FUN_002152-T1								
OG0034717					FUN_002139-T1								
OG0034718					FUN_003063-T1								
OG0034719					FUN_003102-T1								
OG0034720					FUN_003111-T1								
OG0034721					FUN_003129-T1								
OG0034722					FUN_003173-T1								
OG0034723					FUN_003218-T1								
OG0034724					FUN_003308-T1								
OG0034725					FUN_003371-T1								
OG0034726					FUN_003395-T1								
OG0034727					FUN_003429-T1								
OG0034728					FUN_003442-T1								
OG0034729					FUN_003452-T1								
OG0034730					FUN_010004-T1								
OG0034731					FUN_009824-T1								
OG0034732					FUN_009739-T1								
OG0034733					FUN_027425-T1								
OG0034734					FUN_009693-T1								
OG0034735					FUN_009640-T1								
OG0034736					FUN_020379-T1								
OG0034737					FUN_000903-T1								
OG0034738					FUN_000825-T1								
OG0034739					FUN_000754-T1								
OG0034740					FUN_000552-T1								
OG0034741					FUN_000529-T1								
OG0034742					FUN_000275-T1								
OG0034743					FUN_007488-T1								
OG0034744					FUN_000252-T1								
OG0034745					FUN_000251-T1								
OG0034746					FUN_000246-T1								
OG0034747					FUN_013609-T1								
OG0034748					FUN_000241-T1								
OG0034749					FUN_000239-T1								
OG0034750					FUN_30191-T1								
OG0034751					FUN_015667-T1								
OG0034752					FUN_000218-T1								
OG0034753					FUN_029397-T1								
OG0034754					FUN_014302-T1								
OG0034755					FUN_014264-T1								
OG0034756					FUN_014077-T1								
OG0034757					FUN_014031-T1								
OG0034758					FUN_026758-T1								
OG0034759					FUN_026755-T1								
OG0034760					FUN_026703-T1								
OG0034761					FUN_026651-T1								
OG0034762					FUN_007211-T1								
OG0034763					FUN_007110-T2								
OG0034764					FUN_007038-T1								
OG0034765					FUN_010429-T1								
OG0034766					FUN_010433-T1								
OG0034767					FUN_010435-T1								
OG0034768					FUN_010531-T1								
OG0034769					FUN_010532-T1								
OG0034770					FUN_010635-T1								
OG0034771					FUN_010731-T1								
OG0034772					FUN_010790-T1								
OG0034773					FUN_30295-T1								
OG0034774					FUN_015232-T1								
OG0034775					FUN_015429-T1								
OG0034776					FUN_015661-T1								
OG0034777					FUN_015664-T1								
OG0034778					FUN_003831-T1								
OG0034779					FUN_003899-T1								
OG0034780					FUN_004107-T1								
OG0034781					FUN_002907-T1								
OG0034782					FUN_002871-T1								
OG0034783					FUN_002808-T1								
OG0034784					FUN_30266-T1								
OG0034785					FUN_002719-T1								
OG0034786					FUN_015039-T1								
OG0034787					FUN_015004-T1								
OG0034788					FUN_015003-T1								
OG0034789					FUN_014987-T1								
OG0034790					FUN_014907-T1								
OG0034791					FUN_014897-T1								
OG0034792					FUN_014882-T1								
OG0034793					FUN_014870-T1								
OG0034794					FUN_012585-T1								
OG0034795					FUN_014027-T1								
OG0034796					FUN_020556-T1								
OG0034797					FUN_010186-T1								
OG0034798					FUN_020703-T1								
OG0034799					FUN_020820-T1								
OG0034800					FUN_020850-T1								
OG0034801					FUN_020881-T1								
OG0034802					FUN_020885-T1								
OG0034803					FUN_020995-T1								
OG0034804					FUN_021079-T1								
OG0034805					FUN_021150-T1								
OG0034806					FUN_013647-T1								
OG0034807					FUN_013550-T1								
OG0034808					FUN_013545-T1								
OG0034809					FUN_013473-T1								
OG0034810					FUN_028927-T1								
OG0034811					FUN_011554-T1								
OG0034812					FUN_011643-T1								
OG0034813					FUN_011697-T1								
OG0034814					FUN_017927-T1								
OG0034815					FUN_008239-T1								
OG0034816					FUN_008189-T1								
OG0034817					FUN_008171-T1								
OG0034818					FUN_008168-T1								
OG0034819					FUN_008160-T1								
OG0034820					FUN_008113-T1								
OG0034821					FUN_016752-T1								
OG0034822					FUN_016878-T1								
OG0034823					FUN_025628-T1								
OG0034824					FUN_030063-T1								
OG0034825					FUN_31248-T1								
OG0034826					FUN_014767-T1								
OG0034827					FUN_028322-T1								
OG0034828					FUN_001217-T1								
OG0034829					FUN_001388-T1								
OG0034830					FUN_001390-T1								
OG0034831					FUN_003603-T3								
OG0034832					FUN_003622-T1								
OG0034833					FUN_003659-T1								
OG0034834					FUN_003689-T1								
OG0034835					FUN_003712-T1								
OG0034836					FUN_016030-T1								
OG0034837					FUN_016043-T1								
OG0034838					FUN_016086-T1								
OG0034839					FUN_018832-T1								
OG0034840					FUN_016095-T1								
OG0034841					FUN_016098-T1								
OG0034842					FUN_016105-T1								
OG0034843					FUN_016107-T1								
OG0034844					FUN_020090-T1								
OG0034845					FUN_016121-T1								
OG0034846					FUN_016126-T1								
OG0034847					FUN_016134-T1								
OG0034848					FUN_016138-T1								
OG0034849					FUN_023569-T1								
OG0034850					FUN_023484-T1								
OG0034851					FUN_023482-T1								
OG0034852					FUN_023478-T1								
OG0034853					FUN_023456-T1								
OG0034854					FUN_023443-T1								
OG0034855					FUN_023406-T1								
OG0034856					FUN_019655-T1								
OG0034857					FUN_023367-T1								
OG0034858					FUN_023350-T1								
OG0034859					FUN_023334-T1								
OG0034860					FUN_022712-T1								
OG0034861					FUN_000035-T1								
OG0034862					FUN_023229-T1								
OG0034863					FUN_023227-T1								
OG0034864					FUN_023198-T1								
OG0034865					FUN_023162-T1								
OG0034866					FUN_007877-T1								
OG0034867					FUN_007929-T1								
OG0034868					FUN_003192-T1								
OG0034869					FUN_018036-T1								
OG0034870					FUN_018113-T1								
OG0034871					FUN_018118-T1								
OG0034872					FUN_011708-T1								
OG0034873					FUN_002585-T1								
OG0034874					FUN_027039-T2								
OG0034875					FUN_009194-T1								
OG0034876					FUN_009189-T1								
OG0034877					FUN_009185-T1								
OG0034878					FUN_009322-T1								
OG0034879					FUN_004464-T1								
OG0034880					FUN_026160-T1								
OG0034881					FUN_026264-T1								
OG0034882					FUN_026265-T1								
OG0034883					FUN_029203-T1								
OG0034884					FUN_011890-T1								
OG0034885					FUN_011888-T1								
OG0034886					FUN_025543-T1								
OG0034887					FUN_025507-T1								
OG0034888					FUN_028286-T1								
OG0034889					FUN_025212-T1								
OG0034890					FUN_025113-T1								
OG0034891					FUN_004995-T1								
OG0034892					FUN_004946-T1								
OG0034893					FUN_004931-T1								
OG0034894					FUN_018411-T1								
OG0034895					FUN_018417-T1								
OG0034896					FUN_017401-T1								
OG0034897					FUN_017363-T1								
OG0034898					FUN_017364-T1								
OG0034899					FUN_017360-T1								
OG0034900					FUN_017359-T1								
OG0034901					FUN_017358-T1								
OG0034902					FUN_017356-T1								
OG0034903					FUN_017341-T1								
OG0034904					FUN_017311-T1								
OG0034905					FUN_009193-T1								
OG0034906					FUN_001996-T1								
OG0034907					FUN_001939-T1								
OG0034908					FUN_001814-T1								
OG0034909					FUN_028034-T1								
OG0034910					FUN_021806-T1								
OG0034911					FUN_021737-T1								
OG0034912					FUN_021656-T1								
OG0034913					FUN_021653-T1								
OG0034914					FUN_016282-T1								
OG0034915					FUN_016563-T1								
OG0034916					FUN_026362-T1								
OG0034917					FUN_026492-T1								
OG0034918					FUN_026439-T1								
OG0034919					FUN_022101-T1								
OG0034920					FUN_022065-T1								
OG0034921					FUN_022004-T1								
OG0034922					FUN_021986-T1								
OG0034923					FUN_021958-T1								
OG0034924					FUN_021956-T1								
OG0034925					FUN_013847-T1								
OG0034926					FUN_013827-T1								
OG0034927					FUN_021544-T1								
OG0034928					FUN_018202-T1								
OG0034929					FUN_018206-T1								
OG0034930					FUN_018212-T1								
OG0034931					FUN_018238-T1								
OG0034932					FUN_006652-T1								
OG0034933					FUN_30926-T1								
OG0034934					FUN_010424-T1								
OG0034935					FUN_010407-T1								
OG0034936					FUN_010406-T1								
OG0034937					FUN_010404-T1								
OG0034938					FUN_010393-T1								
OG0034939					FUN_010340-T1								
OG0034940					FUN_010252-T1								
OG0034941					FUN_010350-T1								
OG0034942					FUN_010351-T1								
OG0034943					FUN_010355-T1								
OG0034944					FUN_010357-T1								
OG0034945					FUN_010207-T1								
OG0034946					FUN_022875-T1								
OG0034947					FUN_022857-T1								
OG0034948					FUN_022856-T1								
OG0034949					FUN_022789-T1								
OG0034950					FUN_022735-T1								
OG0034951					FUN_022733-T1								
OG0034952					FUN_022713-T1								
OG0034953					FUN_022707-T1								
OG0034954					FUN_022706-T1								
OG0034955					FUN_028836-T1								
OG0034956					FUN_008812-T1								
OG0034957					FUN_008760-T1								
OG0034958					FUN_008728-T1								
OG0034959					FUN_008696-T1								
OG0034960					FUN_30660-T1								
OG0034961					FUN_008640-T1								
OG0034962					FUN_012382-T1								
OG0034963					FUN_019874-T1								
OG0034964					FUN_013015-T1								
OG0034965					FUN_012989-T1								
OG0034966					FUN_012980-T1								
OG0034967					FUN_028558-T1								
OG0034968					FUN_020092-T1								
OG0034969					FUN_023547-T1								
OG0034970					FUN_014556-T1								
OG0034971					FUN_014535-T1								
OG0034972					FUN_014530-T1								
OG0034973					FUN_014495-T1								
OG0034974					FUN_014480-T1								
OG0034975					FUN_014479-T1								
OG0034976					FUN_014636-T1								
OG0034977					FUN_022313-T1								
OG0034978					FUN_019391-T1								
OG0034979					FUN_018319-T1								
OG0034980					FUN_010133-T1								
OG0034981					FUN_010084-T2								
OG0034982					FUN_024115-T1								
OG0034983					FUN_024068-T1								
OG0034984					FUN_024053-T1								
OG0034985					FUN_023991-T1								
OG0034986					FUN_023828-T1								
OG0034987					FUN_023763-T1								
OG0034988					FUN_020087-T1								
OG0034989					FUN_020101-T1								
OG0034990					FUN_020085-T1								
OG0034991					FUN_007519-T1								
OG0034992					FUN_001069-T1								
OG0034993					FUN_001093-T1								
OG0034994					FUN_009460-T1								
OG0034995					FUN_009520-T1								
OG0034996					FUN_009531-T1								
OG0034997					FUN_013481-T1								
OG0034998					FUN_016417-T1								
OG0034999					FUN_016400-T1								
OG0035000					FUN_31077-T1								
OG0035001					FUN_019753-T1								
OG0035002					FUN_000243-T1								
OG0035003					FUN_019631-T1								
OG0035004					FUN_007671-T1								
OG0035005					FUN_011026-T1								
OG0035006					FUN_021385-T1								
OG0035007					FUN_021479-T1								
OG0035008					FUN_021508-T1								
OG0035009					FUN_000642-T1								
OG0035010					FUN_014417-T1								
OG0035011					FUN_021306-T1								
OG0035012					FUN_004159-T1								
OG0035013					FUN_30311-T1								
OG0035014					FUN_001402-T1								
OG0035015					FUN_022387-T1								
OG0035016					FUN_020094-T1								
OG0035017					FUN_022332-T1								
OG0035018					FUN_022326-T1								
OG0035019					FUN_022288-T1								
OG0035020					FUN_022278-T1								
OG0035021					FUN_022275-T1								
OG0035022					FUN_016463-T1								
OG0035023					FUN_008782-T1								
OG0035024					FUN_006772-T1								
OG0035025					FUN_004789-T1								
OG0035026					FUN_018662-T1								
OG0035027					FUN_018627-T1								
OG0035028					FUN_024750-T1								
OG0035029					FUN_018504-T1								
OG0035030					FUN_018493-T1								
OG0035031					FUN_018491-T1								
OG0035032					FUN_017219-T1								
OG0035033					FUN_028748-T1								
OG0035034					FUN_017235-T1								
OG0035035					FUN_013409-T1								
OG0035036					FUN_013408-T1								
OG0035037					FUN_013336-T1								
OG0035038					FUN_017554-T1								
OG0035039					FUN_022156-T1								
OG0035040					FUN_017590-T1								
OG0035041					FUN_017615-T1								
OG0035042					FUN_017638-T1								
OG0035043					FUN_013438-T1								
OG0035044					FUN_003580-T1								
OG0035045					FUN_019746-T1								
OG0035046					FUN_010250-T1								
OG0035047					FUN_010249-T1								
OG0035048					FUN_010212-T1								
OG0035049					FUN_023274-T1								
OG0035050					FUN_010206-T1								
OG0035051					FUN_017474-T1								
OG0035052					FUN_029390-T1								
OG0035053					FUN_021217-T1								
OG0035054					FUN_021196-T1								
OG0035055					FUN_026347-T1								
OG0035056					FUN_025004-T1								
OG0035057					FUN_025006-T1								
OG0035058					FUN_025030-T1								
OG0035059					FUN_025050-T1								
OG0035060					FUN_025058-T1								
OG0035061					FUN_010198-T1								
OG0035062					FUN_010180-T1								
OG0035063					FUN_006285-T1								
OG0035064					FUN_008399-T1								
OG0035065					FUN_029555-T1								
OG0035066					FUN_028431-T1								
OG0035067					FUN_006163-T1								
OG0035068					FUN_014105-T1								
OG0035069					FUN_018275-T1								
OG0035070					FUN_022176-T1								
OG0035071					FUN_006607-T1								
OG0035072					FUN_006630-T2								
OG0035073					FUN_027076-T1								
OG0035074					FUN_024437-T1								
OG0035075					FUN_024438-T1								
OG0035076					FUN_024440-T1								
OG0035077					FUN_021403-T1								
OG0035078					FUN_011472-T1								
OG0035079					FUN_022717-T1								
OG0035080					FUN_001365-T1								
OG0035081					FUN_018933-T1								
OG0035082					FUN_018823-T1								
OG0035083					FUN_018830-T1								
OG0035084					FUN_010196-T1								
OG0035085					FUN_022480-T1								
OG0035086					FUN_022627-T1								
OG0035087					FUN_015892-T1								
OG0035088					FUN_030080-T1								
OG0035089					FUN_024867-T1								
OG0035090					FUN_019601-T1								
OG0035091					FUN_019596-T1								
OG0035092					FUN_019585-T1								
OG0035093					FUN_020030-T1								
OG0035094					FUN_008477-T1								
OG0035095					FUN_030107-T1								
OG0035096					FUN_017555-T1								
OG0035097					FUN_024746-T1								
OG0035098					FUN_024655-T1								
OG0035099					FUN_024649-T1								
OG0035100					FUN_024648-T1								
OG0035101					FUN_024626-T1								
OG0035102					FUN_024581-T1								
OG0035103					FUN_029986-T1								
OG0035104					FUN_010247-T1								
OG0035105					FUN_030000-T1								
OG0035106					FUN_016114-T1								
OG0035107					FUN_024607-T1								
OG0035108					FUN_029965-T1								
OG0035109					FUN_030047-T1								
OG0035110					FUN_019554-T2								
OG0035111					FUN_016203-T1								
OG0035112					FUN_029980-T1								
OG0035113					FUN_029981-T1								
OG0035114					FUN_029982-T1								
OG0035115					FUN_018720-T1								
OG0035116					FUN_019477-T1								
OG0035117					FUN_029521-T1								
OG0035118					FUN_024434-T1								
OG0035119					FUN_021610-T1								
OG0035120					FUN_025605-T1								
OG0035121					FUN_013112-T1								
OG0035122					FUN_013113-T1								
OG0035123					FUN_013185-T1								
OG0035124					FUN_015984-T1								
OG0035125					FUN_014493-T1								
OG0035126					FUN_029921-T1								
OG0035127					FUN_030056-T1								
OG0035128					FUN_030050-T1								
OG0035129					FUN_030051-T1								
OG0035130					FUN_030054-T1								
OG0035131					FUN_030094-T1								
OG0035132					FUN_029836-T1								
OG0035133					FUN_015821-T1								
OG0035134					FUN_027190-T1								
OG0035135					FUN_010308-T1								
OG0035136					FUN_021030-T1								
OG0035137					FUN_029543-T1								
OG0035138					FUN_029542-T1								
OG0035139					FUN_029854-T1								
OG0035140					FUN_030122-T1								
OG0035141					FUN_013271-T1								
OG0035142					FUN_013270-T1								
OG0035143					FUN_000101-T1								
OG0035144					FUN_015822-T1								
OG0035145					FUN_009178-T1								
OG0035146					FUN_015893-T1								
OG0035147					FUN_029418-T1								
OG0035148					FUN_029963-T1								
OG0035149					FUN_029961-T1								
OG0035150					FUN_017469-T1								
OG0035151					FUN_017471-T1								
OG0035152					FUN_028373-T1								
OG0035153					FUN_028374-T1								
OG0035154					FUN_022144-T1								
OG0035155					FUN_022143-T1								
OG0035156					FUN_005168-T3								
OG0035157					FUN_005171-T1								
OG0035158					FUN_005967-T1								
OG0035159					FUN_029372-T1								
OG0035160					FUN_013321-T1								
OG0035161					FUN_005611-T1								
OG0035162					FUN_018977-T1								
OG0035163					FUN_029737-T1								
OG0035164					FUN_013074-T1								
OG0035165					FUN_000103-T1								
OG0035166					FUN_000104-T1								
OG0035167					FUN_000118-T1								
OG0035168					FUN_000126-T1								
OG0035169					FUN_005652-T1								
OG0035170					FUN_005668-T1								
OG0035171					FUN_005665-T1								
OG0035172					FUN_004146-T1								
OG0035173					FUN_017480-T1								
OG0035174					FUN_017491-T1								
OG0035175					FUN_029993-T1								
OG0035176					FUN_010204-T1								
OG0035177					FUN_010202-T1								
OG0035178					FUN_011901-T1								
OG0035179					FUN_024546-T1								
OG0035180					FUN_024549-T1								
OG0035181					FUN_026191-T1								
OG0035182					FUN_028975-T1								
OG0035183					FUN_024929-T1								
OG0035184					FUN_005777-T1								
OG0035185					FUN_013222-T2								
OG0035186					FUN_029863-T1								
OG0035187					FUN_000012-T1								
OG0035188					FUN_000041-T1								
OG0035189					FUN_005828-T1								
OG0035190					FUN_001502-T1								
OG0035191					FUN_023034-T1								
OG0035192					FUN_023073-T1								
OG0035193					FUN_005121-T1								
OG0035194					FUN_030043-T1								
OG0035195					FUN_027534-T1								
OG0035196					FUN_027819-T1								
OG0035197					FUN_013282-T1								
OG0035198					FUN_010321-T1								
OG0035199					FUN_028202-T1								
OG0035200					FUN_028101-T1								
OG0035201					FUN_027424-T1								
OG0035202					FUN_005469-T1								
OG0035203					FUN_015777-T1								
OG0035204					FUN_029988-T1								
OG0035205					FUN_024712-T1								
OG0035206					FUN_013302-T1								
OG0035207					FUN_013291-T1								
OG0035208					FUN_013029-T1								
OG0035209					FUN_013038-T1								
OG0035210					FUN_005744-T1								
OG0035211					FUN_030117-T1								
OG0035212					FUN_016127-T1								
OG0035213					FUN_017520-T1								
OG0035214					FUN_029082-T1								
OG0035215					FUN_30949-T1								
OG0035216					FUN_029841-T1								
OG0035217					FUN_028719-T1								
OG0035218					FUN_028400-T1								
OG0035219					FUN_015747-T1								
OG0035220					FUN_029682-T1								
OG0035221					FUN_005507-T1								
OG0035222					FUN_010254-T1								
OG0035223					FUN_005278-T1								
OG0035224					FUN_029554-T1								
OG0035225					FUN_029738-T1								
OG0035226					FUN_024367-T1								
OG0035227					FUN_017509-T1								
OG0035228					FUN_030005-T1								
OG0035229					FUN_31249-T1								
OG0035230					FUN_027847-T1								
OG0035231					FUN_028577-T1								
OG0035232					FUN_030067-T1								
OG0035233					FUN_029383-T1								
OG0035234					FUN_011467-T1								
OG0035235					FUN_024320-T1								
OG0035236					FUN_005298-T2								
OG0035237					FUN_006321-T1								
OG0035238					FUN_005150-T1								
OG0035239					FUN_028890-T1								
OG0035240					FUN_013045-T1								
OG0035241					FUN_029564-T1								
OG0035242					FUN_005382-T1								
OG0035243					FUN_012920-T1								
OG0035244					FUN_017505-T1								
OG0035245					FUN_023103-T1								
OG0035246					FUN_027579-T1								
OG0035247					FUN_015743-T1								
OG0035248					FUN_005414-T1								
OG0035249					FUN_018791-T1								
OG0035250					FUN_026038-T1								
OG0035251					FUN_028056-T1								
OG0035252					FUN_029407-T1								
OG0035253					FUN_018809-T1								
OG0035254					FUN_018943-T1								
OG0035255					FUN_028352-T1								
OG0035256					FUN_028025-T1								
OG0035257					FUN_021869-T1								
OG0035258					FUN_005257-T1								
OG0035259					FUN_027676-T1								
OG0035260					FUN_028864-T1								
OG0035261					FUN_026209-T1								
OG0035262					FUN_029853-T1								
OG0035263					FUN_029136-T1								
OG0035264					FUN_015897-T1								
OG0035265					FUN_027081-T1								
OG0035266					FUN_023070-T1								
OG0035267					FUN_000509-T1								
OG0035268					FUN_027317-T1								
OG0035269					FUN_027370-T1								
OG0035270					FUN_027373-T1								
OG0035271					FUN_027381-T1								
OG0035272					FUN_027293-T1								
OG0035273					FUN_010466-T1								
OG0035274					FUN_027899-T1								
OG0035275					FUN_027307-T1								
OG0035276					FUN_027316-T1								
OG0035277					FUN_027281-T1								
OG0035278					FUN_027275-T1								
OG0035279					FUN_027332-T1								
OG0035280					FUN_022997-T1								
OG0035281						FUN_024812-T2							
OG0035282						FUN_024901-T1							
OG0035283						FUN_024909-T1							
OG0035284						FUN_024912-T1							
OG0035285						FUN_024969-T1							
OG0035286						FUN_025050-T1							
OG0035287						FUN_025076-T1							
OG0035288						FUN_025104-T1							
OG0035289						FUN_025130-T1							
OG0035290						FUN_025131-T1							
OG0035291						FUN_025140-T1							
OG0035292						FUN_025143-T1							
OG0035293						FUN_025200-T1							
OG0035294						FUN_025318-T1							
OG0035295						FUN_025648-T1							
OG0035296						FUN_025676-T1							
OG0035297						FUN_025722-T1							
OG0035298						FUN_025737-T1							
OG0035299						FUN_025923-T1							
OG0035300						FUN_025963-T1							
OG0035301						FUN_025997-T1							
OG0035302						FUN_026128-T1							
OG0035303						FUN_026152-T1							
OG0035304						FUN_026191-T1							
OG0035305						FUN_026209-T1							
OG0035306						FUN_026211-T1							
OG0035307						FUN_026262-T1							
OG0035308						FUN_026271-T1							
OG0035309						FUN_026298-T1							
OG0035310						FUN_026312-T1							
OG0035311						FUN_026347-T1							
OG0035312						FUN_026362-T1							
OG0035313						FUN_026364-T1							
OG0035314						FUN_026383-T1							
OG0035315						FUN_026393-T1							
OG0035316						FUN_026397-T1							
OG0035317						FUN_026421-T1							
OG0035318						FUN_026462-T1							
OG0035319						FUN_026492-T1							
OG0035320						FUN_026515-T1							
OG0035321						FUN_026533-T1							
OG0035322						FUN_026625-T1							
OG0035323						FUN_026649-T1							
OG0035324						FUN_026699-T1							
OG0035325						FUN_026703-T1							
OG0035326						FUN_026755-T1							
OG0035327						FUN_026837-T1							
OG0035328						FUN_026846-T1							
OG0035329						FUN_026853-T1							
OG0035330						FUN_026859-T1							
OG0035331						FUN_026860-T1							
OG0035332						FUN_026908-T1							
OG0035333						FUN_026989-T1							
OG0035334						FUN_026990-T1							
OG0035335						FUN_027052-T1							
OG0035336						FUN_027076-T1							
OG0035337						FUN_027081-T1							
OG0035338						FUN_027128-T1							
OG0035339						FUN_027145-T1							
OG0035340						FUN_000053-T1							
OG0035341						FUN_000102-T1							
OG0035342						FUN_000118-T1							
OG0035343						FUN_000190-T1							
OG0035344						FUN_000191-T1							
OG0035345						FUN_000218-T1							
OG0035346						FUN_000241-T1							
OG0035347						FUN_000242-T1							
OG0035348						FUN_000243-T1							
OG0035349						FUN_000246-T1							
OG0035350						FUN_000275-T1							
OG0035351						FUN_000279-T1							
OG0035352						FUN_000356-T1							
OG0035353						FUN_000489-T4							
OG0035354						FUN_000642-T1							
OG0035355						FUN_000717-T1							
OG0035356						FUN_000764-T1							
OG0035357						FUN_000783-T1							
OG0035358						FUN_000828-T1							
OG0035359						FUN_000903-T1							
OG0035360						FUN_000908-T1							
OG0035361						FUN_000926-T1							
OG0035362						FUN_000928-T1							
OG0035363						FUN_001068-T1							
OG0035364						FUN_30222-T1							
OG0035365						FUN_001330-T1							
OG0035366						FUN_001351-T1							
OG0035367						FUN_001365-T1							
OG0035368						FUN_001431-T1							
OG0035369						FUN_001513-T1							
OG0035370						FUN_001541-T1							
OG0035371						FUN_001591-T1							
OG0035372						FUN_001607-T1							
OG0035373						FUN_001623-T1							
OG0035374						FUN_001646-T1							
OG0035375						FUN_001694-T1							
OG0035376						FUN_001729-T1							
OG0035377						FUN_001730-T1							
OG0035378						FUN_001870-T1							
OG0035379						FUN_001881-T1							
OG0035380						FUN_002006-T1							
OG0035381						FUN_002103-T1							
OG0035382						FUN_002169-T1							
OG0035383						FUN_002202-T1							
OG0035384						FUN_002206-T1							
OG0035385						FUN_002257-T1							
OG0035386						FUN_002258-T1							
OG0035387						FUN_002259-T1							
OG0035388						FUN_002279-T1							
