species,qaccver,saccver
thamnophis_elegans,rna-XM_032237323.1,Q5BKE0
thamnophis_elegans,rna-XM_032237325.1,Q5EBL8
thamnophis_elegans,rna-XM_032237326.1,P84239
thamnophis_elegans,rna-XM_032237327.1,P84239
thamnophis_elegans,rna-XM_032237328.1,P02263
thamnophis_elegans,rna-XM_032237330.1,P0C1H4
thamnophis_elegans,rna-XM_032237331.1,P0C170
thamnophis_elegans,rna-XM_032237332.1,Q28DR4
thamnophis_elegans,rna-XM_032237333.1,Q28DR4
thamnophis_elegans,rna-XM_032237338.1,P52757
thamnophis_elegans,rna-XM_032237355.1,P0C1Q2
thamnophis_elegans,rna-XM_032237364.1,P84173
thamnophis_elegans,rna-XM_032237365.1,Q8WZ19
thamnophis_elegans,rna-XM_032237370.1,Q9P2T1
thamnophis_elegans,rna-XM_032237373.1,Q4PLJ0
thamnophis_elegans,rna-XM_032237376.1,Q0VD15
thamnophis_elegans,rna-XM_032237377.1,Q5E9A6
thamnophis_elegans,rna-XM_032237378.1,P61271
thamnophis_elegans,rna-XM_032237382.1,P17209
thamnophis_elegans,rna-XM_032237394.1,Q96JG6
thamnophis_elegans,rna-XM_032237395.1,P05122
thamnophis_elegans,rna-XM_032237404.1,Q5ZI74
thamnophis_elegans,rna-XM_032237414.1,O93511
thamnophis_elegans,rna-XM_032237415.1,P32871
thamnophis_elegans,rna-XM_032237421.1,P54313
thamnophis_elegans,rna-XM_032237423.1,Q69Z98
thamnophis_elegans,rna-XM_032237428.1,P69091
thamnophis_elegans,rna-XM_032237433.1,P62876
thamnophis_elegans,rna-XM_032237434.1,O42254
thamnophis_elegans,rna-XM_032237444.1,Q66KJ5
thamnophis_elegans,rna-XM_032237469.1,Q5XHA2
thamnophis_elegans,rna-XM_032237496.1,D3ZAA9
thamnophis_elegans,rna-XM_032237512.1,P62912
thamnophis_elegans,rna-XM_032237520.1,Q9NXS3
thamnophis_elegans,rna-XM_032237521.1,P61265
thamnophis_elegans,rna-XM_032237525.1,Q5ZJU3
thamnophis_elegans,rna-XM_032237527.1,Q4R528
thamnophis_elegans,rna-XM_032237536.1,Q9UPV9
thamnophis_elegans,rna-XM_032237548.1,Q9ESN4
thamnophis_elegans,rna-XM_032237549.1,A0A0R4IXF6
thamnophis_elegans,rna-XM_032237551.1,Q5R7L7
thamnophis_elegans,rna-XM_032237559.1,O42603
thamnophis_elegans,rna-XM_032237563.1,Q8IV38
thamnophis_elegans,rna-XM_032237565.1,Q5ZL42
thamnophis_elegans,rna-XM_032237571.1,P70081
thamnophis_elegans,rna-XM_032237572.1,P84239
thamnophis_elegans,rna-XM_032237576.1,P13834
thamnophis_elegans,rna-XM_032237582.1,B5FXT6
thamnophis_elegans,rna-XM_032237589.1,Q8WYK2
thamnophis_elegans,rna-XM_032237590.1,P61214
thamnophis_elegans,rna-XM_032237613.1,Q5F3K4
thamnophis_elegans,rna-XM_032237626.1,Q9H6B1
thamnophis_elegans,rna-XM_032237627.1,Q8CCF0
thamnophis_elegans,rna-XM_032237629.1,P48024
thamnophis_elegans,rna-XM_032237647.1,O08832
thamnophis_elegans,rna-XM_032237650.1,Q8NB12
thamnophis_elegans,rna-XM_032237656.1,P50222
thamnophis_elegans,rna-XM_032237666.1,P02709
thamnophis_elegans,rna-XM_032237669.1,P55918
thamnophis_elegans,rna-XM_032237670.1,Q68EY9
thamnophis_elegans,rna-XM_032237679.1,Q9WTX6
thamnophis_elegans,rna-XM_032237693.1,O00522
thamnophis_elegans,rna-XM_032237709.1,O94832
thamnophis_elegans,rna-XM_032237711.1,Q921G8
thamnophis_elegans,rna-XM_032237732.1,O75477
thamnophis_elegans,rna-XM_032237735.1,Q28DR4
thamnophis_elegans,rna-XM_032237736.1,Q28DR4
thamnophis_elegans,rna-XM_032237738.1,Q96L42
thamnophis_elegans,rna-XM_032237741.1,Q90828
thamnophis_elegans,rna-XM_032237745.1,Q01813
thamnophis_elegans,rna-XM_032237752.1,Q64HY3
thamnophis_elegans,rna-XM_032237755.1,Q8IXQ5
thamnophis_elegans,rna-XM_032237757.1,Q5R495
thamnophis_elegans,rna-XM_032237763.1,P62832
thamnophis_elegans,rna-XM_032237767.1,Q9DCM4
thamnophis_elegans,rna-XM_032237769.1,Q5RB31
thamnophis_elegans,rna-XM_032237773.1,Q9NRG1
thamnophis_elegans,rna-XM_032237783.1,P28673
thamnophis_elegans,rna-XM_032237789.1,Q8BVD5
thamnophis_elegans,rna-XM_032237793.1,Q9BXS5
thamnophis_elegans,rna-XM_032237797.1,Q9JK42
thamnophis_elegans,rna-XM_032237801.1,Q6UX71
thamnophis_elegans,rna-XM_032237805.1,Q5F470
thamnophis_elegans,rna-XM_032237807.1,O13113
thamnophis_elegans,rna-XM_032237815.1,O42410
thamnophis_elegans,rna-XM_032237832.1,Q96PB8
thamnophis_elegans,rna-XM_032237837.1,P63320
thamnophis_elegans,rna-XM_032237842.1,Q9D4P0
thamnophis_elegans,rna-XM_032237846.1,Q91VH1
thamnophis_elegans,rna-XM_032237853.1,Q28F89
thamnophis_elegans,rna-XM_032237855.1,Q01173
thamnophis_elegans,rna-XM_032237862.1,Q5R530
thamnophis_elegans,rna-XM_032237867.1,P08775
thamnophis_elegans,rna-XM_032237868.1,Q60838
thamnophis_elegans,rna-XM_032237875.1,Q1RMV9
thamnophis_elegans,rna-XM_032237878.1,P60517
thamnophis_elegans,rna-XM_032237894.1,Q5R698
thamnophis_elegans,rna-XM_032237899.1,P54755
thamnophis_elegans,rna-XM_032237903.1,Q8R331
thamnophis_elegans,rna-XM_032237910.1,Q5R4P1
thamnophis_elegans,rna-XM_032237917.1,P0CE43
thamnophis_elegans,rna-XM_032237923.1,Q8CGZ0
thamnophis_elegans,rna-XM_032237925.1,Q924H7
thamnophis_elegans,rna-XM_032237929.1,Q4R5G6
thamnophis_elegans,rna-XM_032237933.1,Q60HF9
thamnophis_elegans,rna-XM_032237961.1,O57328
thamnophis_elegans,rna-XM_032238015.1,P17426
thamnophis_elegans,rna-XM_032238027.1,Q5NVC2
thamnophis_elegans,rna-XM_032238032.1,P62315
thamnophis_elegans,rna-XM_032238051.1,Q9UG63
thamnophis_elegans,rna-XM_032238054.1,Q86U44
thamnophis_elegans,rna-XM_032238061.1,Q9H4G4
thamnophis_elegans,rna-XM_032238063.1,P70396
thamnophis_elegans,rna-XM_032238064.1,Q2KIC2
thamnophis_elegans,rna-XM_032238083.1,Q8IXZ3
thamnophis_elegans,rna-XM_032238096.1,Q9BQ49
thamnophis_elegans,rna-XM_032238101.1,Q6ZQY3
thamnophis_elegans,rna-XM_032238107.1,Q08297
thamnophis_elegans,rna-XM_032238110.1,Q9P1U1
thamnophis_elegans,rna-XM_032238113.1,P33672
thamnophis_elegans,rna-XM_032238123.1,O75122
thamnophis_elegans,rna-XM_032238138.1,P62963
thamnophis_elegans,rna-XM_032238140.1,Q96ES7
thamnophis_elegans,rna-XM_032238147.1,Q5ZIV9
thamnophis_elegans,rna-XM_032238151.1,P41105
thamnophis_elegans,rna-XM_032238164.1,P97496
thamnophis_elegans,rna-XM_032238171.1,P32876
thamnophis_elegans,rna-XM_032238187.1,P61967
thamnophis_elegans,rna-XM_032238233.1,Q92831
thamnophis_elegans,rna-XM_032238249.1,P83900
thamnophis_elegans,rna-XM_032238253.1,Q9P0K9
thamnophis_elegans,rna-XM_032238257.1,P61354
thamnophis_elegans,rna-XM_032238262.1,O75165
thamnophis_elegans,rna-XM_032238270.1,Q5E9C0
thamnophis_elegans,rna-XM_032238298.1,Q5ZJK8
thamnophis_elegans,rna-XM_032238299.1,Q5ZIZ2
thamnophis_elegans,rna-XM_032238302.1,Q5RBL1
thamnophis_elegans,rna-XM_032238316.1,Q9JKW1
thamnophis_elegans,rna-XM_032238330.1,Q9BTV5
thamnophis_elegans,rna-XM_032238350.1,Q9Y2A7
thamnophis_elegans,rna-XM_032238378.1,P62859
thamnophis_elegans,rna-XM_032238428.1,P36776
thamnophis_elegans,rna-XM_032238429.1,Q7ZY13
thamnophis_elegans,rna-XM_032238444.1,Q8UW19
thamnophis_elegans,rna-XM_032238445.1,Q5ZHN3
thamnophis_elegans,rna-XM_032238446.1,A7X4M7
thamnophis_elegans,rna-XM_032238463.1,A6NI61
thamnophis_elegans,rna-XM_032238468.1,P47193
thamnophis_elegans,rna-XM_032238503.1,Q13049
thamnophis_elegans,rna-XM_032238510.1,Q5F4B3
thamnophis_elegans,rna-XM_032238519.1,Q4VC05
thamnophis_elegans,rna-XM_032238527.1,Q6P9Z1
thamnophis_elegans,rna-XM_032238539.1,Q99497
thamnophis_elegans,rna-XM_032238575.1,P60707
thamnophis_elegans,rna-XM_032238641.1,P11023
thamnophis_elegans,rna-XM_032238673.1,Q9QXA5
thamnophis_elegans,rna-XM_032238682.1,Q9NXJ5
thamnophis_elegans,rna-XM_032238686.1,Q5TJF7
thamnophis_elegans,rna-XM_032238696.1,Q66J69
thamnophis_elegans,rna-XM_032238739.1,P23772
thamnophis_elegans,rna-XM_032238743.1,Q924P2
thamnophis_elegans,rna-XM_032238744.1,Q801X6
thamnophis_elegans,rna-XM_032238761.1,Q4KLL5
thamnophis_elegans,rna-XM_032238762.1,E2RKN8
thamnophis_elegans,rna-XM_032238763.1,Q9BX46
thamnophis_elegans,rna-XM_032238772.1,Q5ZK14
thamnophis_elegans,rna-XM_032238773.1,P62246
thamnophis_elegans,rna-XM_032238797.1,O43852
thamnophis_elegans,rna-XM_032238811.1,Q9MYW0
thamnophis_elegans,rna-XM_032238843.1,Q02577
thamnophis_elegans,rna-XM_032238858.1,Q29099
thamnophis_elegans,rna-XM_032238860.1,Q5ZMT7
thamnophis_elegans,rna-XM_032238864.1,O75096
thamnophis_elegans,rna-XM_032238866.1,Q08D69
thamnophis_elegans,rna-XM_032238872.1,Q91YL2
thamnophis_elegans,rna-XM_032238877.1,Q9Z2Z9
thamnophis_elegans,rna-XM_032238880.1,Q7Z3G6
thamnophis_elegans,rna-XM_032238881.1,Q5PU49
thamnophis_elegans,rna-XM_032238884.1,P39054
thamnophis_elegans,rna-XM_032238895.1,P35276
thamnophis_elegans,rna-XM_032238945.1,Q9C0B0
thamnophis_elegans,rna-XM_032238956.1,A8WIP6
thamnophis_elegans,rna-XM_032238964.1,Q4V7B8
thamnophis_elegans,rna-XM_032238972.1,Q08499
thamnophis_elegans,rna-XM_032238978.1,Q5RDM4
thamnophis_elegans,rna-XM_032238981.1,O60830
thamnophis_elegans,rna-XM_032239000.1,P47971
thamnophis_elegans,rna-XM_032239003.1,Q9UFH2
thamnophis_elegans,rna-XM_032239018.1,P12847
thamnophis_elegans,rna-XM_032239021.1,Q15717
thamnophis_elegans,rna-XM_032239042.1,O70528
thamnophis_elegans,rna-XM_032239052.1,Q9HCX4
thamnophis_elegans,rna-XM_032239061.1,P23415
thamnophis_elegans,rna-XM_032239068.1,O43615
thamnophis_elegans,rna-XM_032239070.1,Q16143
thamnophis_elegans,rna-XM_032239071.1,Q8K1S4
thamnophis_elegans,rna-XM_032239081.1,Q8IZD9
thamnophis_elegans,rna-XM_032239094.1,Q5PQ35
thamnophis_elegans,rna-XM_032239103.1,A8E0R9
thamnophis_elegans,rna-XM_032239106.1,Q17R89
thamnophis_elegans,rna-XM_032239113.1,Q7Z5A9
thamnophis_elegans,rna-XM_032239119.1,P22129
thamnophis_elegans,rna-XM_032239128.1,Q8IYJ1
thamnophis_elegans,rna-XM_032239139.1,P81383
thamnophis_elegans,rna-XM_032239144.1,P60027
thamnophis_elegans,rna-XM_032239145.1,Q7YR37
hydrophis_elegans,FUN_000002-T1,Q9UK45
hydrophis_elegans,FUN_000007-T1,Q6GPY0
hydrophis_elegans,FUN_000018-T1,O95057
hydrophis_elegans,FUN_000021-T1,P30671
hydrophis_elegans,FUN_000057-T1,P62859
hydrophis_elegans,FUN_000098-T1,Q86WG3
hydrophis_elegans,FUN_000119-T1,P22129
hydrophis_elegans,FUN_000120-T1,Q5PQ35
hydrophis_elegans,FUN_000124-T1,O43615
hydrophis_elegans,FUN_000170-T1,A0SXL6
hydrophis_elegans,FUN_000178-T1,Q90891
hydrophis_elegans,FUN_000187-T1,Q5ZJU8
hydrophis_elegans,FUN_000193-T1,C0STK7
hydrophis_elegans,FUN_000211-T1,Q8AXV0
hydrophis_elegans,FUN_000217-T1,Q4R539
hydrophis_elegans,FUN_000225-T1,Q86TI2
hydrophis_elegans,FUN_000238-T1,F1NWE3
hydrophis_elegans,FUN_000258-T1,Q969V3
hydrophis_elegans,FUN_000263-T1,Q08117
hydrophis_elegans,FUN_000266-T1,O42469
hydrophis_elegans,FUN_000283-T1,P49427
hydrophis_elegans,FUN_000293-T1,Q0GGW5
hydrophis_elegans,FUN_000296-T1,Q5RF83
hydrophis_elegans,FUN_000303-T1,P52802
hydrophis_elegans,FUN_000313-T1,Q9JII5
hydrophis_elegans,FUN_000322-T1,O70161
hydrophis_elegans,FUN_000335-T1,Q92900
hydrophis_elegans,FUN_000338-T1,Q5ZIK9
hydrophis_elegans,FUN_000339-T1,Q9Y6V7
hydrophis_elegans,FUN_000360-T1,B1H1Z8
hydrophis_elegans,FUN_000385-T1,Q5ZLT5
hydrophis_elegans,FUN_000387-T4,Q865S1
hydrophis_elegans,FUN_000390-T1,Q8CDB0
hydrophis_elegans,FUN_000391-T1,Q8BVP5
hydrophis_elegans,FUN_000396-T1,O95983
hydrophis_elegans,FUN_000406-T1,Q2HJ19
hydrophis_elegans,FUN_000410-T3,P08651
hydrophis_elegans,FUN_000421-T1,Q9P0W2
hydrophis_elegans,FUN_000424-T1,Q8WUQ7
hydrophis_elegans,FUN_000427-T1,Q5RFN6
hydrophis_elegans,FUN_000431-T1,Q5R587
hydrophis_elegans,FUN_000434-T1,Q91YL2
hydrophis_elegans,FUN_000439-T1,Q08D69
hydrophis_elegans,FUN_000443-T1,Q29099
hydrophis_elegans,FUN_000458-T1,Q5ZK14
hydrophis_elegans,FUN_000468-T1,Q9NXJ5
hydrophis_elegans,FUN_000469-T1,Q9QXA5
hydrophis_elegans,FUN_000476-T1,P11023
hydrophis_elegans,FUN_000486-T1,Q8UW19
hydrophis_elegans,FUN_000513-T1,Q9BQ49
hydrophis_elegans,FUN_000517-T1,Q8CGZ0
hydrophis_elegans,FUN_000525-T1,Q5F470
hydrophis_elegans,FUN_000526-T1,Q9BXS5
hydrophis_elegans,FUN_000528-T1,Q9DCM4
hydrophis_elegans,FUN_000531-T1,Q5RCJ9
hydrophis_elegans,FUN_000532-T1,Q921G8
hydrophis_elegans,FUN_000537-T1,Q8BXA0
hydrophis_elegans,FUN_000558-T1,Q86UA1
hydrophis_elegans,FUN_000564-T1,Q7Z553
hydrophis_elegans,FUN_000567-T1,P62275
hydrophis_elegans,FUN_000569-T1,P62275
hydrophis_elegans,FUN_000573-T1,Q5ZKQ6
hydrophis_elegans,FUN_000577-T1,P62332
hydrophis_elegans,FUN_000579-T1,Q07890
hydrophis_elegans,FUN_000583-T1,Q00532
hydrophis_elegans,FUN_000584-T1,Q9Y4K4
hydrophis_elegans,FUN_000588-T1,Q60HD2
hydrophis_elegans,FUN_000589-T1,Q8VEB2
hydrophis_elegans,FUN_000592-T1,Q0VCM4
hydrophis_elegans,FUN_000594-T1,Q8C7M3
hydrophis_elegans,FUN_000596-T1,Q96AC1
hydrophis_elegans,FUN_000598-T1,Q8WUJ0
hydrophis_elegans,FUN_000599-T1,P62334
hydrophis_elegans,FUN_000607-T1,Q9CQE8
hydrophis_elegans,FUN_000608-T1,Q5R7U4
hydrophis_elegans,FUN_000609-T1,Q96NE9
hydrophis_elegans,FUN_000615-T1,O35372
hydrophis_elegans,FUN_000616-T1,Q5R6P6
hydrophis_elegans,FUN_000619-T1,Q9UPU9
hydrophis_elegans,FUN_000622-T1,P30793
hydrophis_elegans,FUN_000630-T1,Q6ZNE5
hydrophis_elegans,FUN_000632-T1,Q3ZBD2
hydrophis_elegans,FUN_000635-T1,Q8BZK4
hydrophis_elegans,FUN_000640-T1,P97878
hydrophis_elegans,FUN_000646-T1,P80206
hydrophis_elegans,FUN_000652-T1,O70435
hydrophis_elegans,FUN_000656-T1,Q5ZIR8
hydrophis_elegans,FUN_000660-T1,B0DOB5
hydrophis_elegans,FUN_000663-T1,Q9P055
hydrophis_elegans,FUN_000669-T1,O62829
hydrophis_elegans,FUN_000671-T1,O95475
hydrophis_elegans,FUN_000672-T1,A2D5H2
hydrophis_elegans,FUN_000674-T1,P51948
hydrophis_elegans,FUN_000685-T1,Q8NCM2
hydrophis_elegans,FUN_000686-T1,Q9H4E5
hydrophis_elegans,FUN_000688-T1,Q16537
hydrophis_elegans,FUN_000694-T1,O93511
hydrophis_elegans,FUN_000696-T1,Q922D8
hydrophis_elegans,FUN_000703-T1,P08106
hydrophis_elegans,FUN_000719-T1,Q561L1
hydrophis_elegans,FUN_000721-T1,P31748
hydrophis_elegans,FUN_000730-T1,Q6ZVK1
hydrophis_elegans,FUN_000745-T1,Q07866
hydrophis_elegans,FUN_000747-T1,Q5F486
hydrophis_elegans,FUN_000750-T1,P05122
hydrophis_elegans,FUN_000751-T1,P27448
hydrophis_elegans,FUN_000752-T1,P55010
hydrophis_elegans,FUN_000757-T1,Q9Y5S2
hydrophis_elegans,FUN_000760-T1,Q13114
hydrophis_elegans,FUN_000775-T1,Q8TBZ3
hydrophis_elegans,FUN_000777-T1,P11501
hydrophis_elegans,FUN_000779-T1,Q9JHU4
hydrophis_elegans,FUN_000780-T1,Q60996
hydrophis_elegans,FUN_000789-T1,P23381
hydrophis_elegans,FUN_000793-T1,P25490
hydrophis_elegans,FUN_000796-T1,O00423
hydrophis_elegans,FUN_000803-T1,O75909
hydrophis_elegans,FUN_000804-T1,Q5ZML9
hydrophis_elegans,FUN_000819-T1,Q61183
hydrophis_elegans,FUN_000826-T1,Q9NPU4
hydrophis_elegans,FUN_000833-T1,Q25BN1
hydrophis_elegans,FUN_000848-T1,Q9P2D8
hydrophis_elegans,FUN_000851-T1,Q9P203
hydrophis_elegans,FUN_000855-T1,Q5ZLR7
hydrophis_elegans,FUN_000857-T1,Q5F480
hydrophis_elegans,FUN_000868-T1,O35218
hydrophis_elegans,FUN_000870-T1,Q9W689
hydrophis_elegans,FUN_000875-T1,Q6P2K6
hydrophis_elegans,FUN_000879-T1,Q5F3L1
hydrophis_elegans,FUN_000880-T1,Q86TV6
hydrophis_elegans,FUN_000882-T1,P05932
hydrophis_elegans,FUN_000884-T2,P62193
hydrophis_elegans,FUN_000890-T1,Q33BP8
hydrophis_elegans,FUN_000893-T1,Q05BV3
hydrophis_elegans,FUN_000895-T1,Q62728
hydrophis_elegans,FUN_000897-T1,Q9JIS4
hydrophis_elegans,FUN_000905-T1,O43155
hydrophis_elegans,FUN_000913-T1,Q9ESM7
hydrophis_elegans,FUN_000923-T1,D0PRN4
hydrophis_elegans,FUN_000932-T1,Q5ZMT7
hydrophis_elegans,FUN_000933-T1,Q1JQE0
hydrophis_elegans,FUN_000956-T1,Q8C1W1
hydrophis_elegans,FUN_000958-T1,O95718
hydrophis_elegans,FUN_000960-T1,Q9NWQ4
hydrophis_elegans,FUN_000962-T1,P16047
hydrophis_elegans,FUN_000964-T1,Q5R589
hydrophis_elegans,FUN_000967-T1,Q8WYK2
hydrophis_elegans,FUN_000975-T1,Q5E9B4
hydrophis_elegans,FUN_000982-T1,Q5RFQ0
hydrophis_elegans,FUN_000983-T1,O15033
hydrophis_elegans,FUN_000992-T1,Q9IAL1
hydrophis_elegans,FUN_000994-T1,Q5ZJQ3
hydrophis_elegans,FUN_000995-T1,Q02253
hydrophis_elegans,FUN_001001-T1,Q7Z6M2
hydrophis_elegans,FUN_001004-T1,Q86SZ2
hydrophis_elegans,FUN_001006-T1,Q9CQQ4
hydrophis_elegans,FUN_001009-T1,Q01405
hydrophis_elegans,FUN_001011-T1,Q49LX5
hydrophis_elegans,FUN_001020-T1,Q2VL58
hydrophis_elegans,FUN_001027-T1,Q6GYQ0
hydrophis_elegans,FUN_001030-T1,P60901
hydrophis_elegans,FUN_001032-T1,Q5E9G1
hydrophis_elegans,FUN_001034-T1,Q5R4R6
hydrophis_elegans,FUN_001036-T1,P21566
hydrophis_elegans,FUN_001037-T1,Q5R613
hydrophis_elegans,FUN_001039-T1,Q5E978
hydrophis_elegans,FUN_001042-T1,Q8IXF0
hydrophis_elegans,FUN_001044-T1,Q13017
hydrophis_elegans,FUN_001051-T1,Q9ULT8
hydrophis_elegans,FUN_001054-T1,A5D7H2
hydrophis_elegans,FUN_001056-T1,Q8WVM8
hydrophis_elegans,FUN_001061-T1,Q15139
hydrophis_elegans,FUN_001071-T1,Q9JKN6
hydrophis_elegans,FUN_001077-T1,Q8R3T5
hydrophis_elegans,FUN_001079-T1,Q866T7
hydrophis_elegans,FUN_001080-T2,Q6P640
hydrophis_elegans,FUN_001081-T2,O60306
hydrophis_elegans,FUN_001084-T1,P62275
hydrophis_elegans,FUN_001088-T1,Q3U4G0
hydrophis_elegans,FUN_001090-T1,P97367
hydrophis_elegans,FUN_001098-T1,P05408
hydrophis_elegans,FUN_001103-T1,Q15413
hydrophis_elegans,FUN_001106-T1,Q9EP72
hydrophis_elegans,FUN_001116-T1,Q5RBX7
hydrophis_elegans,FUN_001129-T1,P26440
hydrophis_elegans,FUN_001140-T1,P99025
hydrophis_elegans,FUN_001146-T1,Q9Z1Y0
hydrophis_elegans,FUN_001151-T1,Q9ULG1
hydrophis_elegans,FUN_001153-T1,Q3SYS6
hydrophis_elegans,FUN_001160-T1,Q92541
hydrophis_elegans,FUN_001175-T1,Q9EQP2
hydrophis_elegans,FUN_001187-T1,Q96JC1
hydrophis_elegans,FUN_001193-T1,Q5FVI3
hydrophis_elegans,FUN_001205-T1,Q2KID4
hydrophis_elegans,FUN_001212-T1,Q4JIM4
hydrophis_elegans,FUN_001214-T1,Q9HBF4
hydrophis_elegans,FUN_001219-T1,Q92784
hydrophis_elegans,FUN_001221-T1,Q9Z2H2
hydrophis_elegans,FUN_001224-T1,O43166
hydrophis_elegans,FUN_001226-T2,Q96RV3
hydrophis_elegans,FUN_001229-T1,Q3SZY9
hydrophis_elegans,FUN_001239-T1,Q5PQ09
hydrophis_elegans,FUN_001242-T1,P57103
hydrophis_elegans,FUN_001244-T1,Q13243
hydrophis_elegans,FUN_001249-T1,Q9NUM3
hydrophis_elegans,FUN_001250-T1,P84089
hydrophis_elegans,FUN_001255-T1,P05094
hydrophis_elegans,FUN_001259-T1,P17431
hydrophis_elegans,FUN_001273-T1,Q5ZLX2
hydrophis_elegans,FUN_001275-T1,Q5RCS8
hydrophis_elegans,FUN_001276-T1,Q8N3R9
hydrophis_elegans,FUN_001278-T1,Q8BUV3
hydrophis_elegans,FUN_001284-T1,Q6EV77
hydrophis_elegans,FUN_001290-T1,Q5F3T7
hydrophis_elegans,FUN_001291-T1,O42393
hydrophis_elegans,FUN_001292-T1,Q63569
hydrophis_elegans,FUN_001299-T1,Q8WXG6
hydrophis_elegans,FUN_001300-T1,Q13133
hydrophis_elegans,FUN_001306-T1,O75096
hydrophis_elegans,FUN_001307-T1,Q14008
hydrophis_elegans,FUN_001315-T1,Q9C0C7
hydrophis_elegans,FUN_001316-T1,P17200
hydrophis_elegans,FUN_001320-T1,Q96BD5
hydrophis_elegans,FUN_001322-T1,Q66PG4
hydrophis_elegans,FUN_001326-T1,Q8QG60
hydrophis_elegans,FUN_001329-T1,O43916
hydrophis_elegans,FUN_001341-T1,Q0VCQ8
hydrophis_elegans,FUN_001342-T1,Q96SJ8
hydrophis_elegans,FUN_001350-T1,Q93063
hydrophis_elegans,FUN_001360-T1,Q5ZMW3
hydrophis_elegans,FUN_001370-T1,Q8C031
hydrophis_elegans,FUN_001393-T1,P31596
hydrophis_elegans,FUN_001397-T1,Q5ZLP2
hydrophis_elegans,FUN_001399-T1,Q58DT0
hydrophis_elegans,FUN_001400-T1,P04040
hydrophis_elegans,FUN_001401-T1,P00432
hydrophis_elegans,FUN_001404-T1,Q9H0A0
hydrophis_elegans,FUN_001406-T1,Q60865
hydrophis_elegans,FUN_001407-T1,P25791
hydrophis_elegans,FUN_001408-T1,A6H7H7
hydrophis_elegans,FUN_001417-T1,Q13136
hydrophis_elegans,FUN_001420-T1,Q8BHY3
hydrophis_elegans,FUN_001421-T1,P48801
hydrophis_elegans,FUN_001422-T1,P48804
hydrophis_elegans,FUN_001433-T1,Q5ZMA6
hydrophis_elegans,FUN_001443-T1,Q8IVL1
hydrophis_elegans,FUN_001455-T1,A6QLI1
hydrophis_elegans,FUN_001457-T1,O43903
hydrophis_elegans,FUN_001472-T1,Q5F425
hydrophis_elegans,FUN_001473-T1,Q8QG74
hydrophis_elegans,FUN_001486-T1,Q5REB1
hydrophis_elegans,FUN_001494-T1,P63015
hydrophis_elegans,FUN_001495-T1,Q05186
hydrophis_elegans,FUN_001496-T1,B5DE03
hydrophis_elegans,FUN_001499-T1,Q5ZJ64
hydrophis_elegans,FUN_001506-T1,Q99LI7
hydrophis_elegans,FUN_001524-T1,Q922J9
hydrophis_elegans,FUN_001527-T2,Q5R585
hydrophis_elegans,FUN_001528-T1,Q6YGZ5
hydrophis_elegans,FUN_001532-T1,P28347
hydrophis_elegans,FUN_001534-T1,Q9NVD7
hydrophis_elegans,FUN_001535-T1,O94851
hydrophis_elegans,FUN_001538-T2,E1C1R4
hydrophis_elegans,FUN_001540-T1,Q6P9A2
hydrophis_elegans,FUN_001543-T1,Q62018
hydrophis_elegans,FUN_001546-T1,Q5R7K8
hydrophis_elegans,FUN_001547-T1,Q01432
hydrophis_elegans,FUN_001552-T1,Q86WG5
hydrophis_elegans,FUN_001557-T1,P52747
hydrophis_elegans,FUN_001559-T1,O95373
hydrophis_elegans,FUN_001560-T1,Q5ZIL6
hydrophis_elegans,FUN_001561-T1,Q6IQ26
hydrophis_elegans,FUN_001564-T1,Q9JJR8
hydrophis_elegans,FUN_001569-T1,P14115
hydrophis_elegans,FUN_001577-T1,P25800
hydrophis_elegans,FUN_001583-T1,Q5ZIA5
hydrophis_elegans,FUN_001584-T1,P25786
hydrophis_elegans,FUN_001586-T1,Q6VVX0
hydrophis_elegans,FUN_001593-T1,Q5RCU4
hydrophis_elegans,FUN_001599-T1,P62278
hydrophis_elegans,FUN_001611-T1,P16075
hydrophis_elegans,FUN_001614-T1,P25122
hydrophis_elegans,FUN_001616-T1,P70080
hydrophis_elegans,FUN_001619-T1,P32780
hydrophis_elegans,FUN_001620-T1,Q9W7L3
hydrophis_elegans,FUN_001621-T1,Q61187
hydrophis_elegans,FUN_001637-T1,Q5F408
hydrophis_elegans,FUN_001639-T1,Q78ZA7
hydrophis_elegans,FUN_001656-T1,P11982
hydrophis_elegans,FUN_001664-T1,P06398
hydrophis_elegans,FUN_001676-T2,Q8VI63
hydrophis_elegans,FUN_001678-T1,Q69Z98
hydrophis_elegans,FUN_001681-T1,Q9H0E2
hydrophis_elegans,FUN_001688-T1,P17427
hydrophis_elegans,FUN_001697-T1,P62876
hydrophis_elegans,FUN_001707-T1,A0A0G2K5L2
hydrophis_elegans,FUN_001714-T1,P37837
hydrophis_elegans,FUN_001732-T1,P08642
hydrophis_elegans,FUN_001738-T1,Q4FZB7
hydrophis_elegans,FUN_001743-T1,O75197
hydrophis_elegans,FUN_001745-T1,Q5F471
hydrophis_elegans,FUN_001749-T1,Q68Y62
hydrophis_elegans,FUN_001757-T1,E1BYA3
hydrophis_elegans,FUN_001782-T1,P84169
hydrophis_elegans,FUN_001789-T1,P08267
hydrophis_elegans,FUN_001800-T1,Q5ZLN4
hydrophis_elegans,FUN_001801-T1,P61166
hydrophis_elegans,FUN_001803-T1,Q9Y4D2
hydrophis_elegans,FUN_001810-T1,Q5XI29
hydrophis_elegans,FUN_001817-T1,Q805F9
