GO,Genes
GO:0000425,USP30
GO:0000428,TAF15
GO:0000428,TAF13
GO:0000428,PRIM1
GO:0000428,RPA2
GO:0000428,RTF1
GO:0000428,RPAP1
GO:0000428,GTF2H3
GO:0000428,ERCC3
GO:0000428,TADA3
GO:0000428,POLR3F
GO:0000428,MCM3
GO:0000428,POLR1E
GO:0000428,TBPL1
GO:0000428,MMS19
GO:0000428,TAF5
GO:0000429,
GO:0000430,
GO:0000431,
GO:0000432,
GO:0000435,
GO:0000436,
GO:0000438,GTF2H3
GO:0000439,ERCC3
GO:0000439,GTF2H3
GO:0000444,
GO:0000445,
GO:0000447,ABT1
GO:0000448,NOL9
GO:0000451,MRM1
GO:0000453,
GO:0000454,
GO:0000455,
GO:0000459,EXOSC3
GO:0000460,ABT1
GO:0000460,EIF6
GO:0000460,NOL9
GO:0000460,EXOSC3
GO:0000460,RRP15
GO:0000460,MPHOSPH6
GO:0000461,
GO:0000462,ABT1
GO:0000462,UTP4
GO:0000462,RPS8
GO:0000462,UTP23
GO:0000462,DHX37
GO:0000463,NOL9
GO:0000463,RPL7
GO:0000466,ABT1
GO:0000466,NOL9
GO:0000466,EXOSC3
GO:0000467,EXOSC3
GO:0000469,ABT1
GO:0000469,UTP23
GO:0000469,NOL9
GO:0000469,EXOSC3
GO:0000470,EIF6
GO:0000470,NOL9
GO:0000470,RRP15
GO:0000470,RPL7
GO:0000472,ABT1
GO:0000478,ABT1
GO:0000478,UTP23
GO:0000478,NOL9
GO:0000479,ABT1
GO:0000479,UTP23
GO:0000479,NOL9
GO:0000480,ABT1
GO:0000480,UTP23
GO:0000481,
GO:0000491,PIH1D1
GO:0000492,PIH1D1
GO:0000493,
GO:0000494,
GO:0000495,
GO:0000502,PSMA3
GO:0000502,PSMC6
GO:0000502,PSMB3
GO:0000502,PSMB1
GO:0000502,RAD23B
GO:0000506,
GO:0000514,CMC2
GO:0000514,SLC25A12
GO:0000515,CMC2
GO:0000515,SLC25A12
GO:0000578,EPB41L5
GO:0000578,SMAD4
GO:0000578,PTCH1
GO:0000578,TASOR
GO:0000578,TDRD6
GO:0000578,TDRD5
GO:0000700,
GO:0000701,
GO:0000702,
GO:0000703,
GO:0000706,BACH1
GO:0000707,
GO:0000708,
GO:0000709,
GO:0000710,
GO:0000711,
GO:0000712,EME2
GO:0000715,
GO:0000717,ERCC3
GO:0000718,
GO:0000720,
GO:0000721,
GO:0000722,
GO:0000723,UPF1
GO:0000723,SMARCAL1
GO:0000723,TEN1
GO:0000723,PTGES3
GO:0000723,RPA2
GO:0000723,DNA2
GO:0000724,RAD51B
GO:0000724,SWSAP1
GO:0000724,MORF4L1
GO:0000724,MCM8
GO:0000724,MCM3
GO:0000724,UBE2N
GO:0000724,RAD54L
GO:0000724,RPA2
GO:0000724,POLL
GO:0000725,RAD51B
GO:0000725,SWSAP1
GO:0000725,MORF4L1
GO:0000725,MCM8
GO:0000725,MCM3
GO:0000725,UBE2N
GO:0000725,RAD54L
GO:0000725,RPA2
GO:0000725,POLL
GO:0000727,MCM3
GO:0000729,UBE2N
GO:0000729,DNA2
GO:0000729,BACH1
GO:0000730,
GO:0000731,REV1
GO:0000732,
GO:0000737,
GO:0000738,
GO:0000741,
GO:0000768,SH3PXD2A
GO:0000768,MYOF
GO:0000768,VASH2
GO:0000773,
GO:0000774,BAG4
GO:0000774,HSPBP1
GO:0000775,SMARCE1
GO:0000775,HELLS
GO:0000775,SMARCC2
GO:0000775,DNMT3A
GO:0000775,PSEN2
GO:0000775,CAPG
GO:0000775,IKZF1
GO:0000775,BAZ1B
GO:0000775,SKA3
GO:0000775,SEPTIN7
GO:0000775,CLIP1
GO:0000775,CFDP1
GO:0000775,SEPT7
GO:0000775,RASSF2
GO:0000775,CENPL
GO:0000775,CHMP2A
GO:0000775,ZNF207
GO:0000775,CENPM
GO:0000775,NUP43
GO:0000775,KMT5B
GO:0000776,SMARCE1
GO:0000776,SMARCC2
GO:0000776,PSEN2
GO:0000776,SKA3
GO:0000776,SEPTIN7
GO:0000776,CLIP1
GO:0000776,CFDP1
GO:0000776,SEPT7
GO:0000776,RASSF2
GO:0000776,CHMP2A
GO:0000776,ZNF207
GO:0000776,CENPM
GO:0000776,NUP43
GO:0000779,SMARCE1
GO:0000779,SMARCC2
GO:0000779,PSEN2
GO:0000779,CAPG
GO:0000779,SKA3
GO:0000779,SEPTIN7
GO:0000779,CLIP1
GO:0000779,CFDP1
GO:0000779,SEPT7
GO:0000779,RASSF2
GO:0000779,CHMP2A
GO:0000779,ZNF207
GO:0000779,CENPM
GO:0000779,NUP43
GO:0000779,KMT5B
GO:0000781,UPF1
GO:0000781,SSB
GO:0000781,PTGES3
GO:0000781,ALYREF
GO:0000781,NAT10
GO:0000781,RPA2
GO:0000781,HMBOX1
GO:0000781,TEN1
GO:0000781,WDR82
GO:0000781,ORC3
GO:0000781,MCM3
GO:0000781,RAD17
GO:0000781,DNA2
GO:0000782,TEN1
GO:0000783,TEN1
GO:0000785,ICE2
GO:0000785,KDM1B
GO:0000785,JMJD1C
GO:0000785,YEATS4
GO:0000785,IKZF1
GO:0000785,BACH1
GO:0000785,ELK3
GO:0000785,SOX17
GO:0000785,DPF1
GO:0000785,PITX2
GO:0000785,TSPYL2
GO:0000785,SMARCC2
GO:0000785,OSR1
GO:0000785,IMP4
GO:0000785,ZBTB33
GO:0000785,POU3F3
GO:0000785,MORF4L1
GO:0000785,CFDP1
GO:0000785,WDR82
GO:0000785,RFX5
GO:0000785,TIMELESS
GO:0000785,GLYR1
GO:0000785,GCM2
GO:0000785,L3MBTL1
GO:0000785,BAZ2A
GO:0000785,PRDM10
GO:0000785,NPAS2
GO:0000785,HMBOX1
GO:0000785,NHLH1
GO:0000785,ORC3
GO:0000785,TASOR
GO:0000785,SUDS3
GO:0000785,DMAP1
GO:0000785,NKX6-1
GO:0000785,SMAD4
GO:0000785,JUN
GO:0000785,EGR3
GO:0000785,FANCL
GO:0000785,FANCA
GO:0000785,POU6F2
GO:0000785,NFATC1
GO:0000785,NR1D1
GO:0000785,EVX2
GO:0000785,FANCE
GO:0000785,HOPX
GO:0000785,NFATC4
GO:0000785,COPS5
GO:0000785,PHF14
GO:0000785,CHMP2A
GO:0000785,SP5
GO:0000785,MYF5
GO:0000785,LHX8
GO:0000785,BARHL1
GO:0000785,CSRNP2
GO:0000785,TRAM1
GO:0000785,MEOX2
GO:0000785,HEBP1
GO:0000785,SDR16C5
GO:0000785,HHEX
GO:0000785,CHAF1A
GO:0000785,HNF4A
GO:0000785,SIX2
GO:0000785,ANKRD2
GO:0000785,ZNF385A
GO:0000785,BRD3
GO:0000785,UPF1
GO:0000785,HELLS
GO:0000785,PRMT5
GO:0000785,KLF11
GO:0000785,POU1F1
GO:0000785,ZHX3
GO:0000785,NCOA3
GO:0000785,DNMT3A
GO:0000785,PROX1
GO:0000785,BAZ1B
GO:0000785,ZHX1
GO:0000785,TTI1
GO:0000785,ETV6
GO:0000785,ELF1
GO:0000785,ELF2
GO:0000785,MTF1
GO:0000785,HAND2
GO:0000785,IRF1
GO:0000785,TCP1
GO:0000785,IRF8
GO:0000785,PPARA
GO:0000785,FOXC2
GO:0000785,UHRF1
GO:0000785,SRF
GO:0000785,HOXD11
GO:0000785,MXI1
GO:0000785,E2F2
GO:0000785,EXOSC3
GO:0000785,MTA3
GO:0000785,RXRG
GO:0000785,TCFL5
GO:0000785,E2F8
GO:0000785,SMARCE1
GO:0000785,SUZ12
GO:0000785,IRX4
GO:0000785,RPA2
GO:0000785,SSRP1
GO:0000785,RRP1B
GO:0000785,GATAD2A
GO:0000785,KLF7
GO:0000785,TBX15
GO:0000785,KLF5
GO:0000785,TAF5
GO:0000785,RBMX
GO:0000785,CKLF
GO:0000785,RAN
GO:0000786,MORF4L1
GO:0000786,KDM1B
GO:0000786,YEATS4
GO:0000786,DMAP1
GO:0000786,GLYR1
GO:0000791,JUN
GO:0000791,ICE2
GO:0000791,UHRF1
GO:0000791,DNMT3A
GO:0000791,ANKRD2
GO:0000791,RRP1B
GO:0000791,EXOSC3
GO:0000791,RBMX
GO:0000792,SUZ12
GO:0000792,HELLS
GO:0000792,UHRF1
GO:0000792,TASOR
GO:0000792,DNMT3A
GO:0000792,TCP1
GO:0000792,BAZ2A
GO:0000792,IKZF1
GO:0000792,RRP1B
GO:0000792,BAZ1B
GO:0000793,SMARCE1
GO:0000793,L3MBTL1
GO:0000793,SMARCC2
GO:0000793,PSEN2
GO:0000793,CAPG
GO:0000793,BAZ1B
GO:0000793,SKA3
GO:0000793,SEPTIN7
GO:0000793,MLH3
GO:0000793,CLIP1
GO:0000793,CFDP1
GO:0000793,SEPT7
GO:0000793,RASSF2
GO:0000793,NRAP
GO:0000793,CHMP2A
GO:0000793,ZNF207
GO:0000793,CENPM
GO:0000793,NUP43
GO:0000793,KMT5B
GO:0000794,NRAP
GO:0000794,CAPG
GO:0000794,MLH3
GO:0000795,MLH3
GO:0000796,CAPG
GO:0000800,
GO:0000801,
GO:0000802,
GO:0000803,SUZ12
GO:0000803,DNMT3A
GO:0000803,BIRC2
GO:0000805,
GO:0000806,
GO:0000808,ORC3
GO:0000810,
GO:0000811,GINS1
GO:0000812,CFDP1
GO:0000812,DMAP1
GO:0000813,TSG101
GO:0000813,VPS37A
GO:0000814,
GO:0000815,CHMP2A
GO:0000818,
GO:0000819,LATS1
GO:0000819,NAA50
GO:0000819,RACGAP1
GO:0000819,CHMP2A
GO:0000819,ZNF207
GO:0000819,KATNB1
GO:0000819,CAPG
GO:0000819,KIF23
GO:0000819,TENT4A
GO:0000819,RAN
GO:0000820,SIRT4
GO:0000821,
GO:0000822,
GO:0000823,
GO:0000824,
GO:0000825,
GO:0000827,
GO:0000828,
GO:0000829,
GO:0000831,
GO:0000832,
GO:0000835,
GO:0000836,
GO:0000839,
GO:0000900,CPEB1
GO:0000900,CPEB4
GO:0000902,COL18A1
GO:0000902,LAMC2
GO:0000902,VLDLR
GO:0000902,SOX17
GO:0000902,MDK
GO:0000902,BOC
GO:0000902,DAG1
GO:0000902,TNR
GO:0000902,ZNF385A
GO:0000902,SEMA6C
GO:0000902,EPHA4
GO:0000902,DBNL
GO:0000902,APLP2
GO:0000902,PROX1
GO:0000902,SHROOM1
GO:0000902,LATS1
GO:0000902,SHTN1
GO:0000902,ALS2
GO:0000902,CDHR1
GO:0000902,NUMB
GO:0000902,MATN1
GO:0000902,ITGA8
GO:0000902,WDPCP
GO:0000902,EPHA1
GO:0000902,GAS7
GO:0000902,SRF
GO:0000902,WNT8A
GO:0000902,NTN1
GO:0000902,PRKCZ
GO:0000902,EPB41L5
GO:0000902,UGT8
GO:0000902,EFNB3
GO:0000902,ARL13B
GO:0000902,EPB41L3
GO:0000902,SLITRK3
GO:0000902,LPXN
GO:0000902,PDZD7
GO:0000902,GRXCR2
GO:0000902,SMAD4
GO:0000902,SEC24B
GO:0000902,LAMB2
GO:0000902,KIDINS220
GO:0000902,USP9X
GO:0000902,SPAG6
GO:0000902,SEMA4B
GO:0000902,PTCH1
GO:0000902,FN1
GO:0000902,DTNBP1
GO:0000902,DCDC2
GO:0000902,PARVA
GO:0000902,BAIAP2
GO:0000902,L1CAM
GO:0000902,NFATC4
GO:0000902,KLF7
GO:0000902,GDNF
GO:0000902,PLXNB3
GO:0000902,DCHS1
GO:0000902,PTPN6
GO:0000902,CNTN4
GO:0000902,NECTIN1
GO:0000904,COL18A1
GO:0000904,LAMC2
GO:0000904,VLDLR
GO:0000904,SOX17
GO:0000904,BOC
GO:0000904,DAG1
GO:0000904,TNR
GO:0000904,ZNF385A
GO:0000904,SEMA6C
GO:0000904,EPHA4
GO:0000904,APLP2
GO:0000904,PROX1
GO:0000904,LATS1
GO:0000904,SHTN1
GO:0000904,ALS2
GO:0000904,CDHR1
GO:0000904,NUMB
GO:0000904,MATN1
GO:0000904,ITGA8
GO:0000904,WDPCP
GO:0000904,EPHA1
GO:0000904,SRF
GO:0000904,NTN1
GO:0000904,EPB41L5
GO:0000904,EFNB3
GO:0000904,ARL13B
GO:0000904,SLITRK3
GO:0000904,LPXN
GO:0000904,PDZD7
GO:0000904,GRXCR2
GO:0000904,SMAD4
GO:0000904,SEC24B
GO:0000904,LAMB2
GO:0000904,KIDINS220
GO:0000904,USP9X
GO:0000904,SEMA4B
GO:0000904,PTCH1
GO:0000904,FN1
GO:0000904,DTNBP1
GO:0000904,DCDC2
GO:0000904,PARVA
GO:0000904,BAIAP2
GO:0000904,L1CAM
GO:0000904,NFATC4
GO:0000904,KLF7
GO:0000904,GDNF
GO:0000904,PLXNB3
GO:0000904,PTPN6
GO:0000904,CNTN4
GO:0000904,NECTIN1
GO:0000910,SEPT7
GO:0000910,SON
GO:0000910,ALKBH4
GO:0000910,RACGAP1
GO:0000910,CHMP2A
GO:0000910,SPIRE1
GO:0000910,KIF23
GO:0000910,MITD1
GO:0000910,TMEM250
GO:0000910,LZTS2
GO:0000910,SEPTIN7
GO:0000912,RACGAP1
GO:0000915,RACGAP1
GO:0000916,
GO:0000917,
GO:0000921,
GO:0000922,PLK3
GO:0000922,UBXN2B
GO:0000922,DNAAF1
GO:0000922,RMDN3
GO:0000922,KATNB1
GO:0000922,WDR62
GO:0000922,LATS1
GO:0000922,RASSF1
GO:0000922,RASSF10
GO:0000922,IKBKG
GO:0000922,CEP63
GO:0000922,ARHGEF7
GO:0000922,YPEL5
GO:0000923,
GO:0000930,
GO:0000931,
GO:0000932,UPF1
GO:0000932,CPEB1
GO:0000932,NOS2
GO:0000932,RC3H1
GO:0000932,LIMD1
GO:0000932,DCP2
GO:0000932,DCP1B
GO:0000932,PATL2
GO:0000932,EDC3
GO:0000938,
GO:0000939,
GO:0000940,SKA3
GO:0000956,UPF1
GO:0000956,SSB
GO:0000956,UPF3B
GO:0000956,RC3H1
GO:0000956,CNOT10
GO:0000956,PATL2
GO:0000956,EDC3
GO:0000956,LSM7
GO:0000956,THRAP3
GO:0000956,PABPC1
GO:0000956,EXOSC3
GO:0000956,DCP2
GO:0000956,DCP1B
GO:0000957,
GO:0000958,
GO:0000959,TRMT10C
GO:0000959,FASTKD1
GO:0000959,ELAC2
GO:0000959,TWNK
GO:0000959,TEFM
GO:0000960,GRSF1
GO:0000961,
GO:0000962,GRSF1
GO:0000963,TRMT10C
GO:0000963,FASTKD1
GO:0000963,ELAC2
GO:0000964,TRMT10C
GO:0000965,TRMT10C
GO:0000966,ABT1
GO:0000966,POP5
GO:0000966,SSB
GO:0000966,TRMT10C
GO:0000966,POP1
GO:0000966,POP4
GO:0000966,RPP21
GO:0000966,RPP14
GO:0000967,ABT1
GO:0000968,
GO:0000971,
GO:0000972,PCID2
GO:0000973,PCID2
GO:0000974,
GO:0000976,BARHL1
GO:0000976,ZBTB25
GO:0000976,IKZF1
GO:0000976,MEOX2
GO:0000976,BACH1
GO:0000976,TNF
GO:0000976,HOXA11
GO:0000976,ELK3
GO:0000976,HEBP1
GO:0000976,HHEX
GO:0000976,SOX17
GO:0000976,HNF4A
GO:0000976,SIX2
GO:0000976,ZNF646
GO:0000976,PITX2
GO:0000976,FEZF2
GO:0000976,ZBTB39
GO:0000976,OSR2
GO:0000976,PRMT5
GO:0000976,KLF11
GO:0000976,POU1F1
GO:0000976,ATMIN
GO:0000976,PIH1D1
GO:0000976,OSR1
GO:0000976,DNMT3A
GO:0000976,ETV2
GO:0000976,ZBTB33
GO:0000976,PROX1
GO:0000976,RAD23B
GO:0000976,POU3F3
GO:0000976,ETV6
GO:0000976,ELF1
GO:0000976,THRAP3
GO:0000976,MTF1
GO:0000976,HAND2
GO:0000976,IRF1
GO:0000976,RFX5
GO:0000976,TBPL1
GO:0000976,IRF8
GO:0000976,PPARA
GO:0000976,HDAC4
GO:0000976,GCM2
GO:0000976,FOXC2
GO:0000976,UHRF1
GO:0000976,SRF
GO:0000976,BAZ2A
GO:0000976,HOXD11
GO:0000976,NPAS2
GO:0000976,NHLH1
GO:0000976,TBX21
GO:0000976,MXI1
GO:0000976,E2F2
GO:0000976,ZNF821
GO:0000976,SMYD3
GO:0000976,NKX6-1
GO:0000976,RXRG
GO:0000976,TCFL5
GO:0000976,E2F8
GO:0000976,SUZ12
GO:0000976,SMAD4
GO:0000976,JUN
GO:0000976,DR1
GO:0000976,EGR3
GO:0000976,IRX4
GO:0000976,POU6F2
GO:0000976,NFATC1
GO:0000976,NR1D1
GO:0000976,EVX2
GO:0000976,HINFP
GO:0000976,NFATC4
GO:0000976,KLF7
GO:0000976,TBX15
GO:0000976,ZBTB6
GO:0000976,KLF5
GO:0000976,ZNF217
GO:0000976,SP5
GO:0000976,TARDBP
GO:0000976,RBMX
GO:0000976,CKLF
GO:0000976,ZNF410
GO:0000976,CC2D1A
GO:0000976,MYF5
GO:0000976,ZNF574
GO:0000976,LHX8
GO:0000977,BARHL1
GO:0000977,ZBTB25
GO:0000977,IKZF1
GO:0000977,MEOX2
GO:0000977,BACH1
GO:0000977,HOXA11
GO:0000977,ELK3
GO:0000977,HEBP1
GO:0000977,HHEX
GO:0000977,SOX17
GO:0000977,HNF4A
GO:0000977,SIX2
GO:0000977,ZNF646
GO:0000977,PITX2
GO:0000977,FEZF2
GO:0000977,ZBTB39
GO:0000977,OSR2
GO:0000977,PRMT5
GO:0000977,KLF11
GO:0000977,POU1F1
GO:0000977,OSR1
GO:0000977,DNMT3A
GO:0000977,ETV2
GO:0000977,ZBTB33
GO:0000977,PROX1
GO:0000977,RAD23B
GO:0000977,POU3F3
GO:0000977,ETV6
GO:0000977,ELF1
GO:0000977,THRAP3
GO:0000977,MTF1
GO:0000977,HAND2
GO:0000977,IRF1
GO:0000977,RFX5
GO:0000977,TBPL1
GO:0000977,IRF8
GO:0000977,PPARA
GO:0000977,HDAC4
GO:0000977,GCM2
GO:0000977,FOXC2
GO:0000977,SRF
GO:0000977,HOXD11
GO:0000977,NPAS2
GO:0000977,NHLH1
GO:0000977,TBX21
GO:0000977,MXI1
GO:0000977,E2F2
GO:0000977,ZNF821
GO:0000977,SMYD3
GO:0000977,NKX6-1
GO:0000977,RXRG
GO:0000977,TCFL5
GO:0000977,E2F8
GO:0000977,SUZ12
GO:0000977,SMAD4
GO:0000977,JUN
GO:0000977,EGR3
GO:0000977,IRX4
GO:0000977,POU6F2
GO:0000977,NFATC1
GO:0000977,NR1D1
GO:0000977,EVX2
GO:0000977,HINFP
GO:0000977,NFATC4
GO:0000977,KLF7
GO:0000977,TBX15
GO:0000977,ZBTB6
GO:0000977,KLF5
GO:0000977,ZNF217
GO:0000977,SP5
GO:0000977,TARDBP
GO:0000977,RBMX
GO:0000977,CKLF
GO:0000977,ZNF410
GO:0000977,CC2D1A
GO:0000977,MYF5
GO:0000977,ZNF574
GO:0000977,LHX8
GO:0000978,ZBTB25
GO:0000978,IKZF1
GO:0000978,MEOX2
GO:0000978,BACH1
GO:0000978,HOXA11
GO:0000978,ELK3
GO:0000978,HEBP1
GO:0000978,HHEX
GO:0000978,SOX17
GO:0000978,HNF4A
GO:0000978,SIX2
GO:0000978,ZNF646
GO:0000978,PITX2
GO:0000978,FEZF2
GO:0000978,ZBTB39
GO:0000978,PRMT5
GO:0000978,KLF11
GO:0000978,POU1F1
GO:0000978,DNMT3A
GO:0000978,ETV2
GO:0000978,ZBTB33
GO:0000978,PROX1
GO:0000978,RAD23B
GO:0000978,POU3F3
GO:0000978,ETV6
GO:0000978,ELF1
GO:0000978,THRAP3
GO:0000978,MTF1
GO:0000978,HAND2
GO:0000978,IRF1
GO:0000978,RFX5
GO:0000978,IRF8
GO:0000978,PPARA
GO:0000978,HDAC4
GO:0000978,GCM2
GO:0000978,FOXC2
GO:0000978,SRF
GO:0000978,HOXD11
GO:0000978,NPAS2
GO:0000978,NHLH1
GO:0000978,TBX21
GO:0000978,MXI1
GO:0000978,E2F2
GO:0000978,ZNF821
GO:0000978,SMYD3
GO:0000978,NKX6-1
GO:0000978,RXRG
GO:0000978,TCFL5
GO:0000978,E2F8
GO:0000978,SUZ12
GO:0000978,SMAD4
GO:0000978,JUN
GO:0000978,EGR3
GO:0000978,IRX4
GO:0000978,POU6F2
GO:0000978,NFATC1
GO:0000978,NR1D1
GO:0000978,EVX2
GO:0000978,HINFP
GO:0000978,NFATC4
GO:0000978,KLF7
GO:0000978,TBX15
GO:0000978,ZBTB6
GO:0000978,KLF5
GO:0000978,ZNF217
GO:0000978,SP5
GO:0000978,TARDBP
GO:0000978,RBMX
GO:0000978,CKLF
GO:0000978,ZNF410
GO:0000978,CC2D1A
GO:0000978,MYF5
GO:0000978,ZNF574
GO:0000979,TBPL1
GO:0000981,BARHL1
GO:0000981,CSRNP2
GO:0000981,ZBTB25
GO:0000981,MEOX2
GO:0000981,BACH1
GO:0000981,HOXA11
GO:0000981,ELK3
GO:0000981,HEBP1
GO:0000981,HHEX
GO:0000981,SOX17
GO:0000981,HNF4A
GO:0000981,SIX2
GO:0000981,ZNF646
GO:0000981,PITX2
GO:0000981,FEZF2
GO:0000981,ZBTB39
GO:0000981,OSR2
GO:0000981,KLF11
GO:0000981,POU1F1
GO:0000981,ZHX3
GO:0000981,ATMIN
GO:0000981,OSR1
GO:0000981,ETV2
GO:0000981,ZBTB33
GO:0000981,PROX1
GO:0000981,ZHX1
GO:0000981,POU3F3
GO:0000981,ETV6
GO:0000981,ELF1
GO:0000981,ELF2
GO:0000981,MTF1
GO:0000981,HAND2
GO:0000981,IRF1
GO:0000981,RFX5
GO:0000981,IRF8
GO:0000981,PPARA
GO:0000981,GCM2
GO:0000981,FOXC2
GO:0000981,SRF
GO:0000981,HOXD11
GO:0000981,NPAS2
GO:0000981,NHLH1
GO:0000981,TBX21
GO:0000981,MXI1
GO:0000981,E2F2
GO:0000981,NKX6-1
GO:0000981,RXRG
GO:0000981,TCFL5
GO:0000981,E2F8
GO:0000981,SMAD4
GO:0000981,JUN
GO:0000981,EGR3
GO:0000981,IRX4
GO:0000981,POU6F2
GO:0000981,NFATC1
GO:0000981,NR1D1
GO:0000981,EVX2
GO:0000981,HINFP
GO:0000981,NFATC4
GO:0000981,KLF7
GO:0000981,TBX15
GO:0000981,ZBTB6
GO:0000981,KLF5
GO:0000981,ZNF217
GO:0000981,SP5
GO:0000981,ZNF654
GO:0000981,CKLF
GO:0000981,CC2D1A
GO:0000981,MYF5
GO:0000981,ZNF574
GO:0000981,LHX8
GO:0000987,ZBTB25
GO:0000987,IKZF1
GO:0000987,MEOX2
GO:0000987,BACH1
GO:0000987,HOXA11
GO:0000987,ELK3
GO:0000987,HEBP1
GO:0000987,HHEX
GO:0000987,SOX17
GO:0000987,HNF4A
GO:0000987,SIX2
GO:0000987,ZNF646
GO:0000987,PITX2
GO:0000987,FEZF2
GO:0000987,ZBTB39
GO:0000987,PRMT5
GO:0000987,KLF11
GO:0000987,POU1F1
GO:0000987,DNMT3A
GO:0000987,ETV2
GO:0000987,ZBTB33
GO:0000987,PROX1
GO:0000987,RAD23B
GO:0000987,POU3F3
GO:0000987,ETV6
GO:0000987,ELF1
GO:0000987,THRAP3
GO:0000987,MTF1
GO:0000987,HAND2
GO:0000987,IRF1
GO:0000987,RFX5
GO:0000987,IRF8
GO:0000987,PPARA
GO:0000987,HDAC4
GO:0000987,GCM2
GO:0000987,FOXC2
GO:0000987,UHRF1
GO:0000987,SRF
GO:0000987,HOXD11
GO:0000987,NPAS2
GO:0000987,NHLH1
GO:0000987,TBX21
GO:0000987,MXI1
GO:0000987,E2F2
GO:0000987,ZNF821
GO:0000987,SMYD3
GO:0000987,NKX6-1
GO:0000987,RXRG
GO:0000987,TCFL5
GO:0000987,E2F8
GO:0000987,SUZ12
GO:0000987,SMAD4
GO:0000987,JUN
GO:0000987,EGR3
GO:0000987,IRX4
GO:0000987,POU6F2
GO:0000987,NFATC1
GO:0000987,NR1D1
GO:0000987,EVX2
GO:0000987,HINFP
GO:0000987,NFATC4
GO:0000987,KLF7
GO:0000987,TBX15
GO:0000987,ZBTB6
GO:0000987,KLF5
GO:0000987,ZNF217
GO:0000987,SP5
GO:0000987,TARDBP
GO:0000987,RBMX
GO:0000987,CKLF
GO:0000987,ZNF410
GO:0000987,CC2D1A
GO:0000987,MYF5
GO:0000987,ZNF574
GO:0000992,
GO:0000993,TRAM1
GO:0000993,ELOF1
GO:0000993,NCOA3
GO:0000993,SRA1
GO:0000993,SMYD3
GO:0000993,RTF1
GO:0000994,
GO:0000995,GTF3C3
GO:0001002,
GO:0001003,
GO:0001006,
GO:0001010,
GO:0001016,
GO:0001018,
GO:0001025,
GO:0001042,
GO:0001046,DR1
GO:0001046,PIH1D1
GO:0001046,TBPL1
GO:0001046,BAZ2A
GO:0001054,POLR1E
GO:0001055,
GO:0001056,POLR1E
GO:0001067,BARHL1
GO:0001067,ZBTB25
GO:0001067,IKZF1
GO:0001067,MEOX2
GO:0001067,BACH1
GO:0001067,TNF
GO:0001067,HOXA11
GO:0001067,ELK3
GO:0001067,HEBP1
GO:0001067,HHEX
GO:0001067,SOX17
GO:0001067,HNF4A
GO:0001067,SIX2
GO:0001067,ZNF646
GO:0001067,PITX2
GO:0001067,FEZF2
GO:0001067,ZBTB39
GO:0001067,OSR2
GO:0001067,PRMT5
GO:0001067,KLF11
GO:0001067,MBNL1
GO:0001067,POU1F1
GO:0001067,ATMIN
GO:0001067,PIH1D1
GO:0001067,OSR1
GO:0001067,DNMT3A
GO:0001067,ETV2
GO:0001067,ZBTB33
GO:0001067,PROX1
GO:0001067,RAD23B
GO:0001067,POU3F3
GO:0001067,ETV6
GO:0001067,ELF1
GO:0001067,THRAP3
GO:0001067,MTF1
GO:0001067,HAND2
GO:0001067,IRF1
GO:0001067,RFX5
GO:0001067,TBPL1
GO:0001067,IRF8
GO:0001067,PPARA
GO:0001067,HDAC4
GO:0001067,GCM2
GO:0001067,FOXC2
GO:0001067,UHRF1
GO:0001067,SRF
GO:0001067,BAZ2A
GO:0001067,HOXD11
GO:0001067,NPAS2
GO:0001067,NHLH1
GO:0001067,TBX21
GO:0001067,MXI1
GO:0001067,E2F2
GO:0001067,ZNF821
GO:0001067,SMYD3
GO:0001067,NKX6-1
GO:0001067,RXRG
GO:0001067,TCFL5
GO:0001067,E2F8
GO:0001067,SUZ12
GO:0001067,SMAD4
GO:0001067,JUN
GO:0001067,DR1
GO:0001067,EGR3
GO:0001067,IRX4
GO:0001067,POU6F2
GO:0001067,NFATC1
GO:0001067,NR1D1
GO:0001067,EVX2
GO:0001067,HINFP
GO:0001067,NFATC4
GO:0001067,KLF7
GO:0001067,TBX15
GO:0001067,ZBTB6
GO:0001067,KLF5
GO:0001067,ZNF217
GO:0001067,SP5
GO:0001067,TARDBP
GO:0001067,RBMX
GO:0001067,CKLF
GO:0001067,ZNF410
GO:0001067,CC2D1A
GO:0001067,MYF5
GO:0001067,ZNF574
GO:0001067,LHX8
GO:0001069,MBNL1
GO:0001079,
GO:0001080,
GO:0001091,NOP58
GO:0001093,
GO:0001094,NOP58
GO:0001096,
GO:0001097,
GO:0001098,TRAM1
GO:0001098,NOP58
GO:0001098,ELOF1
GO:0001098,NCOA3
GO:0001098,SRA1
GO:0001098,SMYD3
GO:0001098,RTF1
GO:0001099,TRAM1
GO:0001099,NOP58
GO:0001099,ELOF1
GO:0001099,NCOA3
GO:0001099,SRA1
GO:0001099,SMYD3
GO:0001099,RTF1
GO:0001100,
GO:0001101,NTRK2
GO:0001101,DNMT3A
GO:0001101,SLC1A2
GO:0001101,MEAK7
GO:0001101,BAIAP2
GO:0001101,TNF
GO:0001101,GIP
GO:0001101,CPEB1
GO:0001101,AIFM1
GO:0001101,SESN3
GO:0001101,SESN1
GO:0001101,TLDC1
GO:0001101,LAMTOR1
GO:0001101,GCLM
GO:0001101,CPEB4
GO:0001109,
GO:0001111,
