Orthogroup,Gene,Model,Tree length,Lnl,Df,Kappa,Site class model,Proportion 0,Omega 0,Proportion 1,Omega 1
OG0006872,,M1,0.86366,-2267.377102,15,1.76619,NearlyNeutral,0.65063,0.01652,0.34937,1
OG0007021,,M1,0.39503,-2987.036039,15,3.72051,NearlyNeutral,0.90206,0.06118,0.09794,1
OG0009741,IL31RA,M1,1.78635,-7666.58901,15,2.51417,NearlyNeutral,0.36932,0.07432,0.63068,1
OG0013428,PDE3B,M1,0.76613,-8155.677553,15,2.82224,NearlyNeutral,0.67511,0.07245,0.32489,1
OG0012700,GPRC5B,M1,0.87024,-3030.180093,15,3.72255,NearlyNeutral,0.94726,0.04154,0.05274,1
OG0011722,ATM,M1,0.64268,-20899.411663,15,3.38658,NearlyNeutral,0.64779,0.03057,0.35221,1
OG0009999,CUNH12ORF4 C2H12ORF4,M1,0.49857,-3411.081361,15,2.68142,NearlyNeutral,0.96151,0.0501,0.03849,1
OG0013345,CDIN1 CUNH15ORF41 C1H15ORF41,M1,0.36446,-1626.69708,15,2.46448,NearlyNeutral,0.98969,0.08375,0.01031,1
OG0006453,TMPO,M1,0.54488,-2978.20033,15,2.17746,NearlyNeutral,0.60513,0,0.39487,1
OG0012447,,M1,0.87811,-4105.400554,15,4.8471,NearlyNeutral,0.7312,0.0837,0.2688,1
OG0009318,WEE1,M1,0.52868,-4293.975142,15,2.70753,NearlyNeutral,0.81908,0.01343,0.18092,1
OG0009654,CLVS1,M1,0.33108,-1836.236099,15,3.91622,NearlyNeutral,0.9384,0.00499,0.0616,1
OG0008846,TNFSF10,M1,0.79491,-2197.732227,15,3.70469,NearlyNeutral,0.73776,0.0654,0.26224,1
OG0012371,TMED2,M1,0.42032,-1080.83172,15,3.72263,NearlyNeutral,0.99999,0.01988,1e-5,1
OG0005361,GCNA,M1,1.14214,-4075.140602,15,4.83279,NearlyNeutral,0.66621,0.11678,0.33379,1
OG0013081,EFEMP2,M1,1.45457,-3834.542239,15,2.14841,NearlyNeutral,0.90199,0.03195,0.09801,1
OG0008124,IRF2BPL,M1,0.54074,-4545.251545,15,3.74517,NearlyNeutral,0.98248,0.02152,0.01752,1
OG0009427,RGL1,M1,0.62629,-3997.950749,15,2.6179,NearlyNeutral,0.84858,0.02278,0.15142,1
OG0012095,TBC1D19,M1,0.91494,-4075.614564,15,2.84812,NearlyNeutral,0.87343,0.06418,0.12657,1
OG0010198,TBC1D8B,M1,1.12572,-9112.782709,15,2.53558,NearlyNeutral,0.8803,0.04794,0.1197,1
OG0009392,USP15,M1,0.32329,-5732.759178,15,2.60571,NearlyNeutral,0.91479,0,0.08521,1
OG0013561,OLIG3,M1,0.62925,-1593.646572,15,2.96166,NearlyNeutral,0.98182,0.02085,0.01818,1
OG0005525,,M1,1.77124,-2965.884437,15,2.39956,NearlyNeutral,0.44804,0.02411,0.55196,1
OG0013560,TNFAIP3,M1,0.63561,-5733.844737,15,3.17033,NearlyNeutral,0.79396,0.09012,0.20604,1
OG0011909,BDP1,M1,0.85726,-18631.04212,15,3.45016,NearlyNeutral,0.43602,0.04382,0.56398,1
OG0007584,LZTS3,M1,1.1691,-5177.543567,15,2.33193,NearlyNeutral,0.9402,0.05073,0.0598,1
OG0009875,MEGF10,M1,0.52056,-7079.5027470000005,15,2.95342,NearlyNeutral,0.86036,0.0218,0.13964,1
OG0012722,CPSF4,M1,0.50194,-1606.668355,15,2.28007,NearlyNeutral,0.99047,0.00879,0.00953,1
OG0008191,G2E3,M1,0.46898,-4746.329696,15,4.21764,NearlyNeutral,0.68469,0.01612,0.31531,1
OG0005810,TMEM40,M1,0.93187,-1324.203957,15,3.54058,NearlyNeutral,0.41182,0,0.58818,1
OG0006515,FAM120B,M1,0.73029,-5207.699451,15,4.04506,NearlyNeutral,0.71386,0.123,0.28614,1
OG0007895,RNF212,M1,0.62425,-1847.584557,15,3.76664,NearlyNeutral,0.64245,0,0.35755,1
OG0008904,TRIM8,M1,0.21481,-2808.186384,15,6.63099,NearlyNeutral,0.99999,0.0244,1e-5,1
OG0012563,LDLRAD1,M1,0.76741,-1603.393095,15,2.85323,NearlyNeutral,0.60855,0.02176,0.39145,1
OG0005782,RSAD2,M1,1.03861,-2774.822424,15,2.21569,NearlyNeutral,0.75714,0.02332,0.24286,1
OG0007058,FGD5,M1,0.63769,-11213.720073,15,2.86599,NearlyNeutral,0.65708,0.01972,0.34292,1
OG0011672,,M1,1.07328,-2373.904394,15,3.61189,NearlyNeutral,0.80782,0.09637,0.19218,1
OG0010212,HTATSF1,M1,1.39024,-4378.130897,15,2.4152,NearlyNeutral,0.78682,0.06366,0.21318,1
OG0011724,EXPH5,M1,1.01658,-15049.89079,15,3.95613,NearlyNeutral,0.50003,0.14081,0.49997,1
OG0008134,JDP2,M1,0.18128,-867.987679,15,7.35139,NearlyNeutral,0.99999,0,1e-5,1
OG0008319,EIF1AX,M1,0.19067,-680.387052,15,1.68588,NearlyNeutral,0.99999,0,1e-5,1
OG0008110,ADCK1,M1,0.4918,-3466.168279,15,3.27725,NearlyNeutral,0.70941,0,0.29059,1
OG0013694,PTGES2,M1,1.29166,-2994.151547,15,2.86375,NearlyNeutral,0.93469,0.07919,0.065310000000000007,1
OG0009321,RNF141,M1,0.49447,-1506.251759,15,2.27524,NearlyNeutral,0.87786,0.10201,0.12214,1
OG0010140,ARMH4,M1,0.80252,-5885.771294,15,3.66505,NearlyNeutral,0.67415,0.21493,0.32585,1
OG0006472,MGP,M1,0.68083,-754.61233,15,2.52877,NearlyNeutral,0.68079,0.0384,0.31921,1
OG0010947,UROC1,M1,0.4196,-3476.585025,15,3.83902,NearlyNeutral,0.93072,0.07244,0.06928,1
OG0010853,CCDC113,M1,1.13676,-3464.850706,15,1.98566,NearlyNeutral,0.66404,0.02989,0.33596,1
OG0008835,SEC62,M1,0.53424,-2754.530408,15,1.77436,NearlyNeutral,0.86056,0.02636,0.13944,1
OG0011731,MMP25,M1,1.10679,-4744.247682,15,3.79401,NearlyNeutral,0.72696,0.05152,0.27304,1
OG0006704,UROS,M1,0.57562,-1908.085603,15,6.20607,NearlyNeutral,0.80326,0.07875,0.19674,1
OG0010944,XPC,M1,0.7787,-7193.823202,15,3.35251,NearlyNeutral,0.60487,0.03483,0.39513,1
OG0009965,,M1,0.69297,-1365.421049,15,3.20225,NearlyNeutral,0.76753,0.12417,0.23247,1
OG0008572,CHMP5,M1,0.35214,-1225.763927,15,3.40547,NearlyNeutral,0.89017,0,0.10983,1
OG0013558,,M1,0.72436,-1355.10646,15,2.04331,NearlyNeutral,0.84878,0.0269,0.15122,1
OG0008201,ARFIP2,M1,1.01146,-2920.912305,15,3.27592,NearlyNeutral,0.8778,0.03539,0.1222,1
OG0011983,DENND2D,M1,0.58005,-3215.955911,15,2.8917,NearlyNeutral,0.75,0.01563,0.25,1
OG0013364,MLLT6,M1,0.42591,-6657.057236,15,3.76522,NearlyNeutral,0.89433,0.07948,0.10567,1
OG0005417,SEBOX PRRX1,M1,0.61948,-1477.368689,15,2.00426,NearlyNeutral,0.83241,0,0.16759,1
OG0011995,NKAIN1,M1,1.26055,-1706.504125,15,1.53476,NearlyNeutral,0.76645,0,0.23355,1
OG0008431,,M1,0.36996,-2161.506354,15,4.90221,NearlyNeutral,0.99999,0.0113,1e-5,1
OG0013160,BAIAP2,M1,0.37563,-3381.061708,15,2.66538,NearlyNeutral,0.92823,0.05166,0.07177,1
OG0009198,ZRANB3,M1,0.59234,-7598.786386,15,3.38889,NearlyNeutral,0.75562,0.09528,0.24437999999999999,1
OG0010450,TXNDC15,M1,0.55102,-2363.941803,15,3.34031,NearlyNeutral,0.85331,0.12034,0.14669,1
OG0008734,SRSF5,M1,0.47965,-1695.124056,15,2.55815,NearlyNeutral,0.89873,0,0.10127,1
OG0013045,CTRC,M1,1.63916,-2401.353399,15,3.23498,NearlyNeutral,0.82463,0.03111,0.17537,1
OG0010799,F8,M1,1.16518,-18915.007201,15,3.0517,NearlyNeutral,0.63928,0.11727,0.36072,1
OG0010966,C1QL1,M1,0.55518,-1651.593492,15,4.77295,NearlyNeutral,0.98375,0.03632,0.01625,1
OG0007837,FGL1,M1,0.55479,-2137.79968,15,4.11737,NearlyNeutral,0.792,0.09887,0.208,1
OG0013426,RIC3,M1,0.53821,-2638.833115,15,4.91044,NearlyNeutral,0.76718,0.07062,0.23282,1
OG0009893,ZDHHC18,M1,0.37033,-2104.536088,15,2.97612,NearlyNeutral,0.85133,0,0.14867,1
OG0014087,LIM2,M1,1.28878,-1391.107764,15,2.53408,NearlyNeutral,0.86522,0.02419,0.13478,1
OG0011849,ALG2,M1,0.63821,-3010.799379,15,3.35637,NearlyNeutral,0.77625,0.03575,0.22375,1
OG0007862,CTSO,M1,0.96896,-2527.82986,15,3.2436,NearlyNeutral,0.66615,0.01828,0.33385,1
OG0009569,OTP,M1,0.27588,-1614.113894,15,6.54816,NearlyNeutral,0.9827,0.01521,0.0173,1
OG0009050,NFKB1,M1,0.6399,-6706.401441,15,3.34023,NearlyNeutral,0.84177,0.05351,0.15823,1
OG0007471,ARGLU1,M1,0.43522,-1716.034939,15,1.26586,NearlyNeutral,0.87978,0,0.12022,1
OG0009952,CYGB,M1,0.56629,-1273.105867,15,3.06059,NearlyNeutral,0.79888,0.04764,0.20112,1
OG0013653,HS3ST6,M1,0.959,-2634.452783,15,2.84158,NearlyNeutral,0.87655,0.02587,0.12345,1
OG0009691,SEMA7A,M1,1.46302,-5621.607585,15,2.68133,NearlyNeutral,0.65414,0.08617,0.34586,1
OG0006660,CUNH10ORF82 C10H10ORF82,M1,0.89307,-1874.755476,15,2.741,NearlyNeutral,0.57868,0,0.42132,1
OG0013809,ST18,M1,0.42177,-6696.397793,15,3.58751,NearlyNeutral,0.79563,0.06367,0.20437,1
OG0009051,SLC39A8,M1,0.74757,-3647.310596,15,2.56971,NearlyNeutral,0.74386,0.06669,0.25614,1
OG0009296,,M1,0.65855,-1650.387185,15,4.92786,NearlyNeutral,0.8417,0.03958,0.1583,1
OG0006315,,M1,0.99181,-4718.440153,15,2.01491,NearlyNeutral,0.65461,0,0.34539,1
OG0013381,HOXB2,M1,1.0126,-2814.810713,15,3.12568,NearlyNeutral,0.56514,0,0.43486,1
OG0010429,CDK8,M1,0.11781,-2171.579142,15,2.97247,NearlyNeutral,0.99999,0.01351,1e-5,1
OG0007797,,M1,0.84795,-6672.469541,15,2.96188,NearlyNeutral,0.89577,0.05419,0.10423,1
OG0013799,RASL11B,M1,1.00262,-1931.019302,15,2.10354,NearlyNeutral,0.92547,0.05259,0.07453,1
OG0006976,RHO,M1,0.60841,-2430.445531,15,3.83576,NearlyNeutral,0.73544,0,0.26456,1
OG0011956,GSS,M1,0.53066,-3565.309732,15,4.29395,NearlyNeutral,0.78076,0.077,0.21924,1
OG0011801,TAT,M1,0.51723,-2847.109268,15,7.21322,NearlyNeutral,0.91417,0.00925,0.08583,1
OG0014054,SH3BP5,M1,0.8295,-3054.659825,15,2.48378,NearlyNeutral,0.76752,0.00665,0.23248,1
OG0006494,,M1,1.28246,-4501.007831,15,2.0873,NearlyNeutral,0.7756,0.14017,0.2244,1
OG0006854,CALCR,M1,0.63993,-3140.284188,15,2.94427,NearlyNeutral,0.78515,0.04568,0.21485,1
OG0009384,UTP25,M1,0.55643,-5141.635917,15,4.27028,NearlyNeutral,0.79526,0.0702,0.20474,1
OG0013118,DUS1L,M1,0.47658,-3124.963717,15,3.52813,NearlyNeutral,0.84131,0.04314,0.15869,1
OG0011014,CACNB2,M1,0.33655,-3733.886465,15,3.49961,NearlyNeutral,0.8863,0.01731,0.1137,1
OG0008140,PGF,M1,0.64177,-1111.918427,15,2.76618,NearlyNeutral,0.52304,0.02521,0.47696,1
OG0008394,,M1,0.87061,-9393.593989,15,2.66983,NearlyNeutral,0.68995,0.02121,0.31005,1
OG0013101,CDYL,M1,0.47722,-3080.657324,15,2.47022,NearlyNeutral,0.90232,0,0.09768,1
OG0013469,ABCB10,M1,0.49575,-4423.270163,15,3.29955,NearlyNeutral,0.8339,0.07215,0.1661,1
OG0011459,SLC18A1,M1,0.77339,-3981.685212,15,3.54112,NearlyNeutral,0.68752,0.05227,0.31248,1
OG0008675,LRRC10,M1,0.52727,-1862.594679,15,3.74778,NearlyNeutral,0.83805,0.03823,0.16195,1
OG0005241,,M1,0.36983,-1553.057806,15,4.14077,NearlyNeutral,0.99999,0.16246,1e-5,1
OG0011452,FAM217B,M1,1.07129,-4264.463005,15,3.40645,NearlyNeutral,0.73987,0.1821,0.26013,1
OG0009534,,M1,0.57708,-2691.37185,15,3.98124,NearlyNeutral,0.81051,0.04247,0.18949,1
OG0006045,RAPGEF6,M1,0.40844,-10174.823976,15,2.61972,NearlyNeutral,0.85653,0,0.14347,1
OG0006828,STARD3,M1,0.53537,-2926.05952,15,3.78758,NearlyNeutral,0.86979,0.11461,0.13021,1
OG0013749,EPB41L5,M1,0.56812,-5193.49276,15,4.10541,NearlyNeutral,0.78969,0.09378,0.21031,1
OG0011347,NUDT14,M1,0.59333,-1728.57921,15,1.54835,NearlyNeutral,0.64298,0.03374,0.35702,1
OG0005697,AFF4,M1,0.35599,-6845.339165,15,3.8122,NearlyNeutral,0.90838,0.0419,0.09162,1
OG0005899,PRIM2,M1,0.55619,-3386.561801,15,3.05688,NearlyNeutral,0.7857,0.03834,0.2143,1
OG0007769,SNRPA,M1,1.06027,-2082.113775,15,2.81369,NearlyNeutral,0.91059,0.00906,0.08941,1
OG0011118,HTR3A,M1,0.90013,-3597.826368,15,3.95521,NearlyNeutral,0.91014,0.03143,0.08986,1
OG0007541,FAM221A,M1,0.59752,-2053.952002,15,3.37801,NearlyNeutral,0.7817,0.04082,0.2183,1
OG0009695,ZP3,M1,1.46798,-4360.549745,15,2.93097,NearlyNeutral,0.69746,0.06846,0.30254,1
OG0011152,DNAJB8,M1,0.51903,-1438.44057,15,2.61186,NearlyNeutral,0.9164,0.00643,0.0836,1
OG0009077,,M1,0.69219,-878.129758,15,3.66713,NearlyNeutral,0.99999,0.22978,1e-5,1
OG0005390,,M1,0.47482,-3488.373838,15,4.77205,NearlyNeutral,0.93335,0.07479,0.06665,1
OG0006267,CPB2,M1,0.91683,-3363.238186,15,3.10575,NearlyNeutral,0.71818,0.09451,0.28182,1
OG0006927,SSR3,M1,0.37522,-1090.929543,15,3.11545,NearlyNeutral,0.92073,0,0.07927,1
OG0013959,ALAS1,M1,0.42891,-3984.707089,15,3.69738,NearlyNeutral,0.87241,0.05552,0.12759,1
OG0012806,FNDC5,M1,1.27823,-1741.156666,15,1.78692,NearlyNeutral,0.84542,0.00639,0.15458,1
OG0005081,CA5A,M1,1.62842,-2973.344505,15,1.77668,NearlyNeutral,0.82474,0.02505,0.17526,1
OG0005700,RNF14,M1,0.64392,-3222.450003,15,3.15554,NearlyNeutral,0.78663,0.10875,0.21337,1
OG0012230,WWC2,M1,0.43342,-7490.263771,15,3.9396,NearlyNeutral,0.79016,0.09771,0.20984,1
OG0010838,SETD6,M1,1.4855,-4036.90788,15,2.32411,NearlyNeutral,0.69244000000000006,0.07,0.30756,1
OG0006049,MACC1,M1,0.64162,-5939.348639,15,3.55325,NearlyNeutral,0.79014,0.03317,0.20986,1
OG0013816,LRRC8C,M1,0.40335,-4851.949204,15,3.49539,NearlyNeutral,0.88301,0.00435,0.11699,1
OG0012616,BEST4,M1,0.56771,-3259.449119,15,3.87105,NearlyNeutral,0.84258,0,0.15742,1
OG0012160,,M1,1.0164,-1463.862404,15,3.03968,NearlyNeutral,0.83537,0.07009,0.16463,1
OG0007242,CD28,M1,1.33974,-2135.766899,15,2.36239,NearlyNeutral,0.34455,0.08868,0.65545,1
OG0005096,PRL,M1,0.42851,-1425.748982,15,3.52675,NearlyNeutral,0.86915,0.02043,0.13085,1
OG0013403,MPP2,M1,0.40629,-3249.605929,15,3.28417,NearlyNeutral,0.93563,0.00581,0.06437,1
OG0013383,HOXB5,M1,0.24029,-1538.177745,15,4.06952,NearlyNeutral,0.95158,0.09743,0.04842,1
OG0008173,PSMA6,M1,0.27703,-1324.413817,15,4.30085,NearlyNeutral,0.96407,0.02807,0.03593,1
OG0007810,FES,M1,0.78692,-5843.945093,15,3.8423,NearlyNeutral,0.84229,0.06897,0.15771,1
OG0007660,UTP3,M1,1.04294,-4084.787403,15,2.27438,NearlyNeutral,0.83938,0.07671,0.16062,1
OG0007068,SLC6A2,M1,0.77679,-4500.824485,15,2.2492,NearlyNeutral,0.90491,0.03398,0.09509,1
OG0014126,GGT7,M1,0.37871,-4022.959391,15,3.24635,NearlyNeutral,0.87396,0.04589,0.12604,1
OG0007277,COL5A1,M1,0.88641,-13492.907461,15,3.4224,NearlyNeutral,0.85884,0.01622,0.14116,1
OG0012358,RDH10,M1,0.34702,-1962.528067,15,2.59282,NearlyNeutral,0.95738,0.04583,0.04262,1
OG0007629,DIS3,M1,0.87986,-7159.689367,15,2.28038,NearlyNeutral,0.91194,0.04515,0.08806,1
OG0006252,DAPK1,M1,0.27714,-7605.007759,15,3.55095,NearlyNeutral,0.95203,0.02732,0.04797,1
OG0005953,CREG1,M1,0.73722,-1426.02389,15,3.2149200000000002,NearlyNeutral,0.81184,0.06705,0.18816,1
OG0012192,,M1,1.35272,-4794.697413,15,2.21795,NearlyNeutral,0.60384,0.08942,0.39616,1
OG0013417,SEC24C,M1,0.51389,-7754.927362,15,4.21362,NearlyNeutral,0.87887,0.08015,0.12113,1
OG0007452,TPCN2,M1,0.50342,-4694.781134,15,3.42791,NearlyNeutral,0.8079,0.04413,0.1921,1
OG0005677,PIEZO2,M1,0.44106,-17240.680799,15,2.8185,NearlyNeutral,0.81998,0.03288,0.18002,1
OG0005407,NKTR,M1,1.59714,-14521.364997,15,2.83211,NearlyNeutral,0.69951,0.06916,0.30049,1
OG0009203,TREH,M1,1.49617,-5753.812566,15,3.12549,NearlyNeutral,0.72022,0.09162,0.27978,1
OG0006572,PRKG2,M1,0.5831,-3963.459802,15,3.49382,NearlyNeutral,0.94476,0.03811,0.05524,1
OG0011190,EME1,M1,1.05281,-5143.299229,15,3.42703,NearlyNeutral,0.50771,0.21742,0.49229,1
OG0005290,PAFAH2,M1,0.93731,-3048.855073,15,2.4649200000000002,NearlyNeutral,0.80744,0.05408,0.19256,1
OG0010711,CCT8,M1,0.48065,-3402.531844,15,3.3022,NearlyNeutral,0.8843,0.02483,0.1157,1
OG0009646,DNAJC5B,M1,0.45139,-1216.638946,15,2.87516,NearlyNeutral,0.9413,0.0769,0.0587,1
OG0005870,,M1,0.90739,-2193.74748,15,2.91068,NearlyNeutral,0.84276,0.05486,0.15724,1
OG0008616,CCDC51,M1,0.79637,-3026.439688,15,4.10192,NearlyNeutral,0.77438,0.0787,0.22562,1
OG0006019,,M1,1.22432,-2207.459352,15,3.03117,NearlyNeutral,0.38761,0,0.61239,1
OG0011082,PSMD12,M1,0.32096,-2517.673353,15,2.86309,NearlyNeutral,0.96354,0.02579,0.03646,1
OG0010103,MFAP3,M1,0.48801,-2265.957124,15,2.93785,NearlyNeutral,0.74546,0.03946,0.25454,1
OG0010147,PWWP2B,M1,0.45344,-3695.300666,15,2.72029,NearlyNeutral,0.97571,0.0735,0.02429,1
OG0008595,CHRNA1,M1,1.01762,-3689.083398,15,2.35344,NearlyNeutral,0.6754,0,0.3246,1
OG0012717,USP22,M1,0.34428,-2939.562049,15,1.91619,NearlyNeutral,0.90541,0,0.09459,1
OG0009233,STX8,M1,0.83539,-1757.117545,15,2.42068,NearlyNeutral,0.70389,0.09122,0.29611,1
OG0010876,COQ9,M1,0.87417,-2394.810827,15,2.86007,NearlyNeutral,0.67519,0,0.32481,1
OG0011434,UBR1,M1,0.43087,-10848.674599,15,3.04711,NearlyNeutral,0.84143,0.07199,0.15857,1
OG0007985,SLC17A9,M1,1.11958,-4000.360156,15,2.7147,NearlyNeutral,0.83157,0.0529,0.16843,1
OG0011273,SPDEF,M1,0.42335,-2210.197096,15,2.2405,NearlyNeutral,0.79352,0,0.20648,1
OG0013017,ZBTB48,M1,1.21443,-5805.229741,15,3.53998,NearlyNeutral,0.86062,0.03954,0.13938,1
OG0009260,PRKRIP1,M1,0.4096,-1111.1645,15,2.52282,NearlyNeutral,0.82645,0.04524,0.17355,1
OG0006681,PLPP4,M1,0.74677,-1866.114873,15,1.49149,NearlyNeutral,0.83283,0.00207,0.16717,1
OG0013709,WNT8B,M1,0.492,-2174.700833,15,3.22752,NearlyNeutral,0.96384,0.00896,0.03616,1
OG0013787,DTX2,M1,0.56465,-4102.271895,15,4.64841,NearlyNeutral,0.77269,0.07515,0.22731,1
OG0010001,MCM2,M1,0.43482,-5527.458483,15,3.36602,NearlyNeutral,0.93879,0.02398,0.06121,1
OG0009539,PRKAA1,M1,0.44243,-3255.788862,15,3.12469,NearlyNeutral,0.92367,0.0164,0.07633,1
OG0011967,GDF5,M1,0.49364,-3269.818394,15,3.04661,NearlyNeutral,0.7139,0.09245,0.2861,1
OG0007286,MCM3AP,M1,0.58572,-13412.910992,15,3.814,NearlyNeutral,0.73882,0.10545,0.26118,1
OG0008506,MANSC4,M1,1.74001,-3780.676197,15,3.30638,NearlyNeutral,0.4536,0.14347,0.5464,1
OG0013495,,M1,0.48891,-3346.736521,15,3.9342,NearlyNeutral,0.75408,0.04345,0.24592,1
OG0008792,CALR3,M1,0.66094,-2801.511684,15,2.92169,NearlyNeutral,0.68202,0,0.31798,1
OG0010752,RIMS2,M1,0.2903,-9152.515586,15,2.75051,NearlyNeutral,0.87128,0,0.12872,1
OG0009110,LRRC75A,M1,0.45831,-2466.980015,15,3.36667,NearlyNeutral,0.76387,0,0.23613,1
OG0009187,,M1,1.03616,-2783.73624,15,2.46269,NearlyNeutral,0.88801,0.22374,0.11199,1
OG0008520,ATXN10,M1,0.97748,-3977.482333,15,3.77513,NearlyNeutral,0.77137,0.18365,0.22863,1
OG0012541,JUN,M1,0.29552,-1718.861896,15,3.09346,NearlyNeutral,0.95337,0.01248,0.04663,1
OG0007663,GC,M1,2.05527,-5535.21043,15,1.92899,NearlyNeutral,0.63552,0.10494,0.36448,1
OG0007732,,M1,0.56445,-3535.755091,15,2.98805,NearlyNeutral,0.92428,0,0.07572,1
OG0006847,MDM1,M1,0.76959,-5662.059323,15,3.40707,NearlyNeutral,0.64151,0.12381,0.35849,1
OG0010067,TMEM106C,M1,0.63742,-1832.785784,15,2.61599,NearlyNeutral,0.77144,0,0.22856,1
OG0009832,MAN1A1,M1,1.45905,-5295.307033,15,1.4824,NearlyNeutral,0.67947,0,0.32053,1
OG0013427,TUB,M1,0.51195,-3136.133677,15,2.02079,NearlyNeutral,0.84079,0,0.15921,1
OG0009865,CXCR3,M1,2.21898,-3823.611511,15,2.74873,NearlyNeutral,0.80249,0.07889,0.19751,1
OG0012120,RPS19BP1,M1,0.68377,-998.928309,15,1.95784,NearlyNeutral,0.68615,0,0.31385,1
OG0008691,ADRB1,M1,0.51983,-2859.682143,15,2.97678,NearlyNeutral,0.78747,0,0.21253,1
OG0008025,REV3L,M1,0.42358,-19095.260968,15,3.88483,NearlyNeutral,0.86504,0.12716,0.13496,1
OG0013286,SSTR2,M1,0.41406,-2236.649763,15,4.74033,NearlyNeutral,0.87599,0.03236,0.12401,1
OG0012367,UGT1A1,M1,0.6831,-3768.777709,15,3.98677,NearlyNeutral,0.57071,0.0111,0.42929,1
OG0009700,ETFA,M1,0.99037,-2693.274034,15,3.23551,NearlyNeutral,0.92939,0.06117,0.07061,1
OG0013526,PCGF5,M1,0.39549,-1516.510671,15,1.3075,NearlyNeutral,0.85681,0,0.14319,1
OG0005226,RHOT1,M1,0.28546,-3918.844517,15,4.43614,NearlyNeutral,0.92052,0.02104,0.07948,1
OG0005151,IRF5,M1,1.35734,-4148.781794,15,2.87608,NearlyNeutral,0.88105,0.04172,0.11895,1
OG0009364,NCS1,M1,1.23374,-1407.721395,15,1.44842,NearlyNeutral,0.95267,0.00311,0.04733,1
OG0007531,HOXA3,M1,0.40874,-2524.13215,15,4.29305,NearlyNeutral,0.84288,0.06146,0.15712,1
OG0006802,MYEF2,M1,0.5738,-4059.162347,15,2.74512,NearlyNeutral,0.95591,0.03311,0.04409,1
OG0006328,ANAPC4,M1,1.62654,-6777.539737,15,2.03093,NearlyNeutral,0.88174,0.05475,0.11826,1
OG0012794,EVA1B,M1,1.05725,-1279.322529,15,3.63636,NearlyNeutral,0.88974,0.05198,0.11026,1
OG0010785,RAB33A,M1,1.07001,-1568.976759,15,1.80004,NearlyNeutral,0.8758,0.01594,0.1242,1
OG0010907,SLC35A5,M1,0.40285,-1898.009599,15,2.91468,NearlyNeutral,0.9491,0.09105,0.0509,1
OG0005244,MOCS1,M1,0.58921,-4665.520869,15,3.31704,NearlyNeutral,0.79239,0.108,0.20761,1
OG0007292,SUCLA2,M1,0.39574,-2711.177324,15,4.02441,NearlyNeutral,0.85562,0,0.14438,1
OG0010703,TLR3,M1,0.67477,-6458.532463,15,3.61434,NearlyNeutral,0.61667,0,0.38333,1
OG0012104,COMMD1,M1,1.86166,-1625.038277,15,1.45511,NearlyNeutral,0.65896,0.01136,0.34104,1
OG0012456,TARS1 TARS,M1,0.63226,-4687.378458,15,2.80602,NearlyNeutral,0.90834,0.01611,0.09166,1
OG0011328,AARD,M1,0.88315,-923.86139,15,5.73652,NearlyNeutral,0.49301,0,0.50699,1
OG0009518,TCTA,M1,0.87829,-816.616235,15,1.79796,NearlyNeutral,0.72221,0,0.27779,1
OG0014083,TAF6L,M1,1.05029,-4817.010294,15,3.64085,NearlyNeutral,0.96959,0.04184,0.03041,1
OG0012694,ARL6IP1,M1,0.48439,-1300.768871,15,1.997,NearlyNeutral,0.86526,0.03367,0.13474,1
OG0012114,NPTXR,M1,0.5784,-3432.917173,15,2.87804,NearlyNeutral,0.86616,0.06142,0.13384,1
OG0007840,VPS37A,M1,0.46139,-2585.07473,15,3.63886,NearlyNeutral,0.78403,0.03754,0.21597,1
OG0006403,AQP6,M1,0.87547,-2027.087097,15,3.17198,NearlyNeutral,0.7413,0.04716,0.2587,1
OG0011963,NFS1,M1,0.49421,-2714.889526,15,2.84266,NearlyNeutral,0.82799,0,0.17201,1
OG0005557,CARNS1,M1,0.51448,-6311.930367,15,4.12692,NearlyNeutral,0.85035,0.08478,0.14965,1
OG0008828,CHSY3,M1,0.45487,-5471.047876,15,3.31701,NearlyNeutral,0.9286,0.08182,0.0714,1
OG0013626,HS3ST4,M1,1.5762,-2980.011134,15,1.81054,NearlyNeutral,0.8438,0.04103,0.1562,1
OG0013349,GREM1,M1,0.62149,-1255.001425,15,3.30298,NearlyNeutral,0.99999,0.16602,1e-5,1
OG0011955,TRPC4AP,M1,0.33416,-4510.690036,15,2.9975,NearlyNeutral,0.92303,0.01741,0.07697,1
OG0013839,ONECUT1,M1,1.34636,-3809.237259,15,2.78935,NearlyNeutral,0.76751,0.15365,0.23249,1
OG0012043,PPP2R5D,M1,0.32444,-3205.745555,15,2.15885,NearlyNeutral,0.91368,0,0.08632,1
OG0006767,ARNT2,M1,0.63658,-4407.252279,15,2.11427,NearlyNeutral,0.96299,0.0139,0.03701,1
OG0006168,CTNNAL1,M1,0.43886,-4795.290978,15,2.95286,NearlyNeutral,0.89147,0.10466,0.10853,1
OG0008410,,M1,1.17837,-5173.320879,15,2.13032,NearlyNeutral,0.90481,0.0268,0.09519,1
OG0009558,WDCP,M1,0.83272,-5952.192693,15,4.23413,NearlyNeutral,0.71696,0.07177,0.28304,1
OG0009958,SRSF2,M1,0.43668,-1317.355142,15,3.66453,NearlyNeutral,0.99999,0.00892,1e-5,1
OG0006042,ACSL6,M1,0.4777,-4582.420611,15,4.05475,NearlyNeutral,0.81563,0.03125,0.18437,1
