Orthogroup,Gene,Model,Tree length,Lnl,Df,Kappa,Site class model,Proportion 0,Omega 0,Proportion 1,Omega 1,Proportion 2,Omega 2
OG0011342,TAMM41,M2,0.40349,-2033.75542,17,3.67561,PositiveSelection,0.84202,0.05886,0.1536,1,0.00438,6.21299
OG0008264,KIN,M2,1.00627,-3272.69866,17,2.16901,PositiveSelection,0.78953,0.03834,0.1014,1,0.10907,1
OG0007559,TOMM20,M2,0.48576,-883.623734,17,2.27111,PositiveSelection,0.9439,0.03342,0,1,0.0561,2.6806
OG0008943,GYG1,M2,7.37276,-2381.014345,17,2.02695,PositiveSelection,0.80922,0.05286,0.15343,1,0.03735,273.96328
OG0005619,FAIM,M2,0.35564,-1071.68748,17,5.12948,PositiveSelection,0.96588,0.07025,0,1,0.03412,2.1487
OG0010366,SIMC1,M2,0.82207,-5487.048871,17,3.46434,PositiveSelection,0.7853,0.27926,0,1,0.2147,2.00448
OG0012554,DHCR24,M2,0.5287,-3299.767075,17,2.69368,PositiveSelection,0.95955,0.04476,0,1,0.04045,1.34761
OG0012884,PGM5,M2,0.53519,-4058.109422,17,2.82403,PositiveSelection,0.85529,0.01433,0.1131,1,0.03162,3.35398
OG0006643,VPS25,M2,0.32412,-968.931869,17,4.07253,PositiveSelection,1,0.04393,0,1,0,1
OG0013099,PXDC1,M2,0.42805,-1220.819782,17,1.68605,PositiveSelection,0.96771,0.01984,0.01231,1,0.01997,1
OG0013055,,M2,48.96568,-2406.887119,17,4.03744,PositiveSelection,0.82761,0.17184,0.13865,1,0.03374,999
OG0008667,ZFC3H1,M2,0.35158,-11450.663362,17,3.70641,PositiveSelection,0.93109,0.08343,0.06724,1,0.00166,5.87908
OG0009150,ASL,M2,0.46454,-2911.510944,17,2.99049,PositiveSelection,0.91023,0.12566,0.04177,1,0.048,1
OG0008885,COL17A1,M2,0.66336,-10375.953469,17,3.48594,PositiveSelection,0.73163,0.0731,0.24686,1,0.02152,3.05574
OG0009461,MRPL9,M2,1.44088,-2168.619639,17,2.6852,PositiveSelection,0.82477,0.05302,0.10891,1,0.06632,1
OG0012196,,M2,0.86402,-2963.772185,17,2.99197,PositiveSelection,0.84016,0.05107,0.05921,1,0.10064,1
OG0010971,GJC1,M2,0.38403,-2320.586031,17,4.11256,PositiveSelection,0.9686,0.08249,0,1,0.0314,1.91246
OG0005482,SGPP2,M2,0.69679,-2731.515419,17,2.75077,PositiveSelection,0.7351,0.09678,0.13223,1,0.13267,1.43104
OG0009168,OSTF1,M2,0.3084,-1169.004758,17,3.39147,PositiveSelection,0.9197,0.01347,0.02492,1,0.05537,1
OG0010379,NSD1,M2,0.51033,-17602.083527,17,3.96635,PositiveSelection,0.7408,0.11834,0,1,0.2592,1.25451
OG0010356,SPATA5,M2,0.60952,-5982.851064,17,3.7574,PositiveSelection,0.74352,0.06925,0.25518,1,0.00129,19.55811
OG0013100,FAM217A,M2,2.47735,-3757.116442,17,3.1774,PositiveSelection,0.54124,0.167,0.37197,1,0.0868,2.32746
OG0011714,MSANTD4,M2,0.29035,-1837.458259,17,2.33379,PositiveSelection,1,0.01745,0,1,0,1
OG0012677,IFT140,M2,0.95535,-11171.381986,17,2.44061,PositiveSelection,0.90115,0.0507,0.03393,1,0.06492,1
OG0008923,MBNL1,M2,0.11553,-2018.61206,17,4.42174,PositiveSelection,0.97775,0,0,1,0.02225,5.62096
OG0008380,SPIDR,M2,0.68547,-6379.748082,17,4.58197,PositiveSelection,0.654,0.17068,0.33399,1,0.01201,5.30006
OG0006651,FANCM,M2,0.8779,-14781.093215,17,3.52171,PositiveSelection,0.64009,0.15753,0.33488,1,0.02503,3.84189
OG0006699,EEF1AKMT2,M2,0.61516,-1489.61753,17,4.93327,PositiveSelection,0.81298,0.08132,0.10652,1,0.08049,1
OG0013193,PIK3R1,M2,0.31269,-3996.044914,17,3.97866,PositiveSelection,0.89583,0.02195,0.06847,1,0.0357,1
OG0005651,GNG13,M2,0.46074,-406.586053,17,0.82346,PositiveSelection,1,0.0593,0,1,0,1
OG0014032,MYRIP,M2,0.75927,-6529.291938,17,3.58821,PositiveSelection,0.54706,0.15871,9.2e-4,1,0.45202,1.0156
OG0014008,ADD2,M2,0.76222,-5209.281084,17,3.77104,PositiveSelection,0.89687,0.04173,0.02741,1,0.07572,1
OG0012124,ADSL,M2,0.347,-2861.407716,17,3.96707,PositiveSelection,0.82383,0.01346,0.07283,1,0.10334,1
OG0009933,UNK,M2,0.3317,-4562.046056,17,3.12142,PositiveSelection,0.95295,0.02475,0.01722,1,0.02983,6.62592
OG0007649,KLHDC2,M2,0.44963,-2550.995598,17,4.38765,PositiveSelection,0.90634,0.08435,0.02429,1,0.06937,1
OG0011423,EIF5,M2,0.23349,-2275.57215,17,2.6715,PositiveSelection,0.89372,0.01234,0.04632,1,0.05995,1
OG0008618,FPGT,M2,0.54504,-3978.60534,17,3.75519,PositiveSelection,0.73865,0.10361,0.1494,1,0.11195,1
OG0007279,ACKR3,M2,0.50097,-2449.090982,17,3.31619,PositiveSelection,0.96786,0.20589,0,1,0.03214,2.27268
OG0013110,TOB1,M2,0.14496,-1617.6185,17,3.29595,PositiveSelection,1,0.06421,0,1,0,1
OG0012809,KIAA1522,M2,1.77362,-12091.496594,17,4.43251,PositiveSelection,0.73382,0.09164,0.25582,1,0.01036,3.58845
OG0005188,ZNF282,M2,1.35251,-4002.682119,17,3.77782,PositiveSelection,0.92896,0.04292,0.03829,1,0.03274,1
OG0007116,PITRM1,M2,0.64718,-7229.700706,17,3.45371,PositiveSelection,0.88114,0.06287,0.10166,1,0.0172,2.19506
OG0013791,C1QBP,M2,0.85289,-2079.845462,17,2.70547,PositiveSelection,0.66868,0,0.32218,1,0.00914,6.49036
OG0013456,DLX2,M2,0.66096,-2236.490876,17,3.39335,PositiveSelection,0.99273,0.09456,0.00093000000000000005,1,0.00633,1
OG0007779,SPTBN4,M2,1.19114,-19349.526651,17,4.29348,PositiveSelection,0.90253,0.04446,0.09688,1,5.9e-4,88.39964
OG0011727,HRH2,M2,0.84247,-3279.416698,17,3.51769,PositiveSelection,0.54299,0,0.44254,1,0.01447,4.29184
OG0010747,RRM2B,M2,1.11216,-2617.314514,17,2.86151,PositiveSelection,0.72659,0.01009,0.10685,1,0.16656,3.03086
OG0012228,EHMT2,M2,0.74026,-8587.38704,17,3.06386,PositiveSelection,0.88547,0.02201,0.03659,1,0.07793,1
OG0006935,SYAP1,M2,0.54484,-2265.99522,17,3.67047,PositiveSelection,0.90627,0.13391,0.04782,1,0.04591,3.95714
OG0010536,GDF2,M2,0.75862,-3071.854604,17,4.11037,PositiveSelection,0.94392,0.20344,0,1,0.05608,1.96949
OG0008082,MOS,M2,0.69858,-2471.195172,17,4.74378,PositiveSelection,0.82458,0.10562,0.17214,1,0.00328,9.30851
OG0008359,CDC42EP1,M2,0.72478,-3171.96823,17,4.39479,PositiveSelection,0.74578,0.11298,0,1,0.25422,1.0263
OG0009598,CLN8,M2,0.69121,-2066.650307,17,4.06932,PositiveSelection,0.62768,0.08521,0.35939,1,0.01293,4.4957
OG0013425,,M2,1.15634,-2568.414345,17,3.81524,PositiveSelection,0.86708,0.08411,0.04176,1,0.09117,1
OG0013474,EGLN1,M2,0.39857,-2727.753171,17,3.02203,PositiveSelection,0.89885,0.10012,0.04057,1,0.06058,1
OG0009632,PREX2,M2,0.37221,-9392.765883,17,3.11218,PositiveSelection,0.92739,0.05492,0.02716,1,0.04545,1
OG0006162,ROPN1L,M2,0.6494,-1498.875909,17,2.81273,PositiveSelection,0.77176,0.01792,0,1,0.22824,1.20569
OG0006537,KCNJ5,M2,0.5864,-3047.889332,17,2.86441,PositiveSelection,0.91449,0.04659,0.03287,1,0.05263,1
OG0013822,KIF14,M2,0.8456,-12380.675118,17,3.7625,PositiveSelection,0.70687,0.08924,0.28718,1,0.00596,8.15089
OG0010280,MELK,M2,0.55583,-4663.129537,17,3.65062,PositiveSelection,0.74976,0.07286,0.10294,1,0.1473,1
OG0006319,ZBTB39,M2,0.4199,-4152.849575,17,3.91192,PositiveSelection,0.96812,0.05112,0,1,0.03188,2.18259
OG0013865,LACTB,M2,1.07842,-4363.451235,17,2.72652,PositiveSelection,0.77887,0.10478,0,1,0.22113,1.20457
OG0009293,BAX,M2,0.47255,-1282.303494,17,3.88881,PositiveSelection,0.9788,0.08858,0,1,0.0212,3.04815
OG0012289,SARDH,M2,1.30772,-7289.62878,17,2.64609,PositiveSelection,0.79979,0.04975,0.10191,1,0.09829,1
OG0010325,PPP1R12A,M2,0.53138,-6241.772325,17,2.26899,PositiveSelection,0.86459,0.02755,0.05911,1,0.0763,2.56168
OG0012287,BRD3,M2,0.6914,-4835.329104,17,3.8145,PositiveSelection,0.97871,0.02206,0.02129,1,0,24.80471
OG0011266,SERPINI1,M2,0.55701,-2098.625579,17,3.3226,PositiveSelection,0.85351,0.06352,0.13701,1,0.00948,14.98936
OG0007426,SULT1B1,M2,0.53434,-1891.213831,17,5.13923,PositiveSelection,0.86518,0.15553,0.06595,1,0.06887,3.07487
OG0012952,PUM2,M2,0.26043,-5618.830697,17,2.7888,PositiveSelection,0.99476,0.0377,0,1,0.00524,20.6423
OG0010104,LARP1,M2,0.33685,-6104.60614,17,3.48956,PositiveSelection,0.95237,0.02917,0,1,0.04763,1.46688
OG0011085,CEP95,M2,0.82918,-6847.987307,17,3.27967,PositiveSelection,0.78605,0.16602,0.19939,1,0.01456,4.64462
OG0005724,CREBRF,M2,0.37419,-3890.611004,17,3.52767,PositiveSelection,0.98642,0.10445,0,1,0.01358,3.64036
OG0010931,PLA2G4C,M2,0.81904,-4318.849232,17,2.98724,PositiveSelection,0.73628,0.16253,0.14067,1,0.12306,1
OG0006823,ERBB2,M2,0.66387,-8070.019061,17,2.93842,PositiveSelection,0.84293,0.03995,0,1,0.15707,1.1662
OG0010606,CCDC110,M2,37.12449,-6540.943301,17,2.42005,PositiveSelection,0.66623,0.12877,0.30186,1,0.03191,998.99241
OG0006199,HNRNPR,M2,0.18258,-3296.203893,17,2.90581,PositiveSelection,0.96793,0,0,1,0.03207,1.30074
OG0007166,,M2,1.21753,-3012.587312,17,4.47305,PositiveSelection,0.91688,0.04459,0.06784,1,0.01528,39.5276
OG0013058,RS1,M2,123.78757,-2591.522537,17,2.0122,PositiveSelection,0.60403,0.02372,0.19347,1,0.2025,395.22152
OG0008030,PTGIS,M2,0.73934,-3877.253888,17,3.05105,PositiveSelection,0.70565,0.0973,0.25753,1,0.03682,1.82631
OG0006030,FN3KRP,M2,0.44588,-1964.682185,17,3.96149,PositiveSelection,0.74482,0.09172,0.0872,1,0.16798,1
OG0009880,GRAMD2B,M2,0.81009,-3278.755207,17,3.43501,PositiveSelection,0.77082,0.17157,0.18242,1,0.04676,3.47786
OG0007414,,M2,1.99671,-960.871903,17,2.76223,PositiveSelection,0.75109,0.05371,0.1687,1,0.08021,1
OG0012539,CUNH1ORF87 C5H1ORF87,M2,0.75836,-3536.758274,17,3.73521,PositiveSelection,0.8448,0.239,0,1,0.1552,1.6745
OG0012772,MICOS10 MINOS1,M2,1.86709,-657.50169,17,2.16417,PositiveSelection,0.85824,0.05443,0.06624,1,0.07552,1
OG0010114,STYX,M2,0.52586,-1246.310217,17,2.34985,PositiveSelection,0.79226,0,0.11302,1,0.09472,1
OG0011567,WTAP,M2,0.14113,-1886.760313,17,3.32499,PositiveSelection,1,0.03432,0,1,0,1
OG0008668,LGR5,M2,0.61417,-6160.976769,17,3.54034,PositiveSelection,0.66903,0.09239,0.32974,1,0.00123,19.30643
OG0007490,SMARCC1,M2,1.60621,-10383.035452,17,1.98223,PositiveSelection,0.88895,0.04815,0.06838,1,0.04267,1
OG0005811,SIX2,M2,0.24541,-1507.369074,17,4.3282,PositiveSelection,1,0.02058,0,1,0,1
OG0011670,RPL13,M2,0.54052,-1348.257856,17,2.78561,PositiveSelection,1,0.04491,0,1,0,1
OG0013537,CEP55,M2,0.74059,-3353.793225,17,2.60444,PositiveSelection,0.67136,0.02597,0,1,0.32864,1.07398
OG0007921,HDAC7,M2,0.61261,-7022.94938,17,4.60972,PositiveSelection,0.90085,0.04515,0,1,0.09914,1.37734
OG0013182,SREK1IP1,M2,0.38806,-913.476529,17,5.32583,PositiveSelection,0.80432,0.06521,0.0352,1,0.16048,1
OG0012126,SLC25A17,M2,0.34817,-1770.881036,17,4.72116,PositiveSelection,1,0.10259,0,1,0,1
OG0011368,IMP4,M2,0.50765,-1810.388176,17,4.87404,PositiveSelection,0.97507,0.02819,0,1,0.02493,1.02644
OG0013905,,M2,0.65176,-1909.2817,17,3.35839,PositiveSelection,0.93399,0.32196,0,1,0.06601,1.43135
OG0006056,AGR2,M2,0.74513,-1270.132401,17,2.26287,PositiveSelection,0.84753,0.06191,0,1,0.15247,1.97364
OG0008324,RPUSD2,M2,0.71141,-3703.313956,17,3.51718,PositiveSelection,0.76469,0.09162,0.22401,1,0.0113,4.99914
OG0009354,NUP188,M2,0.85036,-14179.410771,17,2.82903,PositiveSelection,0.9631,0.04878,0.03495,1,0.00195,4.94491
OG0014015,DGUOK,M2,1.09253,-2234.71916,17,1.75662,PositiveSelection,0.71008,0.06339,0,1,0.28991,1.04314
OG0010415,,M2,1.808,-5739.732727,17,2.69395,PositiveSelection,0.52599,0.13978,0.18173,1,0.29228,2.10888
OG0006477,HEBP1,M2,0.56533,-1268.22375,17,3.55421,PositiveSelection,0.74885,0,0,1,0.25115,1.04792
OG0011199,FDXR,M2,0.66879,-3369.112277,17,3.29572,PositiveSelection,0.91773,0.10104,0,1,0.08227,1.36425
OG0008578,IL7R,M2,1.26314,-4275.02734,17,2.70519,PositiveSelection,0.59535,0.18877,0.29325,1,0.1114,2.35953
OG0013251,FOXN2,M2,0.29161,-2405.653378,17,5.0925,PositiveSelection,1,0.05993,0,1,0,1
OG0007752,RPF1,M2,0.5228,-2195.724874,17,2.35098,PositiveSelection,0.90981,0.08118,0,1,0.09019,1.78515
OG0012163,WDR18,M2,0.63227,-3042.770269,17,3.46303,PositiveSelection,0.94264,0.0553,0.02738,1,0.02998,1
OG0005404,HHATL,M2,1.23716,-4056.299438,17,2.90186,PositiveSelection,0.87916,0.05008,0.05797,1,0.06287,1
OG0008584,GDNF,M2,0.31904,-1351.62402,17,2.33232,PositiveSelection,0.67652,0,0,1,0.32348,1.2564
OG0006998,KIAA0930,M2,0.68803,-2713.065958,17,2.94424,PositiveSelection,0.88626,0,0.06607,1,0.04767,1
OG0008009,AFG1L,M2,0.42244,-2924.350106,17,2.63257,PositiveSelection,0.89361,0.07211,0.02785,1,0.07854,2.21034
OG0013849,ZNF280D,M2,1.0499,-10841.021503,17,4.32958,PositiveSelection,0.63447,0.0653,0.23046,1,0.13506,1
OG0009882,CSNK1G3,M2,1.39497,-2986.836822,17,3.07485,PositiveSelection,0.90459,0.01886,0.04071,1,0.0547,27.66985
OG0012372,EIF2B1,M2,0.84264,-2165.423046,17,2.63925,PositiveSelection,0.95053,0.02474,0.01935,1,0.03012,1
OG0012733,LFNG,M2,1.40215,-2549.407934,17,1.90381,PositiveSelection,0.83381,0.02324,0,1,0.16619,1.76677
OG0011992,PCGF3,M2,0.14408,-1262.8154,17,2.22777,PositiveSelection,1,0.04161,0,1,0,1
OG0006155,HIVEP1,M2,1.24568,-18487.449017,17,3.97609,PositiveSelection,0.76174,0.09229,0.23718,1,0.00107,687.75711
OG0010305,TMEM39A,M2,0.27081,-2755.324044,17,4.26912,PositiveSelection,1,0.04573,0,1,0,1
OG0010115,PSMC6,M2,0.23361,-1976.061647,17,9.74007,PositiveSelection,1,0.00485,0,1,0,1
OG0005483,,M2,0.76621,-3733.739009,17,2.14691,PositiveSelection,0.85807,0.02757,0.05583,1,0.08609,1
OG0010687,SPCS1,M2,0.52418,-1245.865448,17,4.83648,PositiveSelection,0.62818,0.21613,0.15024,1,0.22158,1
OG0005964,KIAA0825,M2,0.74184,-8988.155633,17,3.53533,PositiveSelection,0.65324,0.14153,0.31737,1,0.02939,3.95903
OG0013139,TK1,M2,0.54608,-1681.61439,17,3.73848,PositiveSelection,0.80726,0.11551,0.07102,1,0.12173,1
OG0012423,FOXN4,M2,1.04026,-3953.837006,17,3.27278,PositiveSelection,0.92207,0.07336,0.0406,1,0.03733,1
OG0008701,HPSE2,M2,1.20283,-4395.818485,17,2.02046,PositiveSelection,0.66967,3.4e-4,0,1,0.33033,1.35757
OG0008279,FLVCR1,M2,0.68608,-4036.927334,17,3.30807,PositiveSelection,0.88087,0.24373,0,1,0.11913,3.21251
OG0007998,CRYBG1,M2,0.74176,-13625.940388,17,3.57118,PositiveSelection,0.58501,0.068,0.40234,1,0.01264,3.35518
OG0011541,NYAP2,M2,0.308,-4039.925344,17,3.38787,PositiveSelection,0.95719,0.09155,0.01738,1,0.02543,1
OG0008999,FASLG,M2,0.6635,-1917.185936,17,3.92863,PositiveSelection,0.6839,0.09831,0,1,0.3161,1.05702
OG0012376,RILPL2,M2,1.27693,-1958.81297,17,2.37537,PositiveSelection,0.93132,0.07794,0.03421,1,0.03447,1
OG0006648,TMX1,M2,0.71232,-2092.539632,17,3.73535,PositiveSelection,0.88265,0.15671,0,1,0.11735,2.2625
OG0009108,GPN1,M2,0.47786,-2383.541945,17,3.84788,PositiveSelection,0.82163,0.02766,0.06076,1,0.1176,1
OG0006819,ZPBP2,M2,0.58308,-2019.791868,17,4.56701,PositiveSelection,0.70304,0.02989,0,1,0.29696,1.06916
OG0009617,CUNH1ORF146 C5H1ORF146,M2,1.22316,-1495.866343,17,2.91172,PositiveSelection,0.56565,0.13197,0.32399,1,0.11036,3.7014
OG0013140,BIRC5,M2,1.22089,-1363.453598,17,2.15982,PositiveSelection,0.65048,0.08285,0.30699,1,0.04253,2.98657
OG0011833,SMIM14,M2,1.18517,-867.154614,17,2.53422,PositiveSelection,0.81861,0.03712,0.09049,1,0.0909,1
OG0013915,EIF2B3,M2,11.60301,-3990.238936,17,3.86202,PositiveSelection,0.54681,0.05703,0.00847,1,0.44472,1
OG0010349,CCNA2,M2,0.64981,-2847.906032,17,2.90884,PositiveSelection,0.89144,0.0635,0,1,0.10856,2.00234
OG0009327,LRRC26,M2,1.94333,-3396.902243,17,3.56021,PositiveSelection,0.51963,0.10297,0.45368000000000003,1,0.02669,8.00332
OG0009911,SESN2,M2,0.741,-3299.402612,17,2.59795,PositiveSelection,0.89091,0.01735,0.06345,1,0.04563,1
OG0013998,USP39,M2,0.88286,-3854.361958,17,2.70537,PositiveSelection,0.94578,0.01449,0.04021,1,0.01401,1
OG0010328,MYF6,M2,0.43635,-1576.577389,17,2.6465,PositiveSelection,0.98485,0.08737,0,1,0.01515,2.33096
OG0013585,L3MBTL3,M2,1.18286,-5081.497441,17,2.57267,PositiveSelection,0.98665,0.14864,0,1,0.01335,61.75697
OG0007919,COL5A3,M2,0.60271,-12121.849254,17,4.61238,PositiveSelection,0.7657,0.02379,0.04493,1,0.18937,1.75481
OG0005083,KLHDC4,M2,0.93238,-4630.948672,17,2.58738,PositiveSelection,0.92972,0.08864,0,1,0.07028,1.18697
OG0012779,ARHGEF38,M2,0.8808,-6029.211452,17,2.34723,PositiveSelection,0.70592,0.03915,0.13218,1,0.1619,1
OG0013122,ASPSCR1,M2,0.58108,-3907.945839,17,3.95374,PositiveSelection,0.59923,0.08919,0.19689,1,0.20388,1
OG0008557,CRACR2B,M2,0.63707,-2941.478047,17,3.21263,PositiveSelection,0.68935,0.12029,0.28107,1,0.02958,2.89664
OG0010084,MRPS23,M2,1.06597,-1560.287526,17,3.35159,PositiveSelection,0.81164,0.0941,0.04374,1,0.14462,2.10905
OG0007266,CARMIL3,M2,1.43222,-12293.135681,17,2.16538,PositiveSelection,0.8551,0.04659,0.09953,1,0.04537,1
OG0010295,LAMB2,M2,0.71652,-12465.427112,17,4.08952,PositiveSelection,0.88135,0.06844,0.04134,1,0.07731,1
OG0010731,LAPTM4B,M2,0.72121,-1505.002713,17,2.11224,PositiveSelection,0.88933,0.05981,0.0799,1,0.03076,6.42463
OG0010551,HSF2BP,M2,1.11208,-2253.84278,17,3.15015,PositiveSelection,0.82576,0.12828,0.14001,1,0.03422,22.80432
OG0005704,KCTD16,M2,0.85797,-2206.305724,17,1.6926,PositiveSelection,0.88973,0.09436,0,1,0.11027,5.63754
OG0013218,CRTAC1,M2,9.66338,-4376.246486,17,3.41679,PositiveSelection,0.70136,0,0.25967,1,0.03897,346.51723
OG0007525,HOXA13,M2,0.3183,-1838.688263,17,2.75332,PositiveSelection,0.92239,0.04469,0.02871,1,0.04891,1
OG0010934,AARSD1,M2,0.62111,-3530.707765,17,4.8818,PositiveSelection,0.96289,0.2102,0,1,0.03711,6.07502
OG0012528,SEMA3A,M2,0.78827,-5243.598181,17,2.49639,PositiveSelection,0.96216,0.02502,0.01741,1,0.02043,1
OG0009763,INPP5K,M2,1.70646,-4005.969941,17,3.27518,PositiveSelection,0.82201,0.05114,0,1,0.17799,1.04
OG0011542,INKA2,M2,0.72891,-2699.166778,17,2.55472,PositiveSelection,0.81281,0.19195,0.09223,1,0.09496,3.00662
OG0009280,LENG9,M2,0.9207,-4141.980636,17,3.79004,PositiveSelection,0.57392,0.10146,0.41524,1,0.01084,2.24112
OG0013581,ENPP3,M2,1.00281,-7295.919429,17,2.79906,PositiveSelection,0.59852,0.05405,0.32947,1,0.07201,3.18433
OG0006330,SEPSECS,M2,1.45055,-4599.066758,17,2.27685,PositiveSelection,0.80865,0.04195,0.0902,1,0.10116,1
OG0012742,AXIN1,M2,0.7459,-5935.324537,17,4.94617,PositiveSelection,0.89571,0.05471,0.03092,1,0.07337,1
OG0013833,,M2,0.67155,-3815.359508,17,3.13573,PositiveSelection,0.7989,0.00591,0.1769,1,0.0242,9.28012
OG0008597,ATP5MC3,M2,0.27358,-783.652963,17,2.81364,PositiveSelection,0.88799,0,0,1,0.11201,2.20673
OG0007746,DDAH1,M2,0.36932,-1688.021012,17,2.87485,PositiveSelection,0.926,0.01872,0,1,0.074,1.34571
OG0007451,ZDHHC13,M2,0.6485,-4406.174499,17,3.64394,PositiveSelection,0.88107,0.21338,0,1,0.11893,2.73882
OG0012205,SMNDC1,M2,0.24112,-1311.674544,17,2.45628,PositiveSelection,0.94078,0,0,1,0.05922,1.14513
OG0007357,,M2,0.83423,-7012.173976,17,2.66465,PositiveSelection,0.69307,0.13271,0.28987,1,0.01706,4.91462
OG0012317,ELMOD2,M2,0.46097,-1837.931972,17,4.22672,PositiveSelection,0.91664,0.09868,0,1,0.08336,1.57166
OG0013287,SOX9,M2,0.52046,-3001.777235,17,2.43466,PositiveSelection,0.97456,0.02139,0,1,0.02544,5.17926
OG0009819,SPATA17,M2,0.71645,-2578.727373,17,2.40295,PositiveSelection,0.81255,0.14327,0.04308,1,0.14437,2.69704
OG0008133,BATF,M2,0.42234,-760.212763,17,2.02798,PositiveSelection,1,0.11649,0,1,0,1
OG0005420,MAGT1,M2,0.4774,-2105.094424,17,4.13464,PositiveSelection,0.89906,0.00862,0.04028,1,0.06067,1
OG0007157,XKR8,M2,1.0109,-3491.151484,17,3.59687,PositiveSelection,0.56195,0.05194,0.42343,1,0.01463,2.02134
OG0010456,ADAMTS3,M2,20.37253,-10593.171637,17,2.67765,PositiveSelection,0.81403,0.06823,0.17256,1,0.01342,736.03676
OG0011751,BRCA2,M2,0.87776,-24885.746249,17,3.6656,PositiveSelection,0.61557,0.19177,0.34504,1,0.03939,3.49478
OG0009809,USP47,M2,0.42494,-8252.63307,17,3.23908,PositiveSelection,0.9139,0.03445,2.8e-4,1,0.08583,1.49174
OG0006711,NPBWR2,M2,1.56569,-2888.191688,17,2.43103,PositiveSelection,0.92616,0.02596,0.07384,1,0,48.01432
OG0013096,RIPK1,M2,1.17464,-6210.696289,17,2.83216,PositiveSelection,0.58537,0.04226,0.40112,1,0.01352,2.56741
OG0006084,PPHLN1,M2,1.17755,-2731.294554,17,2.72201,PositiveSelection,0.77378,0.05761,0,1,0.22622,1.19964
OG0009580,AGXT,M2,0.48318,-2164.380402,17,3.75176,PositiveSelection,0.81837,0.0375,0.07694,1,0.10469,1
OG0011617,SSBP4,M2,0.44128,-2553.534289,17,2.95693,PositiveSelection,0.96115,0.06859,0.01824,1,0.02061,7.33172
OG0006079,VWA3B,M2,0.8231,-10391.040378,17,2.99259,PositiveSelection,0.66691,0.15064,0.309,1,0.02409,3.52461
OG0007734,GLIPR2,M2,0.37386,-883.917682,17,3.09031,PositiveSelection,0.96076,0.08354,0.01308,1,0.02616,1
OG0007099,,M2,0.59657,-3175.883346,17,2.60069,PositiveSelection,0.96692,0.12083,0,1,0.03308,6.24068
OG0010275,SLA,M2,1.04814,-2339.479978,17,3.23623,PositiveSelection,0.76498,0.08881,0.11626,1,0.11876,1
OG0013879,SNX14,M2,0.38763,-5500.550407,17,3.14402,PositiveSelection,0.83578,0.01431,0.07459,1,0.08962,1
OG0009048,,M2,1.23226,-4414.590918,17,2.81975,PositiveSelection,0.43085,0,0.47214,1,0.09701,5.27575
OG0006117,,M2,1.08528,-1328.374549,17,3.71918,PositiveSelection,0.17883,0,0.79375,1,0.02742,12.90569
OG0009615,ARRDC3,M2,0.18082,-2056.170477,17,6.37032,PositiveSelection,1,0.01722,0,1,0,1
OG0013326,MB,M2,0.5285,-1008.693229,17,3.36272,PositiveSelection,0.94349,0.10304,0,1,0.05651,1.446
OG0010207,FGF13,M2,3.1538,-2398.926347,17,1.52843,PositiveSelection,0.72705,0.00817,0.14528,1,0.12768,1
OG0011475,FEZ1,M2,0.55318,-2407.062289,17,4.30174,PositiveSelection,0.95404,0.04125,0,1,0.04596,1.50214
OG0012011,CHGB,M2,0.8406,-5184.025213,17,3.2314600000000002,PositiveSelection,0.69306,0.087,0.28999,1,0.01694,6.58587
OG0007086,PHKB,M2,0.9037,-7951.437796,17,2.22776,PositiveSelection,0.90054,0.03385,0.09307,1,0.00639,8.34021
OG0008189,COCH,M2,0.65505,-3706.70088,17,3.19627,PositiveSelection,0.83966,0.08524,0.14744,1,0.0129,7.18939
OG0006610,,M2,0.77959,-6269.07176,17,4.28419,PositiveSelection,0.7357,0.18697,0,1,0.2643,1.58701
OG0008311,,M2,1.53938,-3720.084243,17,2.85446,PositiveSelection,0.73849,0.08847,0.24374,1,0.01777,3.52581
OG0010547,PWP2,M2,0.42462,-5554.761311,17,3.77931,PositiveSelection,0.97522,0.10119,0.01654,1,0.00825,3.1351
OG0009683,MPI,M2,0.91228,-3287.227914,17,3.20459,PositiveSelection,0.85591,0.04837,0.06348,1,0.08061,1
OG0007445,MTRF1,M2,1.61644,-4394.224199,17,2.54441,PositiveSelection,0.86203,0.11458,0.07302,1,0.06495,1
OG0010545,DNMT3L,M2,1.22316,-3685.650482,17,2.12408,PositiveSelection,0.78515,0.18091,0,1,0.21485,2.16859
OG0010629,,M2,1.22235,-5559.723693,17,3.1777,PositiveSelection,0.78488,0.06696,0.16287,1,0.05226,8.86202
OG0007590,SFT2D2,M2,0.60533,-1081.190873,17,3.3855,PositiveSelection,0.78107,0,0,1,0.21893,1.63807
OG0005252,RGSL1,M2,1.18069,-9954.673105,17,2.56913,PositiveSelection,0.55063,0.02324,0.42832,1,0.02106,7.23261
OG0009515,,M2,0.81885,-6190.155976,17,3.18688,PositiveSelection,0.47387,0.01961,0.51198,1,0.01415,7.13417
OG0010100,GLRA1,M2,0.59883,-2776.452322,17,2.08342,PositiveSelection,0.90408,0,0.06353,1,0.03239,10.36558
OG0007630,SMARCB1,M2,1.38803,-3084.929826,17,1.22045,PositiveSelection,0.8526,0.00325,0,1,0.1474,2.47105
OG0009636,COPS5,M2,1.92279,-2289.494123,17,1.60109,PositiveSelection,0.73106,0.05675,0.09745,1,0.17149,1
